nom,insee,POPULATION,departement,region,epci
Saint-Hippolyte,15190,116,15,84,241500255
Festieux,02309,667,02,32,200043495
Chambon,18046,171,18,24,200027076
Saint-Bris-des-Bois,17313,396,17,75,200036473
Veilleins,41268,159,41,24,244100780
Larivière-Arnoncourt,52273,112,52,44,200070332
Fréchou,47103,215,47,75,200068948
Saintes,17415,25288,17,75,200036473
Pacé,35210,11531,35,53,243500139
Sommerau,67004,1505,67,44,200068112
La Ferté-Saint-Cyr,41085,1059,41,24,244100798
Lauwin-Planque,59334,1750,59,32,200044618
Stundwiller,67484,477,67,44,200040178
Peyremale,30194,287,30,76,200035129
Moulins,35198,709,35,53,200039022
Nomain,59435,2474,59,32,200041960
Etcharry,64221,121,64,75,200067106
Rethondes,60534,695,60,32,246000749
Saint-Denis-des-Monts,27531,211,27,28,200066405
Nouilly,57512,687,57,44,200039865
Ayencourt,80049,183,80,32,200070977
Saint-Laon,86227,128,86,75,248600447
Le Crouais,35091,553,35,53,200038990
Quemigny-Poisot,21513,202,21,27,200070894
Brettes,16059,183,16,75,200043016
Villevaudé,77517,2102,77,11,200033090
Courchevel,73227,2370,73,84,200040798
Longeaux,55300,230,55,44,200033025
Sommedieue,55492,953,55,44,200066165
Saint-Chels,46254,140,46,76,200067361
Magnien,21363,324,21,27,200071173
Wolfgantzen,68379,1054,68,44,200066025
Breteuil,60104,4534,60,32,200068005
Les Istres-et-Bury,51302,98,51,44,200067684
Montigny-lès-Vesoul,70363,665,70,27,247000011
Sainte-Agnès,06113,1214,06,93,240600551
Buhl,67069,528,67,44,200041283
Gorrevod,01175,854,01,84,200071371
Sailly-sur-la-Lys,62736,4002,62,32,245900758
Saint-Sébastien-de-Morsent,27602,5638,27,28,200071454
Châtenay-Malabry,92019,33330,92,11,200054781
Bazentin,80059,79,80,32,248000747
Jolivet,54281,903,54,44,200070324
Lantenay,21339,509,21,27,200039055
La Mure,38269,4992,38,84,200040657
Nanchez,39130,457,39,27,243900610
Cheminas,07063,394,07,84,200073096
Rouillac,22267,397,22,53,200069391
La Chapelle-Hareng,27149,87,27,28,200066017
Jarsy,73139,270,73,84,200069110
Mélamare,76421,838,76,28,200010700
Sainte-Maure-de-Peyriac,47258,345,47,75,200068948
Châtenoy-en-Bresse,71117,1111,71,27,247100589
Santigny,89375,103,89,27,200039709
Salviac,46297,1217,46,76,200035327
Primarette,38324,724,38,84,243800844
Daubèze,33149,149,33,75,200069599
Châtillon,39122,128,39,27,243900719
Ravigny,53187,234,53,52,200042182
Robertot,76530,205,76,28,200069847
Lafat,23103,362,23,75,200067510
Viry,71586,251,71,27,200071884
Rott,67416,481,67,44,246700926
Saint-Valérien,89370,1677,89,27,248900748
Saint-Chamassy,24388,527,24,75,200041168
Viennay,79347,1085,79,75,200041333
Béthisy-Saint-Martin,60067,1141,60,32,200067965
Saint-Gilles,50483,871,50,28,200066389
Montagnac-Montpezat,04124,422,04,93,200034700
Saulnes,54493,2419,54,44,245400262
Sibiville,62795,111,62,32,200069672
Salagnon,38467,1331,38,84,200068542
Morzine,74191,2870,74,84,247400682
Albine,81005,504,81,76,248100745
Chemiré-en-Charnie,72074,214,72,52,200040475
Bousseviller,57103,131,57,44,200069441
Saint-Victor-l'Abbaye,76656,771,76,28,200068534
Neuville-Bosc,60452,537,60,32,246000582
Templeux-le-Guérard,80748,176,80,32,200037059
Pardines,63268,268,63,84,200070407
Bachy,59042,1631,59,32,200041960
Le Val d'Ocre,89334,581,89,27,248900524
Jauzé,72148,86,72,52,200072676
Puygiron,26257,408,26,84,200040459
Saint-Joseph-de-Rivière,38405,1218,38,84,200040111
Joze,63180,1104,63,84,246301097
Saint-Goazec,29249,714,29,53,242900561
Supt,39522,105,39,27,200069623
Tirent-Pontéjac,32447,82,32,76,200042372
Montmacq,60423,1068,60,32,246000772
Arancou,64031,155,64,75,200067106
Cazalrenoux,11087,86,11,76,200035707
Civrac-de-Blaye,33126,848,33,75,243301181
Barenton,50029,1190,50,28,200069425
Saint-Aubin-le-Dépeint,37207,305,37,24,200073237
Strazeele,59582,958,59,32,200040947
Hohrod,68142,330,68,44,246800585
La Croix-de-la-Rochette,73095,340,73,84,200041010
Saint-Étienne-de-Baïgorry,64477,1531,64,75,200067106
Cernex,74052,974,74,84,247400112
Brélidy,22018,298,22,53,200067981
Sarp,65407,108,65,76,200070829
Betbezer-d'Armagnac,40039,141,40,75,200035541
Le Havre,76351,172366,76,28,247600596
Précy-sous-Thil,21505,756,21,27,200071017
Vidou,65461,100,65,76,200070795
Saint-Christol,34246,1376,34,76,243400520
Laval-Morency,08249,239,08,44,200067759
Salles-sur-l'Hers,11371,697,11,76,200035855
Vascœuil,27672,352,27,28,200070142
Folembray,02318,1405,02,32,200071769
Saint-Thurien,27607,236,27,28,200066405
Paulhac-en-Margeride,48110,100,48,76,200069185
Louvigny,72170,189,72,52,200072676
Villeneuve-la-Guyard,89460,3423,89,27,248900896
Hagéville,54244,114,54,44,200070738
Bus-lès-Artois,80153,136,80,32,248000747
Mondeville,14437,9719,14,28,200065597
Villasavary,11418,1218,11,76,200035707
Noyon,60471,13883,60,32,246000756
Mauriac,15120,3671,15,84,241500271
Cuse-et-Adrisans,25184,286,25,27,200068294
Chuyer,42064,779,42,84,244200895
Réau,77384,1777,77,11,200059228
Damazan,47078,1329,47,75,200068922
Villeneuve-les-Sablons,60678,1210,60,32,246000582
Péchaudier,81205,181,81,76,248100158
Saint-Jean-Pla-de-Corts,66178,2153,66,76,246600373
Bousbecque,59098,4908,59,32,245900410
Moutier-Rozeille,23140,432,23,75,200044014
Ballancourt-sur-Essonne,91045,7538,91,11,249100546
Crenans,39179,241,39,27,243900412
Reppe,90084,332,90,27,200069052
Domblain,52169,84,52,44,200068666
Sainte-Marie-aux-Chênes,57620,4104,57,44,245701271
Morangis,91432,13026,91,11,200054781
Villars-sous-Écot,25618,356,25,27,200065647
Aubignan,84004,5533,84,93,248400053
Faux-Villecerf,10145,221,10,44,241000488
Pezens,11288,1470,11,76,200035715
Charmes,21146,138,21,27,200072825
Dommartin-lès-Vallois,88149,59,88,44,200068773
Lamagistère,82089,1138,82,76,248200016
Hatrize,54253,772,54,44,200070845
La Crèche,79048,5524,79,75,200041994
Arrast-Larrebieu,64050,95,64,75,200067106
Ligugé,86133,3303,86,75,200069854
Bouresse,86034,569,86,75,200070043
Eysus,64224,653,64,75,200067262
Labarthe-Inard,31246,865,31,76,200072643
Fresnoy-en-Thelle,60259,942,60,32,200067973
Haims,86110,226,86,75,200070043
Leval,59344,2476,59,32,200043396
Cerizy,02149,66,02,32,200040426
Cranves-Sales,74094,6562,74,84,200011773
Coudekerque-Branche,59155,21360,59,32,245900428
La Barthe-de-Neste,65069,1223,65,76,200070787
Quissac,30210,3130,30,76,200034411
San-Martino-di-Lota,2B305,2911,2B,94,242000354
Chamblac,27138,390,27,28,200066413
Chailly-en-Gâtinais,45066,702,45,24,200067676
Pont-d'Héry,39436,244,39,27,200071595
Saint-Frégant,29248,796,29,53,242900793
Saulces-Monclin,08402,771,08,44,240800862
Saint-Ulphace,72322,231,72,52,247200686
Saint-Aubin-de-Locquenay,72266,675,72,52,200072700
Confort-Meilars,29145,882,29,53,242900629
Linac,46174,218,46,76,200067361
Mérignies,59398,2898,59,32,200041960
Mende,48095,11641,48,76,244800405
Wintersbourg,57747,270,57,44,245700950
Nizas,34184,662,34,76,243400819
Le Chesnay,78158,28512,78,11,247800584
Le Sen,40297,211,40,75,200069656
Hautvillers-Ouville,80422,587,80,32,200070936
Barneville-sur-Seine,27039,501,27,28,200066405
Traves,70504,355,70,27,247000367
Mauchamps,91378,270,91,11,249100553
Mieussy,74183,2327,74,84,200034098
Grez-Neuville,49155,1459,49,52,200071868
Buethwiller,68057,269,68,44,200066033
Saint-Sauveur-Marville,28360,920,28,24,200040277
Magnieu,01227,473,01,84,200040350
Cesseras,34075,383,34,76,200066348
Servignat,01406,176,01,84,200071751
Loué,72168,2231,72,52,200040475
Sasnières,41236,107,41,24,200072072
Neuilly,58191,125,58,27,200067692
Marcey-les-Grèves,50288,1270,50,28,200069425
Perrex,01291,810,01,84,200070555
Gramazie,11167,113,11,76,200071926
Sainte-Hélène,71426,506,71,27,247104094
Magnet,03157,958,03,84,200071363
Marcq,08274,101,08,44,240800920
Cucuron,84042,1781,84,93,248400285
Hargicourt,02370,587,02,32,240200493
Saint-Pierre-Roche,63386,432,63,84,200069169
Acquin-Westbécourt,62008,799,62,32,246201016
Vouillers,51654,248,51,44,200068666
Montaiguët-en-Forez,03178,317,03,84,200071470
Celles,09093,136,09,76,200067791
Richarville,91519,401,91,11,249100595
La Ferté-Hauterive,03114,295,03,84,200071389
Gosselming,57255,602,57,44,200068146
Courchamps,49113,485,49,52,200071876
Saligney,39499,184,39,27,243900560
Chailly-en-Brie,77070,1388,77,11,200077055
Pierreval,76502,516,76,28,200070449
Saint-Hilaire-le-Vouhis,85232,1040,85,52,248500340
Quincy-Basse,02632,61,02,32,200071769
Villespy,11439,361,11,76,200035707
Le Truel,12284,344,12,76,241200914
Gœrsdorf,67160,1087,67,44,200013050
Marigny-Saint-Marcel,74165,683,74,84,247400740
Oberstinzel,57518,355,57,44,200068146
Saint-Bonnet-près-Riom,63327,2124,63,84,200070753
Barjouville,28024,1735,28,24,200033181
Bazoches-au-Houlme,61028,485,61,28,246100390
Vandelans,70519,118,70,27,247000706
Houlette,16165,373,16,75,200070514
Hautecloque,62416,221,62,32,200069672
Saint-Pierre-la-Palud,69231,2629,69,84,246900625
Chilly-sur-Salins,39147,110,39,27,200071595
Le Hanouard,76339,257,76,28,200069839
Villotte-Saint-Seine,21705,68,21,27,200039063
Chartres-de-Bretagne,35066,7355,35,53,243500139
Canenx-et-Réaut,40064,161,40,75,200069656
Saint-Robert,47273,183,47,75,200023307
Saint-Mihiel,55463,4186,55,44,245500327
Zilling,57761,273,57,44,245700950
Tencin,38501,1984,38,84,200018166
La Chapelle-la-Reine,77088,2475,77,11,200072346
Combs-la-Ville,77122,22154,77,11,200059228
Montvalen,81185,226,81,76,200066124
Sainte-Anne-Saint-Priest,87134,157,87,75,248719353
Saint-Symphorien-de-Marmagne,71482,848,71,27,247100290
Saint-Agnet,40247,202,40,75,200030435
Roupy,02658,229,02,32,240200493
Maresville,62554,98,62,32,200069029
Les Marêts,77275,151,77,11,200037133
Plouvien,29209,3727,29,53,242900553
Lapenne,09153,130,09,76,200044469
Oradour,16248,182,16,75,200072023
Many,57442,286,57,44,245700133
Pontpierre,57549,733,57,44,245700133
Saint-Didier-de-Bizonnes,38380,294,38,84,243801073
Selles-Saint-Denis,41241,1316,41,24,244100806
Saint-Vigor-le-Grand,14663,2398,14,28,241400555
Alliat,09006,54,09,76,240900431
Chemilla,39137,111,39,27,200012060
Breux,55077,255,55,44,245501259
Altkirch,68004,5740,68,44,200066041
Queuille,63294,267,63,84,200072098
Saint-Maurice-sur-Eygues,26317,760,26,84,200068229
Aigueperse,63001,2709,63,84,200071199
Estevelles,62311,2053,62,32,246200364
Cusey,52158,281,52,44,200027308
Saint-Clément-à-Arnes,08378,109,08,44,240800920
Vendeuvre-sur-Barse,10401,2352,10,44,200066892
Achain,57004,86,57,44,245701206
Authume,39030,819,39,27,200010650
Malestroit,56124,2459,56,53,200066785
Bajamont,47019,982,47,75,200035459
Hautevesnes,02375,170,02,32,200072031
La Falaise,78230,577,78,11,200059889
Sivry,54508,261,54,44,200070589
Nonza,2B178,73,2B,94,200042943
Roques,32351,99,32,76,243200607
Bouleternère,66023,927,66,76,246600415
Liposthey,40156,511,40,75,200069656
Vic-sur-Aisne,02795,1684,02,32,200071991
Aste-Béon,64069,242,64,75,246400337
Bruc-sur-Aff,35045,859,35,53,243500741
Lanneuffret,29116,145,29,53,242900801
Val de Livre,51564,634,51,44,245100615
Soulanges,51557,485,51,44,200034718
Fontenay-Trésigny,77192,5377,77,11,200072874
Port-Lesney,39439,539,39,27,243900420
Saint-Georges-d'Aurac,43188,467,43,84,200073393
Saint-Romain-le-Noble,47274,447,47,75,200036572
Graix,42101,151,42,84,244200622
Soncourt-sur-Marne,52480,383,52,44,200068658
Sevenans,90094,688,90,27,200069052
Grattepanche,80387,305,80,32,248000531
Innimond,01190,106,01,84,240100883
Marignac-Lasclares,31317,469,31,76,200068815
Antras,09011,64,09,76,200067940
Doncières,88156,143,88,44,200005957
Courcoury,17128,693,17,75,200036473
Guizengeard,16161,162,16,75,200029734
Saint-Martin-le-Gréard,50519,491,50,28,200067205
Berville,95059,345,95,11,200035970
Notre-Dame-d'Oé,37172,4045,37,24,243700754
Cuisy,77150,435,77,11,200033090
Sanssat,03266,268,03,84,200071470
Obterre,36145,214,36,24,243600343
Leulinghem,62504,245,62,32,246201016
Lerrain,88267,486,88,44,200068773
Fresnoy-en-Gohelle,62358,220,62,32,200044048
Sorans-lès-Breurey,70493,432,70,27,247000706
Cheylard-l'Évêque,48048,65,48,76,200006930
Romain-aux-Bois,88394,48,88,44,200068773
Othis,77349,6622,77,11,200055655
Roussac,87128,456,87,75,248719262
La Roche-Noire,63306,608,63,84,200069177
Treschenu-Creyers,26354,112,26,84,242600534
Andornay,70021,205,70,27,247000664
Vieil-Moutier,62853,392,62,32,200018083
La Haye-Pesnel,50237,1360,50,28,200042604
Prinquiau,44137,3499,44,52,200072734
Césarville-Dossainville,45065,256,45,24,200066280
Simacourbe,64524,389,64,75,200067296
Rocquancourt,14538,869,14,28,200065597
Rochesson,88391,699,88,44,200071157
Crux-la-Ville,58092,414,58,27,200067908
Nuisement-sur-Coole,51409,345,51,44,200043438
Oze,05099,109,05,93,200067445
Steinbrunn-le-Haut,68324,580,68,44,200066058
Arrodets,65034,23,65,76,200070787
Malras,11214,373,11,76,200071926
Courtémont,51191,64,51,44,200042703
Selles,27620,462,27,28,200065787
Essay,61156,520,61,28,200035111
Minerve,34158,131,34,76,200066348
Brielles,35042,717,35,53,200039022
Voulême,86295,377,86,75,200070035
Caumont,09086,318,09,76,200067940
Le Folgoët,29055,3156,29,53,242900793
Brebières,62173,4904,62,32,200044048
Saint-Cernin-de-Labarde,24385,205,24,75,200040889
Solaro,2B283,706,2B,94,200033827
Guilherand-Granges,07102,10862,07,84,200041366
Castétis,64177,616,64,75,200039204
Mazzola,2B157,27,2B,94,200073138
Coubon,43078,3145,43,84,200073419
Pontiacq-Viellepinte,64454,174,64,75,200072106
Saint-Erblon,53214,173,53,52,200048551
Larrau,64316,194,64,75,200067106
Saint-Pierre-de-Plesguen,35308,2846,35,53,243500733
Ménil-sur-Saulx,55335,271,55,44,200066108
Viala-du-Tarn,12296,453,12,76,241200914
Geaune,40110,676,40,75,200069649
Gerberoy,60271,92,60,32,246000848
Marolles-lès-Bailly,10226,103,10,44,200069003
Siorac-de-Ribérac,24537,259,24,75,200040400
Le Mesnil,50299,217,50,28,200067205
Entrains-sur-Nohain,58109,857,58,27,200067429
Boucheporn,57095,580,57,44,245700133
Chevroux,01102,964,01,84,200071371
Lourmais,35159,336,35,53,243500733
Saint-Saturnin-lès-Apt,84118,2732,84,93,200040624
Entrevaux,04076,877,04,93,200068625
Meillerie,74175,328,74,84,200071967
Journiac,24217,455,24,75,200041168
La Roque-Gageac,24355,467,24,75,200027217
Milhaud,30169,5697,30,76,243000643
Olonzac,34189,1797,34,76,200066348
Aubière,63014,10012,63,84,246300701
Vaux-sur-Mer,17461,3777,17,75,241700640
Montlandon,28265,247,28,24,200070167
Cambounet-sur-le-Sor,81054,906,81,76,248100158
Champguyon,51116,269,51,44,200066835
Équilly,50174,194,50,28,200042604
Verzeille,11408,480,11,76,200035715
Poubeau,31434,76,31,76,200072635
Mackenheim,67277,765,67,44,200030526
Rupt-devant-Saint-Mihiel,55448,55,55,44,200066140
Maxilly-sur-Saône,21398,345,21,27,200070902
Faugères,07088,109,07,84,240700302
Chalon,38066,176,38,84,243800844
Paray-Vieille-Poste,91479,7437,91,11,200054781
Jardin,38199,2211,38,84,200077014
Cirey-lès-Mareilles,52128,131,52,44,200069664
Adaincourt,57007,123,57,44,245700133
Brassempouy,40054,272,40,75,244000881
Saint-Jacques-sur-Darnétal,76591,2584,76,28,200023414
La Caunette,34059,309,34,76,200066348
Céré-la-Ronde,37046,450,37,24,243700820
Grézillac,33194,694,33,75,243301454
Maucourt,80520,175,80,32,200070928
Saint-Loup-Terrier,08387,177,08,44,240800862
Beaubery,71025,368,71,27,200071884
Moulins-en-Tonnerrois,89271,101,89,27,200039709
Chatte,38095,2496,38,84,200070431
Écueil,51225,307,51,44,200067213
Champlat-et-Boujacourt,51120,169,51,44,200066850
Saint-Victor-la-Coste,30302,2036,30,76,200034692
Domèvre-sur-Durbion,88143,283,88,44,200068757
Thimert-Gâtelles,28386,1278,28,24,200040277
Neuilly-sur-Suize,52349,315,52,44,200068658
Marieulles,57445,693,57,44,200039865
Saint-Laurent-sur-Othain,55461,509,55,44,200066173
Noailles,60462,2857,60,32,200067973
Moltifao,2B162,677,2B,94,200073138
Saint-Juvin,08383,107,08,44,240800920
Montigny-sur-l'Ain,39356,191,39,27,200069623
Galapian,47107,329,47,75,200068922
Chatelay,39117,100,39,27,243900420
Grand-Fougeray,35124,2462,35,53,200070662
Ons-en-Bray,60477,1405,60,32,246000913
Lachapelle,82083,116,82,76,248200065
Martrin,12141,234,12,76,200067155
Branne,33071,1277,33,75,243301454
Saint-Mathieu-de-Tréviers,34276,4688,34,76,200022986
Mehun-sur-Yèvre,18141,6644,18,24,200070571
Lavardens,32204,394,32,76,200066926
Lagardelle,46147,120,46,76,244600433
Ozouer-le-Voulgis,77352,1866,77,11,200070779
Nay,64417,3305,64,75,246401756
Nuncq-Hautecôte,62631,451,62,32,200069672
Dangeul,72112,483,72,52,200072676
Cadarsac,33079,342,33,75,200070092
Saint-Rémy,12242,335,12,76,200069383
Aragon,11011,433,11,76,200035715
Rusio,2B264,84,2B,94,200073138
La Villeneuve-Bellenoye-et-la-Maize,70558,137,70,27,200041879
Le Chaffal,26066,44,26,84,200067767
Wargnies-le-Petit,59640,761,59,32,200043321
Cornant,89116,360,89,27,248900748
Champdôtre,21138,595,21,27,200070902
Saint-Pierreville,07286,548,07,84,200041465
Échallon,01152,762,01,84,200042935
Montenay,53155,1362,53,52,245300355
Froidestrées,02337,188,02,32,240200444
Loison-sur-Créquoise,62522,249,62,32,200044030
Cholet,49099,53800,49,52,200071678
Quéant,62673,659,62,32,200044048
Auffreville-Brasseuil,78031,648,78,11,200059889
Milon-la-Chapelle,78406,271,78,11,200033173
Sonnac,17428,526,17,75,200041689
Condrieu,69064,3883,69,84,200077014
La Cadière-d'Azur,83027,5499,83,93,248300394
Renazé,53188,2529,53,52,200048551
Paley,77353,427,77,11,247700032
Ruelle-sur-Touvre,16291,7227,16,75,200071827
Ciadoux,31141,254,31,76,200072643
Mortcerf,77318,1461,77,11,200072874
Bagnols-sur-Cèze,30028,18203,30,76,200034692
Sogny-aux-Moulins,51538,117,51,44,200043438
Bourseul,22014,1127,22,53,200068989
Bar-sur-Aube,10033,4978,10,44,241000405
Chabottes,05029,834,05,93,200068096
Dhuys et Morin-en-Brie,02458,832,02,32,200072031
Fay-lès-Marcilly,10146,84,10,44,241000488
Bonnay,25073,845,25,27,242500361
Clarac,31147,612,31,76,200072643
Neuvy-le-Roi,37170,1077,37,24,200073237
Leynes,71258,530,71,27,200070308
Fultot,76293,198,76,28,200069847
Saint-Salvi-de-Carcavès,81268,71,81,76,200066561
Vacqueriette-Erquières,62834,260,62,32,200044030
Modène,84077,454,84,93,248400053
Saint-Pourçain-sur-Besbre,03253,438,03,84,200071470
Aurières,63020,315,63,84,200069169
La Chapelle-d'Armentières,59143,8459,59,32,245900410
Saint-Saturnin,51516,58,51,44,200066835
Avize,51029,1787,51,44,200067684
Ohis,02567,315,02,32,240200600
Cazaux-Savès,32098,313,32,76,243200599
Tamerville,50588,652,50,28,200067205
Bonnevaux,25075,375,25,27,242504496
Montgeroult,95422,395,95,11,200035970
Pisseloup,52390,49,52,44,200070332
Bonnefond,19027,113,19,75,200066645
Seurre,21607,2408,21,27,242101509
Jacque,65232,73,65,76,200070803
Le Breuil-Bernard,79051,513,79,75,200040244
Richebourg,78520,1504,78,11,247800550
Saint-Germain-de-Modéon,21548,167,21,27,242101442
Julianges,48077,58,48,76,200069185
La Lande-Saint-Léger,27361,344,27,28,200066827
Sourdun,77459,1487,77,11,200037133
Chavagnes-en-Paillers,85065,3550,85,52,200071918
Comblessac,35084,698,35,53,200043990
Chaumont-la-Ville,52122,115,52,44,200069664
Saint-Martin-Lestra,42261,895,42,84,200065894
Saint-Juire-Champgillon,85235,404,85,52,200073260
Benest,16038,324,16,75,200072049
Monteils,82126,1364,82,76,248200057
Reclesne,71368,323,71,27,200070530
Bonnétable,72039,3874,72,52,200072676
Marcellaz-Albanais,74161,1861,74,84,247400740
Saint-Georges-de-Luzençon,12225,1584,12,76,241200567
Sérignac,46305,300,46,76,244600433
Corent,63120,709,63,84,200069177
Reilly,60528,121,60,32,246000707
Bors (Canton de Charente-Sud),16053,117,16,75,200029734
Silly-sur-Nied,57654,691,57,44,200067957
Vigneulles,54565,250,54,44,200067643
Sainte-Trie,24507,109,24,75,200041150
Saint-Paul-le-Jeune,07280,997,07,84,200039832
Cierzac,17106,293,17,75,200041523
Marestmontiers,80511,114,80,32,200070977
Espèche,65166,57,65,76,200070787
Couin,62242,109,62,32,200069482
Offendorf,67356,2442,67,44,200041325
Vourles,69268,3338,69,84,246900757
Neuillé,49224,995,49,52,200071876
Sars-Poteries,59555,1486,59,32,200043263
Colombier-le-Jeune,07068,567,07,84,200073096
Gabarret,40102,1301,40,75,200035541
Champagnac-la-Rivière,87034,572,87,75,200066520
Airel,50004,536,50,28,200066389
Bastia,2B033,44355,2B,94,242000354
Clermont-Savès,32105,270,32,76,200023620
Camiac-et-Saint-Denis,33086,359,33,75,243301215
