code12,code18,commune,area
311,324,02457,0.0523296587370141
311,324,02457,9.94334405135047
133,112,50579,5.23845463562548
112,112,50579,11.1116268369164
133,112,76114,9.7696058031534
311,324,02697,8.51792749696373
324,312,02697,29.5874917949626
311,324,02697,9.86842644910478
311,324,02697,12.1987263525457
324,311,02697,44.5811709993525
311,324,02697,7.76892161794131
133,121,60178,5.84796864540605
311,324,76261,5.60508170859151
311,324,76276,0.181215060644528
324,311,02049,2.09176389432797
311,324,02049,12.4257710056076
231,112,76314,8.44473044998323
324,311,02685,47.7879867501008
324,311,02685,6.25563536527147
311,324,02685,13.3381609370174
311,324,08095,0.245598466936988
211,112,76275,9.85098594867446
231,112,76275,8.62088510265363
324,311,02461,13.732782055724
324,311,02461,5.30652124639194
311,324,02461,24.7440681318225
311,324,02461,5.52329984445323
311,324,02461,17.4717659389605
311,324,60596,15.061870337468
313,324,76585,6.39055236203628
313,324,76559,1.02099802391882
311,324,76152,4.73198213264322
311,324,76583,2.97391877868062
211,112,76571,0.00348916847173001
211,112,76146,9.11168311861829
311,324,76287,10.1744059417501
311,324,76287,5.65739691070114
311,324,60564,7.04176872539755
311,324,60021,20.8136188044643
211,112,76495,6.39310218245756
133,112,76495,5.63536986773666
312,324,76666,0.0342562475871846
312,324,76666,23.0638815995361
312,324,76666,15.2554297683521
312,324,76426,58.4075015101014
312,324,76426,16.7844353144569
231,131,50341,0.0525760973447728
313,131,50341,0.201827658392601
211,131,50341,5.10085783566702
231,131,50478,6.17577271955303
313,131,50478,8.57776094841804
211,131,50478,0.719171181057046
211,121,60242,1.53599974947368
211,121,60387,5.1263568098694
311,324,60387,0.492853510131984
211,133,76447,9.23191476275691
133,121,76447,18.4772643393549
211,133,76238,9.68784060755506
311,324,02498,17.6365242958869
311,324,02498,21.6428208304719
324,311,02080,0.599595039995442
324,311,02408,39.9456915798456
242,121,02408,25.0269072964214
133,112,02408,11.8376980857981
133,112,02408,9.0721191038418
311,324,02408,5.0523602493435
311,324,08354,7.68516328661247
231,121,50615,5.12818212919392
112,112,50615,5.20699672872636
311,324,02456,27.6662284214956
324,311,02456,29.4693644685719
311,324,02456,8.97123946524598
311,324,60304,12.4948163446715
324,324,60304,15.1750759151969
311,324,60004,3.24196483134309
324,324,60004,0.0869398459874689
311,324,60004,8.67455824112489
231,211,60217,8.1292225802532
211,112,76576,5.98140057528812
311,324,76289,2.35481293539364
311,324,76289,12.9294866400549
311,324,76164,6.42854467393803
311,324,08430,7.40573784327621
211,133,76057,5.94659855553148
211,133,76057,29.324415590605
211,112,76057,5.80177180337435
231,133,76057,6.15411607740896
133,112,76057,6.45556385789794
311,324,60374,8.06611392172267
311,324,60276,0.0259478729176208
211,133,54234,6.55395000354933
231,133,54234,4.42512540210344
133,121,76271,5.65287106011602
133,121,76580,3.62386609052621
211,121,60471,5.08618803415064
211,121,60471,7.12334564095687
211,122,60471,9.09825129769829
324,311,60471,7.09187988667471
211,121,60431,0.0336800826935024
311,324,60253,10.731362448174
311,324,55250,5.14233853882006
311,324,08300,9.35600138642437
311,324,08300,38.7350703873998
311,324,08300,8.78992203779382
312,324,76676,6.13055528281935
312,324,76544,0.882611803624735
231,121,76738,5.47127624571503
133,231,76270,0.772189996841279
133,231,76481,4.74849443954155
324,311,60105,19.5614366426804
133,112,76596,5.53682346258441
311,324,55351,5.0403031896833
231,133,54572,0.619095419676093
324,311,76557,13.1074978460641
211,112,76557,9.98288686452347
211,122,60488,22.7504003544597
211,122,60506,0.0961083741461022
211,122,76743,6.07662864535093
211,122,76135,5.22250825060477
324,324,02599,4.23963878416221
311,324,02599,6.185421396965
311,324,02599,10.5394250770156
324,311,02599,18.4085922890925
324,324,02599,12.903540641635
324,311,02599,6.76138719378471
311,324,02619,0.195440269480771
311,324,02619,13.5848696674596
311,324,02733,14.5317206667191
324,311,02489,6.69195639688987
324,311,02196,18.3497707165913
231,112,50082,5.61771046456658
133,112,76647,9.95915531537173
133,112,76647,6.60773646479493
311,324,02318,0.0657796496673656
311,324,02159,0.143767941585295
324,311,02159,8.11705896586254
311,324,02159,2.77023083901669
324,312,02159,7.98605821743607
311,324,02159,5.65543820946755
231,112,76245,6.80505181260185
311,324,02333,5.08406430872639
211,121,76351,12.0687864883916
133,121,76351,5.39431128328919
133,112,76351,5.09608037228545
133,121,76351,7.74235495070961
133,123,76351,34.5657580684866
133,123,76351,59.0618761746877
311,324,55510,0.956488563918222
324,311,55510,2.74554233267334
311,324,55109,7.52361630423577
324,311,55109,7.40820614760897
211,112,76502,3.10518786221276
231,112,76502,5.66761415254596
312,324,55502,8.7770963449112
312,324,55323,0.436462419566547
311,324,02686,16.3635810089486
311,324,02686,0.00758392636334765
324,311,02686,18.8104464811873
311,324,76452,8.66331378366748
312,324,76452,9.86499752107845
311,324,76452,4.8308567862649
311,324,02750,18.6480183661793
324,311,02750,7.32503065433737
324,311,02750,7.39839667490319
313,324,08126,5.11905931323439
313,324,08126,11.1121729084588
211,131,50270,5.78115786489248
324,311,60507,0.187129382595161
324,311,60507,3.16453937566285
311,324,60507,7.71620447833095
324,311,60507,6.66207971641535
311,324,60507,24.9541547793084
324,311,60507,0.599934320946824
311,324,60507,5.71614081724311
311,324,60507,0.811553093045845
324,324,60507,0.799770999625155
311,324,60507,3.32784272665591
311,324,60150,10.0845626956223
311,324,60150,8.84214239666966
312,324,60150,1.92514936753114
324,311,60150,42.3625308783976
311,324,60150,29.100132825993
311,324,60150,12.6193986845792
311,324,60610,0.735309758288785
324,311,60610,8.69442529562546
324,311,02553,2.00696386809011
324,311,02454,12.0510940874409
313,324,02454,0.620931422460733
324,311,02454,61.6492877669546
311,324,60271,10.0740631182709
311,324,08278,1.65189308888195
311,324,08244,5.13261636113542
311,324,55279,0.224139535521256
312,324,55279,16.2016451689916
311,324,55279,12.2478717948772
311,324,55279,13.4005553309014
311,324,55279,12.439698276162
311,324,55408,5.32082241604525
311,324,55408,10.4596855833376
311,324,55310,0.882310429494464
211,131,50241,1.36819082967961
211,131,50186,7.56720519622867
211,121,54314,12.1438926931121
211,133,54314,9.51316424902943
324,311,60129,32.9968151958724
312,324,60129,25.1107058217135
324,324,60129,17.6905857232741
311,324,60129,5.36893144386181
311,324,60129,7.26414076207487
311,324,60129,14.4737118404368
324,311,60129,33.5562208932223
133,121,57603,0.623999677784834
324,133,57603,0.487173242816587
231,133,50175,7.13561675081345
311,324,02587,6.55703394850675
211,112,76517,7.02409484404142
133,112,76305,8.12916029056395
133,141,76305,7.92552493243253
112,141,76305,9.93248806387466
133,121,76305,11.9253672851296
133,112,76341,9.65355071227236
133,121,60533,35.2128128887859
121,121,60533,16.5640787233249
211,121,60533,13.1848981839507
211,121,60351,0.0172974379430164
211,133,60351,0.013030437179522
211,121,60191,12.8507350934307
311,121,60191,2.87651150114401
211,133,60191,17.7279075828253
311,324,08424,9.95388182341407
311,324,08424,0.69408029734267
311,324,08394,0.00216478538865818
311,324,08394,7.22992755525838
311,324,08394,9.72403980200938
131,231,57764,0.000581447011034073
311,324,57764,18.4162486439101
324,311,60118,14.7187046786455
311,324,60118,2.69798259392672
311,324,60118,5.32372896549832
311,324,60118,11.2262576315508
311,324,60189,0.353664754054022
211,112,76658,8.548477148624
311,324,76171,8.32856768148909
312,324,08055,5.79969061595322
311,324,08055,7.37871857966389
133,112,08008,5.06318713279146
324,311,76292,0.86368938753971
311,324,76292,0.00911651039369381
324,311,76067,20.3043499548863
311,324,76067,14.8932518864116
311,324,76067,13.1687070459107
133,112,76592,0.357318725621558
133,112,76384,7.68659125590418
211,133,76453,5.12392153461787
324,311,02671,1.88255352094905
324,311,02671,19.2703640647182
311,324,02671,0.0594860857189924
324,311,02671,4.36356144737458
311,324,60449,5.72652362265665
311,324,60449,5.43133444137374
311,324,02676,0.0383942472023346
311,324,02472,0.0245051945356885
313,324,55083,42.086498637199
324,311,02013,9.42444025080494
311,324,55554,12.6317287285461
311,324,60470,7.96335768406038
311,324,60535,0.0948945213992557
311,324,60425,0.0207786282969002
311,324,54322,13.5964970539164
311,324,54322,8.47204726912817
311,324,54322,0.682632518962567
324,312,02363,17.9385117354887
311,324,02363,0.605896169864974
131,322,76657,11.2061676479787
324,121,76657,13.1392613806625
133,123,76657,0.396688352922121
131,322,76660,16.5126807658688
231,121,76660,20.0041781604759
133,123,76660,151.541218083016
133,121,76660,5.97231037784639
132,142,76660,53.9309347684224
211,112,54254,7.90013089920981
231,211,60296,22.431860182638
311,324,02093,5.20413651948249
324,311,02093,34.7812446026152
311,324,02093,5.49664940942041
133,121,08362,7.34438711187747
311,324,02111,7.12524374906
311,324,02111,0.0612279411967123
211,131,54270,6.44475657233229
311,131,54270,1.44869705504733
311,324,57600,0.283209338431625
324,331,02217,10.427140633051
324,311,02217,5.49472253970171
324,311,02217,13.8784753486998
312,324,02217,11.7593720880282
324,311,02661,7.83903239389747
311,324,02561,6.56079327462191
311,324,02294,0.683278825717373
312,324,55037,0.246711716722399
311,324,76358,8.73311152077316
311,324,76358,5.93158772340009
311,324,76636,17.3542632493446
311,324,76636,25.9521878355851
324,311,60206,13.933249069882
324,311,60378,0.776191311983595
311,324,60378,2.45290632131
324,311,60383,0.259354167043988
324,311,60654,17.94835936616
311,324,60654,4.01716093311473
311,324,02632,5.01808355419216
311,324,02632,5.03029821725441
311,324,02632,15.3430422345907
211,112,57588,6.36099553056024
311,324,57588,0.0297460429405171
311,324,76709,12.2699206223034
311,324,76709,18.0864142076134
133,112,76709,9.65464705815495
311,324,76709,7.26879926808245
133,112,76476,9.27649694416565
211,112,76476,22.9671791933621
133,112,76377,5.13980612109642
211,112,76377,0.784245608037584
211,112,76377,15.9315252048873
211,121,76377,8.51616210147536
311,324,08384,5.12697988790519
324,311,02704,23.7770992287644
231,211,60298,7.72808069341389
311,324,60492,0.0537965837503137
133,112,60492,7.84392528803353
324,324,60492,2.72715797846298
211,112,60581,6.36313746978931
311,324,76367,2.70404069575782
324,324,76367,22.7164438847411
324,133,54580,6.04510688830893
242,133,54580,5.24148707278272
324,133,57038,5.090274747873
311,131,57038,0.000958123740767197
312,324,76401,7.56003026840271
312,324,76401,2.9710572591386
311,324,76401,7.5498806636877
324,324,76401,8.2801468792569
324,311,76401,32.0589215996806
324,324,76401,12.6026272778108
311,324,76401,14.6359581496616
311,324,76401,12.9296596582727
311,324,76401,44.0558835313454
311,324,76401,17.8098021494034
311,324,76401,17.318122444534
324,324,76401,9.21450421698621
311,324,76401,18.7252013438986
312,324,76473,10.8828925379747
311,324,08381,14.3474119399956
231,112,76594,1.78028525021835
133,121,76594,7.34091236556051
231,112,76728,10.2441671153728
311,324,76728,0.754479812594294
133,121,76474,0.09016745166309
311,324,76474,14.5006245746105
312,324,76474,19.5857944531813
231,211,54575,8.96426751755471
311,324,55410,5.23422212435258
231,121,76489,54.5587293188053
324,311,02395,6.5844378521513
311,324,76354,7.15595599490238
311,324,76354,4.40580816696784
133,112,54521,6.34926878082141
231,112,54521,4.73205861345759
133,112,54525,0.300374186609957
231,112,54525,0.298560636410539
312,324,54525,13.9593961297815
211,121,76108,2.0647294233374
133,112,76108,10.169338202898
311,324,02406,0.560940069752574
311,324,02406,22.9462694847366
311,324,02406,3.01502350775763
324,311,60445,6.65372303883365
231,211,76142,0.691331924703615
231,211,76229,36.5194072072373
324,311,60438,12.4660432005833
211,131,60438,15.1467551414379
311,131,60438,2.57155405260815
324,311,02616,10.1490199979447
311,324,60689,3.29890125198326
324,311,02236,11.1948017469057
311,324,02236,10.4483633548561
311,324,02024,6.92277627272785
324,311,02155,0.991940210728074
324,311,02174,10.9805345443813
311,324,02174,3.74890254360563
312,324,55025,6.21625731187426
311,324,55025,0.00660728291669766
311,324,08059,6.35913019072416
231,211,57109,15.2447326045066
311,324,57109,0.00355796825661507
311,324,55262,13.5900650170345
311,324,55262,8.68275966818499
324,312,76727,9.81264426910931
324,312,76727,10.3960386696661
312,324,76727,8.09200035703638
311,324,76727,7.01844531120028
311,324,76727,17.6858805541008
311,324,76727,10.3974890235516
311,324,76727,26.9236354662242
324,311,76727,0.0175542752540109
324,324,76727,9.98647509541351
324,311,76727,26.5595533636616
324,311,76727,14.9307131760534
324,324,76727,21.4481685459309
311,324,76727,7.82638102799597
311,324,76727,5.66902424092131
324,311,76727,25.9425073482926
311,324,76727,1.0400065387427
311,324,60423,7.05035808302336
324,324,60423,13.900466953406
311,324,60423,8.93171386640895
311,324,60423,7.86931593123351
311,324,60119,0.0974637750709103
311,324,02755,7.15083363302818
311,324,02755,5.3454883984834
311,131,57731,5.28083106126035
311,324,76316,14.8996830589093
311,324,76548,0.0052859465630344
311,324,76100,0.303964488897977
324,324,60582,2.5844053554794
311,324,60582,20.9305758678069
311,324,60582,17.9661160047511
311,324,60582,8.54116170779941
324,311,60582,27.5212398353584
324,324,60537,0.267031868349378
312,324,54096,0.94268731502914
243,122,27388,25.7769744642683
211,133,27388,13.5619529645375
243,122,27485,0.507707368675599
311,324,55188,1.09917938681277
311,324,55252,14.5966772039774
311,324,02602,10.6555040161465
311,324,76622,7.41336390762234
311,324,02768,2.45571727451142
324,311,02768,6.12055817381475
311,324,55582,6.61917458511419
311,131,57529,0.108949663018893
133,112,57529,8.83586753166572
242,512,76088,6.13469470971635
242,512,76020,0.00842156242848161
231,512,76020,12.3976934724948
313,131,76020,5.45575907849351
242,131,76020,0.282758335660514
311,324,02423,7.76236628058291
311,324,50049,5.11428284002361
311,324,60281,6.57136455407609
324,311,02675,1.69649734395851
324,311,02102,4.32188727310756
324,311,02102,10.5361761920053
324,311,02215,65.3679688935186
311,324,02215,15.8097876572111
324,311,02234,1.21362065266813
311,324,02234,0.00673894809228426
313,324,02234,0.144397024319699
324,311,02007,17.8866454114103
311,324,02766,1.90774189794525
231,112,50523,5.0740037902674
211,133,60646,5.7302242328113
324,311,08386,2.71613908111251
324,313,08386,4.14716347570806
324,311,08070,9.93777674316774
324,311,08038,12.8862522631696
311,324,55364,15.5673975752286
231,512,55364,12.6088904200589
311,324,55364,1.27560255592958
133,112,76312,9.29028204141624
311,324,60400,0.227491902882846
311,324,60252,5.12408777436288
324,311,60222,5.41088957974003
311,324,60641,24.794250638446
311,324,60641,6.52571740394528
311,324,60641,6.19100872202838
311,324,57124,21.8780491530266
311,324,57124,18.2180828935447
311,324,57124,15.0330333314512
311,324,57124,6.94300887070513
311,324,76614,5.08403633868511
211,121,60636,5.1088792939418
133,121,60636,6.61681508793878
133,121,60368,0.423683206365971
324,311,08176,6.56969096267605
311,324,08176,0.618085926878594
311,324,50551,7.60571415959662
311,324,50551,5.01734291292077
311,324,50551,6.82706444128402
231,133,57356,8.61533893434796
311,324,57356,6.3910636494818
231,211,76242,48.5828037588819
231,211,76242,5.15534301260679
231,112,54172,6.55125252763753
311,324,76446,14.2456505844141
133,112,60609,5.29420493602189
311,324,76536,10.3591534863906
311,324,76536,13.442119889933
312,324,76378,60.2517746364042
324,324,76378,12.3414534915881
311,324,76378,7.78132634412643
312,324,76378,6.38962910322431
324,311,60501,0.543453802627075
311,324,60501,18.4030546815158
324,324,60501,0.466151007745852
311,324,60501,0.009808129037868
324,324,76263,11.3323373590988
311,324,76263,18.7138810554447
311,324,76263,6.41074998929344
324,324,76352,3.08249888711497
311,324,08326,5.06625226012176
311,324,08326,5.66734667663712
311,324,08326,0.0949339191701432
311,324,60115,5.14989919954474
324,313,60115,6.74714676660004
311,324,60115,5.89365024217485
211,133,76056,28.6917558136099
313,324,76056,11.4838777869296
312,324,76056,5.48743591762264
133,112,08024,4.74911506607489
133,112,08473,1.68546655331145
311,324,57323,0.234854875412115
311,324,76591,20.2616296145904
211,112,76591,6.76346418551693
133,121,08416,7.12570248227395
211,121,08416,7.88662112771941
311,324,27665,5.06305566518156
311,324,57672,0.0113367836673568
243,112,57672,6.32434023476345
133,112,57672,4.40491273172062
311,112,57672,3.27118772514068
324,133,57672,0.000635402102870319
312,324,57678,39.7584592292655
211,112,57678,7.16849290967092
324,312,08186,0.00303747456444755
324,312,08035,12.2397923651543
324,312,08033,0.543424181300524
242,142,50490,11.7285011180458
242,142,50490,5.5662258250293
313,324,55255,11.918410845898
311,324,55255,8.20739272152032
231,211,55255,9.13721666931346
311,324,55255,11.0988916165199
324,312,54236,60.4129092224806
311,324,54236,5.82132387375376
311,324,02150,0.291811288948757
311,324,02178,6.49412826327659
231,133,14001,0.264530268490484
231,133,14536,8.69536006040523
313,324,14536,6.64775565757489
231,112,14536,5.67408254839491
112,112,14536,10.7024730172408
231,112,14536,3.13495023603099
133,121,60057,0.00883329543334162
211,133,60057,5.55389504944007
211,121,60057,19.0011078893338
311,324,60057,0.439058041705422
133,121,60057,2.54214281294548
311,121,60057,17.5130954175602
133,121,60639,21.2561872898431
311,324,02311,10.1528961751301
311,324,02490,0.000538745092861987
324,324,60534,0.728084732230673
311,324,60534,0.224060282095343
311,324,60534,0.134163904246544
311,324,60534,46.1124578802339
311,324,60534,0.198580325328583
311,324,60534,6.92316283449109
311,324,60534,14.4852763249629
324,324,60151,19.7614035200775
311,324,60151,15.1677411223697
311,324,60151,10.1146710242984
324,311,60151,28.3481890795882
311,324,60151,7.82239914534873
311,324,60151,11.3869633601198
324,311,02205,10.4574534887772
324,311,02527,16.0652723140847
242,142,50471,0.303679010907768
311,324,08057,0.510746661795443
311,324,08057,11.6152501842699
311,324,08350,4.61895640563178
311,324,60569,41.9960411604229
311,324,60569,4.93141163860839
311,324,60569,15.9804971534032
312,324,55306,35.7547105261075
311,324,55306,12.4450095658391
311,324,27577,6.99852037952717
311,324,55013,7.39836707188018
311,324,60070,5.01176084635172
311,324,08089,27.9366800349016
311,324,08089,0.413245956186803
231,133,08089,6.41822480996687
311,324,08089,10.5414912604381
311,324,08089,19.0466547433524
311,324,08089,6.95965410767163
311,324,76157,9.69847796972958
311,324,76157,14.8668396670139
133,231,14333,57.7576200368534
133,121,14333,26.8402224178481
112,112,14333,0.0443829420684852
231,112,14333,2.57392243717728
133,112,60337,6.78808793486599
311,324,27664,11.1464024852057
311,324,27664,8.32133881281464
311,324,27664,17.0567814459482
311,324,27664,9.35733684709801
231,211,27664,17.4471736182813
311,324,55293,10.485488658801
311,324,55293,0.703365976143527
311,324,08084,14.2669496259746
311,324,02299,0.735844801837473
311,131,60073,2.84467648726205
311,131,60187,2.18439725196459
311,324,55365,47.9306772127032
311,324,55071,3.76536808652505
231,211,27454,27.1540177677434
211,133,60628,0.0746543408817627
311,324,60628,13.0612968519695
242,131,76759,4.9414236438709
131,242,76759,7.33243906299474
324,311,02398,11.9010975205966
324,313,08368,19.191657713355
313,324,02613,20.2801191636165
311,324,02537,12.4285493857398
311,324,76106,8.19992315010004
311,324,76106,0.837937479882283
133,112,02360,6.90488358979916
311,324,76463,5.47756704467423
311,324,76463,8.56896860050051
311,324,76463,10.8719451517232
231,211,55149,74.6866326407756
311,324,08049,5.02645726767916
311,324,27338,0.0785351353217928
311,324,27338,0.790157765131774
324,311,27338,27.5318553624771
311,324,27338,102.568311554509
311,324,27338,11.1434591707413
311,324,27338,8.69886212092865
133,121,60382,16.6163343409009
311,324,76560,4.30786639318143
311,324,76560,10.51871921985
311,324,08437,0.119544017290246
311,324,08437,8.74948459443112
311,324,08437,7.39381332811249
311,324,08437,12.9884072960935
311,324,08052,4.96356986805622
311,324,08052,8.64219071135567
311,324,08075,6.71314321521149
311,324,08075,3.10628486296597
311,324,08075,8.33311608818749
312,324,57531,21.8969462758882
311,324,57531,2.16262669089607
312,324,57361,0.0424494426493043
311,324,57361,8.97295715237676
324,313,27601,13.1447449476699
312,324,76419,24.2983897021551
324,324,76419,7.75306662560697
311,324,76419,2.46308095942699
311,324,76419,14.3276164453109
231,211,27373,16.623351380531
211,121,02235,8.61268829389949
311,324,54194,9.21758804625917
311,324,60040,9.0979653469301
311,324,08446,9.86834900059347E-06
311,324,08446,30.5969190831102
324,311,02198,10.9428803839467
324,311,02829,0.565484449712504
324,311,27317,0.308532043830832
324,311,27227,0.270419446603811
311,324,27227,10.5046011075002
324,311,27227,8.06152930328086
311,324,08086,5.53759058327836
311,324,08086,2.67919133209705
312,324,08086,5.88262246540054
311,324,08086,6.24093074240578
311,324,08086,0.104539935961457
324,313,50617,26.6526649017843
311,324,02803,9.47574455201824
313,324,08045,5.95332986736056
311,324,55572,0.414801984886405
231,211,54504,20.3055835308489
311,324,27377,0.157518058257316
311,324,27377,5.67308570735393
211,142,27377,9.20748380325946E-06
311,324,27377,6.27735044754702
311,324,27453,0.518099213367866
311,324,27453,0.270626455247744
311,324,57441,6.42598999860187
211,131,57441,10.9240981915591
311,324,60009,0.0389878654232979
133,121,60009,4.34740470580943
231,211,60009,22.0346885217257
312,324,57286,7.7209839376381
311,324,57286,6.10623791029205
311,324,60225,0.352389322833334
311,324,60225,0.195608442666982
311,324,60366,26.7242038174369
311,324,08340,11.3331482985219
231,131,60477,5.69200083809075
324,311,02562,6.93305285720215
324,311,02326,0.702452041005801
324,311,02736,7.23958206566908
311,324,57387,0.14253857031928
311,324,55345,12.6497215295039
311,324,55345,7.0706555981368
324,313,60008,29.4184620713519
324,313,60007,0.306840100586735
311,324,60007,0.126930437900684
311,324,02730,11.3597338729635
211,131,02730,19.8517318054433
243,131,02730,10.4957179957245
131,131,02730,11.156356616715
211,131,02730,17.1249809918987
211,133,08314,4.79140885640825
211,133,08111,0.228313567066747
311,324,55561,2.74427709420737
311,324,76448,0.0997659299462864
311,324,76448,0.141138541856514
231,211,60164,18.700424170608
311,324,60164,9.08903457466808
311,324,60681,0.148122287728359
311,324,60523,10.9027582940638
311,324,60523,6.55400357955122
311,324,60326,12.9533328407176
311,324,60326,11.7886232309177
211,112,76069,3.25116796293387
133,112,76069,13.7786526521867
211,112,76429,0.872283313622673
311,324,14578,20.7106046943459
324,311,14578,12.8319060986294
311,324,14578,5.06992009461722
324,311,14578,5.07632386517752
311,324,14578,6.57960832353481
231,112,14578,5.31780969968069
311,324,14578,8.7602408928208
324,311,14578,6.47687436812207
311,324,14578,9.781745609633
324,311,14578,38.1837602291614
231,121,57287,5.51555915744745
133,112,76475,0.195786370633988
311,324,27369,25.1262369648198
311,324,27048,10.1980955816086
311,324,76464,13.3193404787702
211,133,76464,8.29221933445455
311,324,76464,8.50552390466485
311,324,60454,8.63027113534492
324,324,60454,7.01574459995312
311,324,60454,11.5722803699165
311,324,60454,7.63858299730713
311,324,60454,7.74149808195568
311,324,60454,7.13552083408287
311,324,60454,6.9924686901406
311,324,60454,9.08685564227023
324,311,14041,0.0275932726184087
211,131,02531,5.95700302897784
211,112,76634,5.37305659801591
312,324,76634,10.2114851541251
312,324,76634,5.09464159245464
311,324,08259,5.2756168771817
324,311,08259,16.4338854775118
311,324,57191,8.22870341021362
324,311,02211,0.586791575650582
324,311,51171,32.1785080723923
312,324,51171,10.6438464569506
312,324,51171,1.86082869955923
312,324,76513,0.568136054784968
231,121,14715,6.40888358718709
324,311,08164,4.82507531915248
324,311,08490,6.44550936487177
133,121,08490,26.0393781327134
311,324,08470,0.438176791748355
311,324,08470,7.48048500262692
211,112,76434,9.73385075208849
312,324,76717,6.29935316135823
211,112,76116,5.16667918259608
133,112,76116,6.25090253195243
311,324,76116,8.6546892499203
231,112,14699,17.5965703772637
231,112,14699,5.06970415118394
142,142,14699,0.358179882759927
311,324,57226,6.73802744873966
211,133,57226,6.33427187048294
211,112,57226,6.34496996825311
311,324,57226,0.669921674825988
311,324,50273,5.10803829911532
242,211,50273,11.1504455724981
311,324,50273,0.00215580244020121
311,324,50273,0.000593102652901319
133,141,60159,14.9057019575169
142,133,60159,38.693153082698
311,324,60159,7.93561725857764
211,512,60025,4.98860544406814
211,512,60072,1.91646457264698
133,121,02243,9.94953412651644
311,324,60703,1.71864960204341
311,324,60586,4.78213087029893
133,112,57757,11.2656520763248
242,112,57757,6.1266926483223
142,112,57757,3.72131588184381
231,112,57757,5.17637368801489
311,121,57757,5.67651175259558
311,131,02620,5.50109494371144
211,112,27497,1.06562858807229
311,324,27497,6.37013796255771
313,324,27497,12.1735636050749
211,112,27500,4.03321897738712
211,142,27496,24.5422354090547
311,142,27496,1.15621374472917
311,324,27496,0.633006478679424
211,142,27151,0.000571508877004818
311,142,27151,0.402465361858572
231,112,27151,5.26902065313951
133,121,27151,0.0478214521865993
211,112,14172,6.14435494595043
312,121,76575,13.195028958704
231,121,14480,5.20409893263121
324,311,02439,20.7772639490494
211,512,02439,19.685344022392
121,121,02439,1.22746928542428
211,121,02439,2.94416392639972
324,311,02565,8.20912405129248
311,324,08198,10.0777731043475
311,324,08198,7.23451124176711
311,324,08198,2.17529540737346
311,324,08198,1.87963282142428
311,324,08198,3.77466080104265
311,324,08198,73.6498620181248
311,324,08198,75.1753220205207
311,324,08198,9.3098836480047
311,324,27133,13.6276641285382
324,133,60041,6.78165489209619
211,133,60041,2.93473498290799
312,324,76550,10.1017911850328
211,112,02610,5.09920984227979
324,231,02195,12.5977045424787
211,131,02195,11.307150737899
131,131,02195,0.0212325501796246
324,512,02131,17.4748119794618
211,512,02131,7.34019931750824
311,512,02131,5.26723159954181
231,211,60662,23.7873188576489
211,121,60106,21.2519446462825
133,112,60106,8.67015565488983
312,324,60674,26.2856842793474
311,324,60674,5.58192248206787
311,324,60674,5.27230312702412
311,324,60426,8.33907175073041
311,324,60700,0.221672669121552
312,324,57213,5.72770527589952
311,324,57213,5.09881304869308
313,324,57213,1.13212147186711
131,512,02250,12.660808637003
211,121,02058,5.81598405962813
311,324,60130,8.1413188810282
311,324,60685,6.52489963942005
311,324,60685,14.8015813917389
324,311,08056,6.10481685550058
311,324,60402,6.74695608800827
311,324,57079,7.23422451033469
131,243,02453,5.85910477077009
121,121,02453,20.6650677924132
211,121,02453,4.32496524767095
324,133,57666,16.1785682935092
324,133,57221,0.589290356860013
211,133,57221,5.30527694418677
133,112,57221,8.78489355831224
311,324,57118,0.306728210003053
311,324,57117,10.924592846574
133,112,57179,5.58402671410732
133,121,27340,10.3187059939051
211,121,27340,14.9849306079775
242,121,27340,2.13611476402834
133,112,27340,0.11543081605666
211,121,27091,0.0293968131595533
133,112,27091,6.49937504079381
311,324,27091,0.000526395808055046
311,324,57457,17.543286933132
311,324,57610,0.177107999589546
311,324,60313,14.655990995787
311,324,60313,7.21700939878329
211,133,02722,0.132204326117587
211,121,02722,0.0202793726598138
211,133,02477,6.19351095966549
242,121,27103,2.98065710089508
211,112,27103,6.14530574575222
133,112,27103,10.3231268155824
231,112,27103,11.1973642913008
133,112,76558,5.32623212262332
231,112,76558,0.809076703544725
311,324,60235,8.56387316997231
133,121,27246,5.92810689364269
133,121,50099,3.52551053837146
231,133,50099,4.42572520714761
231,121,50099,0.292482777785274
133,112,50099,5.01422929920592
133,121,50107,4.25050371698591
231,133,50107,0.70903232311793
324,324,55192,0.899700004213664
324,324,55292,9.30753921110366
311,324,55292,9.87586011809166
324,324,55571,7.7343377212248
311,324,27649,9.96447107173117
311,324,08333,9.76317842980903
311,324,08333,7.17881913936423
311,324,08333,8.99167393864145
311,324,08333,3.54563824705543
311,324,57498,8.47931651429448
312,324,57498,5.83354778652866
312,324,76319,10.5800233077858
311,324,76319,8.00790643109387
211,112,76319,10.2878676342337
142,142,14557,9.99458349786494
112,142,14557,13.3577365917075
311,324,60369,8.23115058894495
131,324,60369,8.25073868093247
211,121,27661,2.37056924702467
211,121,27580,5.58316813615977
313,324,08032,6.28785251616487
324,311,08032,0.233166360567924
211,512,02780,1.86459594986736
231,512,02780,6.26581067313583
231,121,50298,13.1674919759526
311,324,14238,0.174448359078999
211,112,60464,5.01775812219589
211,112,27065,8.36924353905241
311,324,27176,1.61690219942253
311,324,27480,3.95268236063981
112,142,14086,1.78941355142121
311,324,55563,11.9277735753121
311,324,60029,0.0257697431461307
