code12,code18,commune,area
211,133,62499,4.33102166892593
311,324,59314,6.89279109292618
211,112,62148,0.0353230642255958
311,324,59459,0.16166070825244
211,121,59459,5.93399006279695
311,121,59606,1.32492236774523
133,142,59606,8.79837397012397
211,122,59606,0.0835768340849609
133,112,62801,5.18523902766051
311,324,59501,0.00299679581005141
243,133,59501,5.45170132157581
411,133,59501,1.88894167903088
311,324,59227,7.26943449453615
133,112,59079,7.25008691945318
133,112,59027,6.00007471520943
133,112,59178,6.04012847157935
243,121,59569,16.7961149920007
121,121,59569,13.3930808789187
211,133,59569,22.136590907399
211,133,59569,25.0355965563403
133,112,59569,7.04490977786565
211,121,62680,6.50272324943931
211,142,62549,8.61701607561306
211,142,62743,0.83161519303481
133,112,59574,6.9502589376609
133,121,59574,5.77377244294024
211,121,59574,5.27323091021207
211,133,59446,5.76602185558318
211,121,62820,14.0057655254121
211,133,59329,9.20872337504716
133,112,59329,11.4882928446234
133,142,59383,0.276701692594986
211,133,59627,5.102175609759
211,133,59170,3.93932809087502
211,121,59170,12.3131339576019
211,133,59276,1.46108177602812
211,122,59603,2.00828028604364
211,122,59564,17.1683320772156
133,112,59564,7.5124668579185
211,112,62173,5.7423662247669
211,112,62173,6.26783176608204
133,112,62173,8.20040925028494
243,132,62173,0.655291126624177
311,324,62173,11.3064059805375
133,112,62073,8.90558641037418
211,133,62073,15.2382211140433
211,121,62073,1.34635687063712
142,211,62865,29.9573492282788
133,112,62865,0.14029662653147
133,112,62865,11.5378355903794
211,121,59515,23.5839895243817
211,121,59515,25.4645471082878
231,211,80649,5.82288919040143
324,311,80649,0.733869033195705
133,112,59557,5.24309371372552
133,112,59557,6.32958568562987
211,222,62824,15.2880169339125
311,324,62824,6.61481876254628
311,324,80248,8.3266884697749
324,311,62365,9.99558707158346
243,132,62240,8.07969854366984
324,311,80806,42.5402969635303
324,311,59002,33.303998222157
211,133,62042,0.874266304826455
211,121,62042,10.2919639176958
211,133,62753,6.19037331061911
211,121,62753,21.3366070991226
133,121,62753,7.3599144856912
133,112,62753,9.67583970671299
311,324,62627,0.384475103567427
324,121,59179,0.0160143427176219
324,311,59179,44.8018286000003
324,133,59179,5.76480357844064
324,121,59172,28.1126235870455
121,121,59172,10.0940426336654
324,311,59172,3.71085650113063
324,121,59172,7.18432494613745
211,121,62369,0.655788890707249
131,231,59166,6.17077806339903
211,133,59221,14.0350165716182
133,112,59221,5.28344543502447
211,133,59369,2.86406695158335
311,324,59369,5.8111362496565
211,121,59369,0.137702995868036
311,324,59315,9.08689815167503
311,324,59310,0.541310652041296
324,133,62128,8.64990222928216
211,112,62128,7.05046807596248
324,311,59361,78.6517852929146
324,121,59361,1.40548097124353
324,311,59504,0.0125396521963669
231,112,59288,8.24399930474969
211,112,59288,2.62643208474753
231,112,59589,0.0382349835812515
211,112,59589,0.0911828030982865
211,121,59589,6.01538729940924
133,112,59589,5.93588504091438
311,324,59589,23.3283222522718
311,324,59589,9.78951597702375
211,133,59192,5.28489162596044
133,112,62383,5.02274978140254
211,112,59126,5.70949337501776
311,324,80815,5.573376945193
311,324,80815,5.66092682983527
311,324,80665,0.0405861265410784
311,324,80665,0.127478607455683
311,324,80665,25.2455856860058
324,311,80665,10.0960860877417
133,112,62279,5.05024751246226
231,133,59225,11.8931922747775
211,112,59392,5.97996399467755
133,112,59214,8.37852149696955
211,112,59387,5.06139701841711
211,133,59387,5.20315016862568
324,311,59429,37.4058712314125
211,133,59407,5.60342781921231
211,112,62263,10.4293252016808
211,112,59379,5.52366235945014
211,112,59015,7.0763304092228
311,324,59015,11.1209622353918
231,211,62822,11.6221261792426
324,311,62822,2.31971196158315
311,324,80087,0.407449633699213
324,311,80087,45.9285631988766
311,324,80087,18.6521872774486
324,312,80087,9.63698884027762
311,324,80087,0.411752506071716
311,324,80222,13.6249772893711
324,311,80222,329.867722401112
311,324,80222,3.99764530195946
324,312,80222,0.342952989563802
311,324,80222,12.0942833688646
324,311,80222,38.2758217992781
311,324,80222,19.4199921324062
324,311,80222,49.82622546711
324,324,80222,16.1404149079979
311,324,80222,7.21481846015457
312,324,80222,25.4965245815016
311,324,80222,12.6555414376111
311,324,80222,11.6926522116576
324,311,80222,9.1807180212423
324,311,80222,18.854901198692
311,324,80222,8.53004018226998
311,324,80222,5.24649344840435
324,311,80222,63.634155617714
324,311,80222,13.6906904865011
231,211,62874,7.92807381720258
324,311,59006,34.9923211221692
324,311,59353,0.0351342273805792
311,324,59353,11.2194751813201
311,324,59353,6.08049285634426
311,324,59353,14.1362441238687
311,324,59353,6.17220590298944
324,311,59353,14.1436859504541
311,324,59353,16.1477589819854
311,324,59353,8.97154612960792
311,324,59353,10.8303707397507
311,324,59353,10.6693648618862
311,324,59353,18.0318045215841
311,324,59353,12.7375817146615
311,324,59353,6.39499914880116
311,324,59353,7.84923776151608
311,324,59353,7.30065038989945
311,324,59353,21.3651553896944
324,311,59353,30.5481098243229
324,311,59353,15.8737233761185
311,324,59353,6.91917898061192
311,324,59353,6.62154980345737
311,324,59353,5.64738130559607
311,324,59353,5.02825421892167
311,324,59353,6.3507067627192
311,324,59353,5.58004869568951
324,311,59265,1.5954708346768
324,311,59070,1.25977846320056
311,324,59357,6.35358632099871
324,311,80497,0.189404422328153
324,311,80598,1.94045606874171
311,324,80598,0.24704443348434
133,112,80598,7.1655948575456
324,311,80332,42.6769868273815
311,324,80332,16.0615794765203
311,324,80332,5.43670055312083
133,142,62817,17.7058538882306
231,112,59348,6.04231516361424
133,112,59348,5.32325761415839
324,311,62370,9.29908730581842
324,311,80118,38.080894118736
131,131,80228,20.7471303026107
211,131,80228,5.05858439823235
231,211,80228,34.578955661691
211,512,80228,5.19358320420365
131,131,80688,0.0494254924442138
311,324,62703,0.424431431265803
311,324,62703,1.14729409317553
311,324,62319,7.93171957000089
311,324,62319,3.96800831481246
231,211,80713,4.05136274284315
311,324,59101,5.60909705914602
211,112,59610,5.3563457709608
211,142,62013,0.565696945791152
211,142,62099,4.67409936498114
211,112,59481,6.31281126315938
311,324,59652,1.18342126285308
311,324,59455,15.1285671823008
324,311,59291,46.5982497843539
133,121,59291,6.42273620205056
324,311,59103,1.3564494893535
324,311,59103,1.1568942409866
211,133,59023,6.10572810164052
231,121,59365,6.05618349266571
311,324,59151,9.16993534358837
311,324,59483,3.42084411713491
311,324,80133,8.48566185609115
324,324,80133,0.0298850434190016
312,324,80133,0.0332021051379352
324,311,59467,44.0891778458698
211,112,62568,5.35408907688044
211,133,62298,8.0905786068989
231,211,80633,14.9798048764058
231,211,80303,0.287979414853934
512,512,80182,8.29040176321603
322,512,80182,5.21507915757531
211,112,62428,7.3578892798743
311,324,59068,0.25444294089145
311,324,59068,0.0115417560609577
311,324,80495,15.6776740424463
311,324,80495,6.39892770942441
311,324,80495,6.81418866409192
324,324,80250,19.3315503938579
312,324,80250,9.7693532705872
324,311,80250,0.797258648593528
324,324,80371,0.76404537705693
312,324,80371,0.497882862688415
211,121,62081,13.0762281366212
311,324,80331,8.39961035578425
311,324,59186,5.80871781158967
311,324,59066,0.137064635742543
231,211,62060,10.8079804571884
133,112,59033,5.72922866744601
231,211,80501,39.2697788911873
211,121,62146,0.0692788080505164
211,121,62151,1.01018752363307
211,121,62147,12.5569397629451
211,133,62559,10.5976304334864
211,112,62172,5.7241021567837
311,324,59240,10.8651871673814
311,324,59240,5.84740602181881
311,324,59240,5.27306117678898
311,324,59058,1.68660513563994
311,133,59206,4.61911182923648
512,133,59206,2.37040450717212
243,121,59206,4.98310977554284
211,133,80462,7.28759130000854
243,121,59492,0.750376201969511
231,112,80721,5.96493675264596
231,211,80832,11.364897953575
311,324,59244,5.61437455173232
311,324,59244,7.68393348604968
311,324,62164,2.34846372094161
311,324,62164,7.17901960057175
311,324,59563,0.000480931354438164
311,324,59078,14.7643099619911
311,324,59078,1.73154191694015E-06
211,112,59122,7.30281419391471
133,121,59122,5.9874350737748
311,324,59010,0.0954281398752929
211,112,59039,5.15643544408943
311,324,59050,0.000673880982668939
311,324,59050,9.18323978890823
311,324,59181,8.39936995433682
311,324,08190,0.974949775853174
133,121,08190,29.236290591692
311,324,08190,7.76677795947676
311,324,59125,5.90395482527915
231,211,62649,13.3314602077742
231,211,62430,2.37795211170916
311,324,59226,5.30173350227522
311,324,59226,6.12607631537153
311,324,59226,6.80084615435615
311,324,59555,0.325467851591451
211,121,80149,4.91944880359911
211,121,80260,0.91280692965958
311,324,59059,7.2193386589096
311,324,59614,2.60996871025676
311,324,59198,8.83531931420087
311,324,59198,7.84254251392108
311,324,80068,3.53023112549978
312,324,80068,3.53991333959842
311,324,80068,5.13129079040613
312,324,59242,0.330478113030958
312,324,59242,0.25281276571544
312,324,59450,4.69124267059949
312,324,59450,7.07658436031708
312,324,59450,8.75027472717684
312,324,59450,5.84732951188793
324,311,59450,34.9430365280241
311,324,59450,5.81746731954119
211,142,59243,0.251419504446812
211,133,59243,4.24097714356224
211,142,59139,5.18675906473355
133,121,59139,10.8021564716688
133,121,59139,5.35821389220799
231,131,59177,6.29676382456446
311,324,80348,0.449783284591244
231,211,80348,18.1681372690117
311,324,80671,6.23031584869382
324,311,08106,12.4122769380494
112,133,80001,12.9282118473766
211,133,80001,6.240002462772
211,133,80001,8.52494481956837
231,112,08028,5.62220330431121
312,324,08028,10.9176862177774
211,133,59349,7.41316932363815
311,324,59601,21.5241496676868
312,324,59601,5.37270317852597
311,324,59601,8.34801863647149
324,312,59601,16.0682356098601
311,324,59601,2.93703480727307
311,324,59601,10.1711131046242
311,324,59601,2.19194221472285
311,324,59601,7.57578303729883
311,324,59601,7.92117030924655
311,324,59601,6.27829307152402
311,324,59601,7.85142377111509
311,324,59601,7.76610660986302
311,324,59601,8.20363408933577
231,211,80381,10.9651322810013
231,133,59136,6.45364601880095
311,324,59347,6.07645886010746
311,324,59347,6.60668763837779
311,324,59347,33.6501852208235
311,324,59347,6.46153067057372
311,324,59347,11.4128946708059
311,324,59347,15.4859640725015
311,324,62421,5.15255725480721
311,324,62421,6.39716079071949
311,324,62421,13.1922654463473
311,324,62421,25.1325644235835
311,324,62421,40.7279994508501
311,324,62421,30.6819147431177
311,324,62421,42.0635969317115
211,112,59389,5.47995984528598
211,121,62080,5.15210944169394
231,211,80546,7.33044265567963
311,324,62830,0.109055423743179
311,324,62830,0.204619098704827
311,324,62830,0.435654406924348
311,324,62440,1.95230838723296
231,211,80345,7.66132523977673
133,112,59517,6.02366421488015
311,324,59420,27.2190841449964
311,324,59420,7.86360886194895
311,324,08207,0.855652381588837
311,324,08122,5.28567549698407
211,121,80070,5.65400526919095
231,112,80070,5.18949958545106
211,121,80749,0.132599578221567
231,211,59137,15.4502704185486
311,324,59137,0.0881723864120315
311,324,62731,0.00794224364946032
311,324,62572,1.74361394157063
231,211,80003,7.26628543408981
311,324,59525,0.335933923764103
211,121,80714,13.2483256465069
211,133,80714,0.0151536752175277
211,133,80613,12.2494174688547
211,121,80613,5.57392968464672
311,324,08214,19.1171373618699
311,324,08214,9.88569793654333
311,324,08214,14.156186315982
324,313,08214,0.201640158661498
