siren,111,112,121,122,123,124,131,132,133,141,142,211,212,213,221,222,223,231,241,242,243,244,311,312,313,321,322,323,324,331,332,333,334,335,411,412,421,422,423,511,512,521,522,523,
1,,1991.890972,113.3571775,,30.83143046,,,,,,100.809174,13302.32229,,,,,,1617.156841,,5844.813156,505.3963609,,525.6336027,26.85379179,69.68890202,,499.0106851,,116.7775621,47.06373239,,,,,,,16.06974625,,56.40179491,,,,,0.722429613,
2,,3453.435154,117.7130627,,,,30.49736632,,,,382.4396322,10086.58083,,,,,,1834.301464,,12248.22522,2123.571454,,745.9470012,35.96332248,,,768.0851483,,25.87810049,14.36763069,,,,,,,6.924373932,,135.9983172,,53.09932203,,16.88720589,13.99764375,
3,207.0509461,6991.736989,3014.611432,110.3070621,,,25.79313672,,32.72748676,431.5186916,558.5953455,10183.06323,,,230.0050738,654.8076403,,16223.87814,,9500.051666,2530.547439,,3216.609421,540.9776526,454.0881373,,,,161.9161321,125.3525442,,,,,26.9355709,,,,,758.0008641,198.2923448,,,,
4,,2083.212502,165.4258827,,,,,,,,359.8540367,1837.409178,,,,,,9781.731633,,1649.017968,162.2416792,,62.59519412,1539.098332,116.7998853,,152.6827778,,68.9383314,51.22869719,,,,,430.793642,,8.091061854,,,,,,,,
200000172,25.22028214,1149.515058,339.1676354,16.21959408,,,0.00748388,,,,,171.3088782,,,,,,613.8419292,,1280.358501,289.0639743,,951.9722256,2742.504615,2762.462366,1908.323366,76.98825357,,,49.16089068,615.2078405,240.9325605,,,13.29886067,,,,,35.29146496,5.915570961,,,,
200000438,,2640.485931,204.0873614,,,,82.07725925,29.17515357,,32.43422583,216.7209546,8358.504213,,,,44.1331061,,7801.818,,8504.294057,748.627038,,1815.150346,127.5835998,901.2346195,,,,,,,,,,1130.849748,,,,,,79.99953685,,,,
200000545,40.25484692,879.5773848,207.8845288,42.58659084,,56.27687894,,,,,45.65126678,6336.941369,,,,26.02902732,,173.6622292,,68.85029232,340.5173239,,1471.417201,2.174579304,33.40527875,,,,542.8967377,,,,,,,,,,,,240.7375652,,,,
200000628,29.08151109,1197.721572,217.2251443,,,,,,,,,530.3718053,,,1523.710545,435.928159,,,,5921.200882,,,835.1251991,948.8702112,2074.669252,40.48597849,,193.4442187,339.223383,,,,,,,,,,,507.3668859,263.0303034,,,,
200000800,,777.4925366,113.7700222,,,,,,,,171.8125383,5751.96413,,,,27.42969483,,728.101711,,853.5137209,2162.364469,,17705.9508,3375.658414,2122.026291,,,,61.27226167,,,,,,,,,,,,406.181215,,,,
200000925,,1330.331275,176.0581436,20.06445169,,,93.78017676,,,,30.86616132,12676.44334,,,,,,277.736862,,179.7943359,293.8034167,,4794.07883,1.001758821,,,,,359.3901352,,,,,,,,,,,,210.0919161,,,,
200000933,38.18208302,938.7268033,71.21418086,,,,25.57809074,1.019537904,,,73.84957631,30289.18184,,,,148.7835788,,10052.73168,,854.7051258,3334.384835,,29517.32379,8441.816885,1690.863815,,157.6093551,,611.8371967,,,,,,,,,,,,603.7015715,,,,
200004802,,2612.74894,109.0796879,,,,,29.89987379,,,368.969792,477.0046728,,,86.27683975,294.1067125,637.7700603,937.6276665,,2089.752429,510.9489353,,8676.254154,3927.07885,8758.34124,2526.563796,,6911.659393,854.193392,,69.81981532,604.1323109,,,,,,,,,318.5113896,,,,
200005932,,901.5209613,204.1812358,11.26357388,,,,,,,494.8511313,4505.436208,,,,49.69271107,,1395.783632,,1414.787253,3949.09444,,23233.30711,4007.857258,1181.917361,,,,122.3523826,,,,,,,,,,,,253.3199454,,,,
200005957,,1266.255395,80.94761764,,,,,,,,71.48831704,5833.841006,,,,32.48179955,,6984.386404,,1745.770929,559.9410312,,7596.461765,5045.887253,3290.896233,,35.43310514,,212.6852026,,,,,,,,,,,,139.0418431,,,,
200006682,34.89424923,3482.741584,433.1777168,150.6112107,,40.45941069,205.8516494,,,,144.7981915,14858.34913,,,6712.501501,27.21040318,,7538.951307,,3090.536464,1435.196817,,13228.30887,1566.528979,391.5404839,411.9636357,656.9300607,,1321.899081,,,,,,,,,,,,142.2194133,,,,
200006716,25.63296243,1222.994411,258.6033536,,,,103.6453175,,,,145.5958092,19490.3704,,,124.9550313,,,1157.815025,,145.1844475,795.953184,,4961.649615,40.78739642,64.24786404,,,,328.7529832,,,,,,,,,,,47.47971423,670.2181834,,,,
200006930,,246.4155621,53.74038744,,,,,,,,,32.94060408,,,,,,6701.904894,,1809.048089,708.2328228,,1422.637845,10816.81877,3345.683995,583.3845812,453.6041904,,1219.439951,,,,,,,,,,,,922.7039544,,,,
200006971,,762.8644744,207.3854504,,,,,,,,77.04619823,19101.48667,,,,,,7052.72763,,360.7157091,514.5299872,,2880.757566,,617.634384,,,,,,,,,,,,,,,,53.26507822,,,,
200007052,,507.8852623,,,,,0.66802269,,,,,3094.742118,,,,,,13483.51892,,7872.979524,1413.916712,,1691.538954,413.1003331,34.30670522,,,,11.8156639,,,,,,,,,,,23.48974695,87.13823621,,,,
200007177,,362.674962,,,,,30.57522146,,,,0.388145407,14346.98232,,,,117.6934672,,8292.8757,,140.3620011,112.6662294,,1623.588057,,,,175.4729353,,98.20545234,,,,,,,,,,,,117.5592539,,,,
200010650,30.91228215,3691.934863,715.1526241,131.0777247,,218.6927798,242.766856,,,,57.54221855,14635.17898,,,,,,4645.934811,,1617.443384,1105.593625,,13445.34249,583.4917352,88.96068845,,118.1855853,,718.3404581,,,,,,,,,,,553.0796536,62.29883513,,,,
200010700,,3629.727242,1064.287377,153.9687556,26.08564719,,,,,,40.0252556,27102.12493,,,,,,7556.905711,,2151.976275,307.7615219,,11405.87133,1959.703774,196.5446951,,,,575.0938603,,,,,,,,,,,1310.8008,45.63619263,,66.65048604,,
200011773,41.10359984,2453.315153,294.8662584,111.4999569,,,68.14987393,,,27.46061602,52.53464209,1220.376681,,,,,,273.4429381,,663.4821637,226.437467,,1207.019819,481.7869817,543.8169055,79.37251182,,,,,,,,,37.54268251,,,,,,,,,,
200011781,,890.1408945,26.65803866,,,,8.5445112,,,,70.65733467,7999.064634,,,,,,8550.335422,,551.9720817,558.0480673,,9559.782081,227.3235112,,,28.05296576,,163.9986595,,,,,,,,,,,269.5308164,152.5962831,,,,
200012060,,303.3199953,25.06775018,,,,,,,,,3627.900402,,,,,,8542.915374,,2176.549025,671.6437002,,12770.73441,789.7578052,1678.998042,566.6298309,193.6094675,,888.186129,,,,,,,,,,,59.02248696,194.1801313,,,,
200013050,,1163.654126,,,,,,,,,,4493.241508,,,,931.6009687,,1822.209613,,527.189858,204.7902051,,6169.604249,1358.590465,3109.880057,,,,,,,,,,,,,,,,,,,,
200015162,,261.8046232,50.39601173,,,,120.6180233,25.71764312,,,131.2879831,1575.883698,,,3840.157474,2037.517031,,2530.721679,,4527.510184,1469.884015,,16419.74624,88.61801694,112.2678719,1319.730774,143.1066189,5710.194733,5530.28657,42.25890126,55.15117273,172.9764715,33.86444785,,403.9584741,,25.17949089,,,,223.5879731,592.1714958,,20.57183471,
200016905,,230.6726074,25.81049532,,,,,,,,,,,,,,,4584.366502,,3777.580023,532.0850541,,1271.933567,2778.380739,8614.115821,225.8790306,131.4023826,,214.1649793,,,,,,,,,,,,,,,,
200017341,,598.5117244,113.2084623,60.59788276,,,,,,,,707.184345,,,2351.046172,0.2482429,,3658.137559,,3146.559116,2920.184567,,12825.62089,3012.096986,4119.49042,10059.21491,6388.575555,2630.455553,2468.455135,,,205.1860602,,,,,,,,,200.6150195,,,,
200017846,,2328.22754,325.2584077,,,146.0385182,,,,,53.54439714,39047.55773,,,,,,210.3645899,,174.4698892,1135.648218,,3917.034054,324.3752993,1309.195811,,,,,,,,,,,,,,,,,,,,
