siren,area
France,445461.8297
200071678,2466.157506
200071751,0.001109036
200071769,0.019026149
200071777,68.21872357
200071785,0.099969331
200071819,0.000984766
200071827,0.037536597
200071843,110.3001367
200071850,53.88140693
200071868,2016.878955
200071876,1150.358579
200071884,0.683270112
200071884,0.683270112
200071892,0.066180778
200071900,1442.830879
200071918,1221.468796
200071926,0
200071934,1059.64305
200071942,19.6545941
200071967,179.0398762
200071983,1.295292526
200071991,0.352153694
200072007,3.830943867
200072015,1.050815419
200072023,0.69691591
200072031,0.585685944
200072049,7.451262629
200072056,0.127781009
200072064,0.753703388
200072072,3.816737268
200072080,1970.30823
200072098,1111.025116
200072106,646.0213848
200072106,646.0213848
200072122,0
200072130,0.007445812
200072304,0
200072312,194.407662
200072320,793.4002044
200072346,0.000574976
200072452,2021.345899
200072460,396.2609726
200072478,255.0380712
200072544,0.072843295
200072635,1.100444734
200072643,4.394906881
200072650,2.051E-05
200072668,0.610255084
200072676,1014.114745
200072676,1014.114745
200072684,555.7757997
200072692,748.9488286
200072700,918.5049143
200072718,947.9658283
200072726,2521.502025
200072734,932.2505518
200072825,0.021749321
200072874,1.11986E-07
200072882,1832.599767
200072981,2.691827516
200072999,514.409797
200073013,16.57419883
200073096,99.18461332
200073096,99.18461332
200073104,0
200073112,712.992924
200073120,0
200073138,0
200073146,0.083979956
200073161,0.037270113
200073237,1.632187524
200073245,0
200073252,0
200073260,1688.276009
200073344,3.37169E-06
200073393,1142.069437
200073401,710.1446874
200073419,1996.532184
200073427,273.9476598
240100578,0
240100610,0.245852308
240100750,0.457816995
240100800,0.111951729
240100883,1.17591549
240100891,0.477072468
240200444,4.829530759
240200469,0
240200477,0
240200493,1.268067273
240200501,0.082534693
240200519,0
240200576,0.099654107
240200584,1.11986E-06
240200592,0
240200600,1.665355434
240200634,0
240300491,0.73122971
240300558,4.326225594
240300566,0.532534279
240300657,4.148238216
240400440,0
240500439,0.483808886
240500462,0.094306497
240600551,0
240600585,0
240600593,0
240700302,0
240700617,0
240700716,0.116844348
240700815,0
240700864,0.341804245
240800821,0
240800847,0.916700255
240800862,0
240800920,1.64791906
240900431,0
240900464,0
241000223,56.92311291
241000405,65.50360764
241000447,58.86101775
241000488,35.88055124
241100593,0
241200187,451.9559363
241200542,751.0978553
241200567,911.2258169
241200567,911.2258169
241200625,421.5960335
241200641,779.043824
241200658,889.3132312
241200674,488.2882661
241200765,1637.411558
241200807,684.1009024
241200906,1157.947166
241200914,706.9043568
241300375,174.6032548
241300417,961.1998628
241400415,327.0369695
241400514,763.6145742
241400555,833.7841901
241400761,0
241400860,59.13590597
241400878,903.8608722
241500230,1624.786813
241500255,1032.218598
241500271,633.2427449
241501055,713.1340143
241501089,693.4990868
241501139,1873.78344
241600303,0.007974105
241700434,0.127539112
241700459,0.034420232
241700517,0.055309519
241700624,0.000908205
241700632,0.001655869
241700640,0.003055134
241700699,8.65446E-05
241800325,179.2810061
241800374,234.6593938
241800424,240.8065255
241800432,533.7726432
241800457,138.4824624
241800507,233.8410316
241900133,0.003719518
241927201,1.31009E-05
241927243,0
242000354,0
242000495,0
242000503,0
242010056,0
242010130,0
242020071,0
242020105,0
242100154,0.030203103
242100410,0.011723565
242101434,1.746321632
242101442,4.62721732
242101459,0.042750445
242101491,0.501062959
242101509,0.002173317
242200715,2104.001157
242400752,0
242400935,0.216189211
242401024,0
242500320,0
242500338,0
242500361,0
242504116,0
242504181,0
242504355,0
242504371,0
242504447,0
242504488,0
242504496,0
242600252,200.3085026
242600492,155.3376106
242600534,216.2709701
242700276,86.35989631
242700607,43.62339698
242700623,44.71640231
242852465,0.008189468
242900074,768.3940506
242900314,502.1550425
242900553,654.9165149
242900561,1189.058747
242900629,442.5759015
242900645,299.8698229
242900660,357.087707
242900694,1715.755269
242900702,227.4426822
242900710,544.0403387
242900744,828.737876
242900744,828.737876
242900751,854.3696269
242900769,1050.785479
242900793,395.7693335
242900801,880.3872886
242900835,1332.945307
243000270,0.656751106
243000296,0
243000569,0
243000585,0.786206958
243000593,0.300104174
243000643,0.76361731
243000650,0.278668162
243000684,0.198989456
243100518,0.19104435
243100567,201.9433747
243100567,201.9433747
243100567,201.9433747
243100633,0.12504911
243100732,0.935073805
243100773,0.199307247
243100781,1.405737731
243100815,0.02418573
243200391,1081.323275
243200409,378.6782381
243200417,793.2946758
243200425,449.8968088
243200458,708.0943337
243200508,344.4632682
243200599,482.2916066
243200607,602.7580832
243300316,87.61892648
243300563,4.313095987
243300811,52.17445618
243301165,3.209259817
243301181,41.99993781
243301215,34.42169626
243301223,36.83185053
243301249,31.09437551
243301264,10.05426816
243301355,17.79685628
243301371,106.6164181
243301371,106.6164181
243301389,21.11139745
243301397,32.26228364
243301405,7.420097453
243301439,22.53476158
243301447,60.5588303
243301454,84.1873765
243301454,84.1873765
243301504,9.884997146
243400017,0
243400355,0
243400470,0
243400488,0
243400520,0
243400694,9.17447E-06
243400736,0
243400736,0
243400769,0
243400819,0
243500139,1972.766069
243500550,576.5118248
243500618,663.3649311
243500634,956.8174268
243500659,363.3152589
243500667,849.7408041
243500725,199.1961125
243500725,199.1961125
243500733,1433.014688
243500741,2268.092186
243500741,2268.092186
243500741,2268.092186
243500774,730.2061062
243500782,431.588188
243600202,256.1972632
243600236,153.6994592
243600236,153.6994592
243600293,242.0228971
243600301,535.922208
243600319,1678.255452
243600327,988.7284863
243600343,832.9121083
243600350,2516.171574
243700499,0.189380495
243700754,0.011921498
243700820,0.024865673
243800455,0
243800455,0
243800604,258.7739399
243800745,373.5998945
243800778,123.0331452
243800844,196.2599836
243800935,64.07846929
243800984,262.1536902
243801024,103.6763763
243801073,161.7244174
243801255,142.446437
243900354,0.016327836
243900412,0.00437323
243900420,0.012003473
243900479,0.02231669
243900560,0.000101681
243900610,1.65028E-05
243900719,9.63898E-05
243901071,0.179282233
243901089,0
244000543,1.96481531
244000659,39.79371649
244000675,100.849145
244000691,12.91271319
244000766,57.53089773
244000774,102.9966384
244000808,67.57705565
244000824,73.28407213
244000857,5.902488421
244000865,89.98111765
244000873,8.03607416
244000881,151.86193
244100293,2.88055144
244100780,0.479149974
244100798,0.452341135
244100806,1.559853494
244200614,430.9210844
244200622,212.4551892
244200630,565.6123189
244200770,691.3003673
244200820,389.1820555
244200895,80.3200629
244300307,164.9508882
244301016,240.4936936
244301032,511.05839
244301099,141.6830155
244301107,184.9331496
244301123,676.0850419
244301131,90.06585125
244400404,944.6963196
244400438,964.4816474
244400453,652.3671974
244400503,1468.112902
244400537,715.9126282
244400552,2188.550282
244400552,2188.550282
244400586,638.0191287
244400610,528.9050891
244400610,528.9050891
244400644,676.2658154
244500203,62.78185345
244500211,296.516685
244500419,50.6508149
244500427,178.1901871
244500468,98.77185922
244500484,46.15262974
244500542,18.32134902
244600433,0.640531815
244600482,0.037198454
244600532,0.041371145
244600573,0.040857564
244700449,264.3245729
244700464,362.1940292
244701355,176.5424744
244701405,374.6890884
244800405,0.064056868
244800470,0.070593093
244900015,1414.537636
244900809,2010.10259
244900882,907.59944
245100615,32.89149343
245100888,51.19173107
245100979,35.06891398
245200597,210.649086
245300223,1552.00175
245300306,859.4611093
245300330,1518.017338
245300355,1934.389539
245300389,2164.24321
245300447,1329.744041
245400171,92.19343193
245400189,82.36636888
245400262,79.54320008
245400510,149.3216854
245400510,149.3216854
245400601,73.50066997
245400676,76.3874206
245400759,148.421774
245500327,86.35741326
245501176,97.99129119
245501184,86.50733873
245501242,92.57483755
245501259,182.0989922
245600440,198.8581372
245600465,126.0500244
245614383,599.3010034
245614417,1884.465722
245614433,1769.581064
245614433,1769.581064
245700133,185.0937619
245700372,102.6142738
245700398,47.06371517
245700695,139.4450866
245700950,84.14784921
245701164,22.64159411
245701206,674.7096779
245701222,37.19606387
245701271,24.936238
245701354,163.0939635
245701362,80.51229314
245701404,20.02621245
245701404,20.02621245
245801063,332.5749309
245804406,422.4626964
245804497,564.7305898
245900410,270.6829675
245900428,69.86245135
245900758,80.53405229
245900758,80.53405229
245901038,178.2671812
245901061,8.676164226
245901152,71.67586891
245901160,245.7980333
246000129,4.598198627
246000376,26.3594699
246000566,175.2735965
246000582,50.35252009
246000707,61.68485675
246000749,11.77415879
246000756,78.19711611
246000764,14.84300969
246000772,32.42780156
246000848,350.3343438
246000855,109.2569814
246000871,60.23502604
246000897,65.74633574
246000913,191.5578534
246000921,25.55658912
246100390,1021.692299
246100663,1379.983009
246100663,1379.983009
246200299,31.7245287
246200364,75.82796543
246200380,334.3989624
246200729,385.9138984
246200844,106.7279131
246201016,480.5040273
246201149,78.58352126
246300701,317.1014558
246300966,969.3733512
246300966,969.3733512
246301097,205.674613
246400337,309.544415
246401756,367.0322927
246401756,367.0322927
246500482,230.4330105
246500573,364.9788694
246600282,0
246600373,0
246600399,0
246600415,0
246600423,0
246600449,0
246600464,0
246600548,0
246700306,53.40151373
246700488,137.2699431
246700744,47.88637144
246700777,20.66284392
246700843,32.03293195
246700926,50.02448577
246700959,48.80647832
246700967,68.13214584
246701064,47.66867947
246701080,27.14991231
246701098,45.34815458
246800205,48.06027876
246800395,29.50465776
246800445,33.676364
246800494,17.3887897
246800551,43.44795399
246800569,39.52561111
246800577,30.12793535
246800585,56.21377309
246800676,51.53847364
246800726,57.67118773
246900575,85.6630474
246900625,175.7365402
246900633,0
246900724,88.1175892
246900740,107.4942204
246900757,19.15528808
246900765,36.55573595
247000011,0.023772001
247000367,0.041202068
247000623,0.836183539
247000664,0.028245119
247000698,0.01306107
247000706,0.036979033
247000714,0.013727389
247000714,0.013727389
247000722,1.64831E-05
247000722,1.64831E-05
247000755,0.066088589
247000821,0.022316214
247000854,0.378312761
247100290,0.087371675
247100589,0.000865549
247100639,1.682330328
247100647,0
247103765,0.045641929
247103864,1.925283611
247104094,0.015971174
247200090,745.6729687
247200090,745.6729687
247200132,340.7834701
247200348,433.4165587
247200421,244.2702617
247200447,188.1015748
247200629,385.5834176
247200686,936.9223192
247300015,12.68194893
247300254,41.9724965
247300262,99.66566268
247300361,15.22297504
247300452,17.70409269
247300528,69.20770158
247300668,66.22497976
247300676,9.62372327
247300817,18.76107155
247400047,16.90254005
247400112,156.9570455
247400567,61.15131719
247400583,86.88094293
247400617,94.34378425
247400666,42.90728371
247400682,64.8885853
247400690,219.5021759
247400724,62.56715514
247400740,204.9711269
247400773,66.80023983
247600497,0
247600505,0
247600539,0.264369357
247600588,47.37884794
247600588,47.37884794
247600596,0
247600604,0.290658435
247600620,1.74246E-06
247600646,1.85959E-05
247600729,0.097853144
247600786,0.009309558
247700024,0
247700032,0.014733498
247700057,0
247700065,0.08125306
247700107,0.166828759
247700339,0.000160028
247700438,0.000699912
247700594,0.000708305
247700644,0
247700644,0
247700701,1.23191E-08
247800550,0.064935894
247800550,0.064935894
247800584,3.04522E-05
247800584,3.04522E-05
247800618,0.000106303
247900798,1570.846769
248000499,57.7271551
248000531,98.82823757
248000747,119.5588072
248100158,440.6186062
248100430,480.8231274
248100497,395.3608148
248100737,264.5283264
248100745,181.6843978
248200016,41.11609487
248200016,41.11609487
248200016,41.11609487
248200057,0.209782262
248200065,3.603158135
248200099,0.025126256
248200107,12.23212275
248200107,12.23212275
248300394,22.35633912
248300410,1.649107569
248300493,82.35219375
248300543,17.19419308
248300550,36.17548506
248400053,195.0037176
248400160,82.52522238
248400236,153.7801733
248400251,130.1843608
248400251,130.1843608
248400285,79.45796373
248400293,127.0864898
248400319,82.16246083
248400335,101.0254302
248400335,101.0254302
248500191,44.27070024
248500258,177.8147492
248500340,1010.310113
248500415,1149.823377
248500464,1312.661905
248500530,847.9056771
248500563,618.6980242
248500589,1869.558242
248500621,1033.557837
248500662,994.0925449
248600413,978.5110032
248600447,287.4583227
248700189,0
248719262,0.2766031
248719288,0
248719312,0.002074485
248719338,0
248719353,0.000461884
248719361,0
248900334,67.40894083
248900383,20.543726
248900524,92.45589261
248900664,66.01147822
248900748,95.15260872
248900896,46.96564541
248900938,102.2871423
249000241,0.516154453
249100074,0
249100157,0.020925332
249100546,9.03617E-05
249100553,0.004027255
249100595,0.002284496
249500109,6.26031865
249500109,6.26031865
249500430,18.36687043
249500455,8.188963605
249500489,8.045777349
249500513,33.79485686
