siren,SURFACE,VOLUME (m3∙ha-1),STOCK_CARBONE (tC),carbonDensity,PRODUCTION (m3∙ha-1∙an-1),PRELEVEMENT (m3∙ha-1∙an-1),MORTALITE (m3∙ha-1∙an-1),TX_PRELEV,BILAN_M3 (m3∙ha-1∙an-1),BILAN_CARB (tC∙an-1),BILAN_CARB (tC∙ha-1∙an-1),BILAN_CO2 (tCO2∙an-1),BILAN_CO2_HA (tCO2∙ha-1∙an-1),Fexp (VOL -> CARB),
200066116,75.3,168.5083947,4079.260103,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,79.34067951,1.053661082,-290.9158249,-3.863423969,0.321488084,
200066124,247.7,174.4933166,12830.07813,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,252.7934779,1.020563092,-926.9094189,-3.742064671,0.296841418,
200066132,22.1,168.5083947,1197.233045,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,23.28590992,1.053661082,-85.38166971,-3.863423969,0.321488084,
200066140,39.3,168.5083947,2129.016229,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,41.40888054,1.053661082,-151.832562,-3.863423969,0.321488084,
200066157,69.3,168.5083947,3754.219457,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,73.01871301,1.053661082,-267.735281,-3.863423969,0.321488084,
200066165,27.8,168.5083947,1506.021658,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,29.29177809,1.053661082,-107.4031863,-3.863423969,0.321488084,
200066173,80.6,168.5083947,4366.37934,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,84.92508324,1.053661082,-311.3919719,-3.863423969,0.321488084,
200066223,16,174.4933166,828.7494954,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,16.32900947,1.020563092,-59.87303473,-3.742064671,0.296841418,
200066231,36.9,174.4933166,1911.303524,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,37.65877809,1.020563092,-138.0821863,-3.742064671,0.296841418,
200066280,89.1,160.9455517,4658.6684,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,170.8281337,1.917263005,-626.3698237,-7.029964351,0.32486664,
200066322,639,174.4933166,33098.18297,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,652.1398158,1.020563092,-2391.179325,-3.742064671,0.296841418,
200066330,423.8,160.9455517,22158.73926,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,812.5360615,1.917263005,-2979.298892,-7.029964351,0.32486664,
200066348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200066355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200066363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200066371,156.9,174.4933166,8126.924739,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,160.1263491,1.020563092,-587.1299468,-3.742064671,0.296841418,
200066389,147.7655816,163.1303963,7873.113574,51.13004466,11.24036162,7.940661364,0.775192012,0.728137415,2.524508247,149.0144115,0.967738296,-546.3861754,-3.548373752,0.300776724,
200066405,31.4013033,164.0313665,1673.09616,51.41243621,11.30244221,7.984517685,0.779473402,0.732158922,2.538451121,31.66668908,0.97308312,-116.1111933,-3.567971441,0.302437915,
200066405,31.4013033,164.0313665,1673.09616,51.41243621,11.30244221,7.984517685,0.779473402,0.732158922,2.538451121,31.66668908,0.97308312,-116.1111933,-3.567971441,0.302437915,
200066413,86.3,163.8869899,4598.159422,51.36718417,11.29249406,7.977489898,0.778787327,0.731514493,2.536216835,87.02935804,0.972226635,-319.1076462,-3.564830996,0.302171716,
200066462,64,169.8802585,3409.194553,53.26866489,11.72756083,8.252903095,0.802841518,0.755842066,2.671816219,65.26794051,1.01981157,-239.3157819,-3.739309092,0.31357347,
200066462,64,169.8802585,3409.194553,53.26866489,11.72756083,8.252903095,0.802841518,0.755842066,2.671816219,65.26794051,1.01981157,-239.3157819,-3.739309092,0.31357347,
200066512,0.9,174.4933166,46.61715912,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,0.918506783,1.020563092,-3.367858204,-3.742064671,0.296841418,
200066520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200066553,2.5,174.4933166,129.4921087,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,2.55140773,1.020563092,-9.355161677,-3.742064671,0.296841418,
200066553,2.5,174.4933166,129.4921087,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,2.55140773,1.020563092,-9.355161677,-3.742064671,0.296841418,
200066561,45.2,174.4933166,2341.217325,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,46.12945176,1.020563092,-169.1413231,-3.742064671,0.296841418,
200066587,1,174.4933166,51.79684346,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,1.020563092,1.020563092,-3.742064671,-3.742064671,0.296841418,
200066603,13.6,174.4933166,704.4370711,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,13.87965805,1.020563092,-50.89207952,-3.742064671,0.296841418,
200066637,0.8,174.4933166,41.43747477,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,0.816450474,1.020563092,-2.993651737,-3.742064671,0.296841418,
200066645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200066652,952.9,174.4933166,49357.21214,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,972.4945704,1.020563092,-3565.813425,-3.742064671,0.296841418,
200066660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200066678,5.7,174.4933166,295.2420077,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,5.817209624,1.020563092,-21.32976862,-3.742064671,0.296841418,
200066710,62.2,148.1292588,3314.084775,46.42823037,10.20672097,7.210454392,0.70390694,0.661179388,2.292359634,62.72567868,0.878747062,-229.9941552,-3.222072562,0.273117911,
200066728,7.9,169.9933561,420.920735,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,7.966766263,1.008451426,-29.2114763,-3.697655228,0.313430518,
200066744,9.2,174.4933166,476.5309599,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,9.389180446,1.020563092,-34.42699497,-3.742064671,0.296841418,
200066744,9.2,174.4933166,476.5309599,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,9.389180446,1.020563092,-34.42699497,-3.742064671,0.296841418,
200066751,22.9,174.4933166,1186.147715,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,23.37089481,1.020563092,-85.69328096,-3.742064671,0.296841418,
200066769,21.4,174.4933166,1108.45245,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,21.84005017,1.020563092,-80.08018395,-3.742064671,0.296841418,
200066777,315.7,160.9455517,16506.63989,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,605.2799307,1.917263005,-2219.359746,-7.029964351,0.32486664,
200066785,72.3,160.9455517,3780.266277,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,138.6181153,1.917263005,-508.2664226,-7.029964351,0.32486664,
200066793,7.8,174.4933166,404.015379,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,7.960392118,1.020563092,-29.18810443,-3.742064671,0.296841418,
200066801,39.9,169.9933561,2125.916117,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,40.23721189,1.008451426,-147.5364436,-3.697655228,0.313430518,
200066819,33.5,174.4933166,1735.194256,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,34.18886358,1.020563092,-125.3591665,-3.742064671,0.296841418,
200066827,124.9,169.9933561,6654.810102,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,125.9555831,1.008451426,-461.8371379,-3.697655228,0.313430518,
200066827,124.9,169.9933561,6654.810102,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,125.9555831,1.008451426,-461.8371379,-3.697655228,0.313430518,
200066835,2272.7,168.5083947,123119.9792,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,2394.655542,1.053661082,-8780.403654,-3.863423969,0.321488084,
200066850,482.7,168.5083947,26149.51994,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,508.6022045,1.053661082,-1864.87475,-3.863423969,0.321488084,
200066868,19.6,160.9455517,1024.802476,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,37.5783549,1.917263005,-137.7873013,-7.029964351,0.32486664,
200066876,770.5,168.5083947,41740.63624,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,811.845864,1.053661082,-2976.768168,-3.863423969,0.321488084,
200066884,155.5,174.4933166,8054.409159,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,158.6975608,1.020563092,-581.8910563,-3.742064671,0.296841418,
200066892,166.8,168.5083947,9036.129948,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,175.7506685,1.053661082,-644.419118,-3.863423969,0.321488084,
200066918,18.1,174.4933166,937.5228667,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,18.47219197,1.020563092,-67.73137054,-3.742064671,0.296841418,
200066926,220.6,174.4933166,11426.38367,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,225.1362181,1.020563092,-825.4994663,-3.742064671,0.296841418,
200066975,146,157.7678065,7779.041432,49.44924536,10.87085692,7.679627795,0.749709104,0.704201334,2.441520021,147.2339082,0.93592581,-539.8576633,-3.431727968,0.290889282,
200067023,81.5,169.9933561,4342.410115,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,82.1887912,1.008451426,-301.3589011,-3.697655228,0.313430518,
200067031,62.5,169.9933561,3330.069106,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,63.02821411,1.008451426,-231.1034517,-3.697655228,0.313430518,
200067049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067064,15.7,174.4933166,813.2104424,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,16.02284054,1.020563092,-58.75041533,-3.742064671,0.296841418,
200067072,18.3,160.9455517,956.8308834,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,35.08591299,1.917263005,-128.6483476,-7.029964351,0.32486664,
200067080,255.5,168.5083947,13841.31416,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,269.2104066,1.053661082,-987.1048241,-3.863423969,0.321488084,
200067106,656.5,174.4933166,34004.62773,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,669.9996699,1.020563092,-2456.665456,-3.742064671,0.296841418,
200067114,247.5,168.5083947,13407.92663,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,260.7811179,1.053661082,-956.1974323,-3.863423969,0.321488084,
200067122,184.3,174.4933166,9546.15825,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,188.0897779,1.020563092,-689.6625188,-3.742064671,0.296841418,
200067130,405.6,168.5083947,21972.74764,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,427.364935,1.053661082,-1567.004762,-3.863423969,0.321488084,
200067130,405.6,168.5083947,21972.74764,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,427.364935,1.053661082,-1567.004762,-3.863423969,0.321488084,
200067155,6.5,174.4933166,336.6794825,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,6.633660098,1.020563092,-24.32342036,-3.742064671,0.296841418,
200067163,0.8,174.4933166,41.43747477,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,0.816450474,1.020563092,-2.993651737,-3.742064671,0.296841418,
200067171,0.7,174.4933166,36.25779042,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,0.714394164,1.020563092,-2.619445269,-3.742064671,0.296841418,
200067189,3.5,174.4933166,181.2889521,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,3.571970822,1.020563092,-13.09722635,-3.742064671,0.296841418,
200067197,22.2,160.9455517,1160.745662,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,42.56323871,1.917263005,-156.0652086,-7.029964351,0.32486664,
200067205,250.6,169.9933561,13352.24509,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,252.7179273,1.008451426,-926.6324001,-3.697655228,0.313430518,
200067213,1274.1,168.5083947,69022.3811,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,1342.469585,1.053661082,-4922.388479,-3.863423969,0.321488084,
200067221,137.2,160.9455517,7173.617334,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,263.0484843,1.917263005,-964.511109,-7.029964351,0.32486664,
200067239,73.1,174.4933166,3786.349257,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,74.60316202,1.020563092,-273.5449274,-3.742064671,0.296841418,
200067247,30.2,160.9455517,1579.032387,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,57.90134275,1.917263005,-212.3049234,-7.029964351,0.32486664,
200067254,53.8,174.4933166,2786.670178,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,54.90629435,1.020563092,-201.3230793,-3.742064671,0.296841418,
200067262,24.3,174.4933166,1258.663296,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,24.79968314,1.020563092,-90.9321715,-3.742064671,0.296841418,
200067288,76.4,174.4933166,3957.278841,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,77.97102023,1.020563092,-285.8937408,-3.742064671,0.296841418,
200067296,8.4,174.4933166,435.0934851,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,8.572729973,1.020563092,-31.43334323,-3.742064671,0.296841418,
200067304,698.6,168.5083947,37845.56584,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,736.0876322,1.053661082,-2698.987985,-3.863423969,0.321488084,
200067320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067346,96.5,160.9455517,5045.58362,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,185.01588,1.917263005,-678.3915599,-7.029964351,0.32486664,
200067361,143.9,174.4933166,7453.565774,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,146.8590289,1.020563092,-538.4831061,-3.742064671,0.296841418,
200067361,143.9,174.4933166,7453.565774,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,146.8590289,1.020563092,-538.4831061,-3.742064671,0.296841418,
200067379,2624.9,168.5083947,142199.8651,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,2765.754975,1.053661082,-10141.10158,-3.863423969,0.321488084,
200067429,46.7,168.5083947,2529.899692,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,49.20597255,1.053661082,-180.4218993,-3.863423969,0.321488084,
200067437,5.5,174.4933166,284.882639,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,5.613097006,1.020563092,-20.58135569,-3.742064671,0.296841418,
200067445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067460,665.4,154.0278439,34790.99835,50.03850813,12.30560102,6.248111867,0.393099711,0.501956513,5.664389438,1275.746803,1.834855848,-4677.738279,-6.727804778,0.310903331,
200067478,7.6,174.4933166,393.6560103,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,7.756279499,1.020563092,-28.4396915,-3.742064671,0.296841418,
200067486,12,168.5083947,650.0812912,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,12.64393299,1.053661082,-46.36108763,-3.863423969,0.321488084,
200067502,80.3,168.5083947,4350.127307,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,84.60898492,1.053661082,-310.2329447,-3.863423969,0.321488084,
200067510,23.6,174.4933166,1222.405506,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,24.08528897,1.020563092,-88.31272623,-3.742064671,0.296841418,
200067544,101.5,174.4933166,5257.379612,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,103.5871538,1.020563092,-379.8195641,-3.742064671,0.296841418,
200067551,25.9,174.4933166,1341.538246,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,26.43258408,1.020563092,-96.91947497,-3.742064671,0.296841418,
200067593,9.2,174.4933166,476.5309599,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,9.389180446,1.020563092,-34.42699497,-3.742064671,0.296841418,
200067627,55.1,155.1755447,2854.006075,46.06252867,15.96668822,12.55076073,0.200121168,0.707908927,3.215806321,56.23302637,0.907578793,-206.1877634,-3.327788909,0.263978756,
200067635,37.3,160.9455517,1950.261855,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,71.51391008,1.917263005,-262.2176703,-7.029964351,0.32486664,
200067643,53.5,168.5083947,2898.27909,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,56.37086791,1.053661082,-206.6931823,-3.863423969,0.321488084,
200067650,45.5,168.5083947,2464.891563,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,47.94157925,1.053661082,-175.7857906,-3.863423969,0.321488084,
200067668,317.2,161.0123107,16590.35393,52.30250292,12.85401281,6.543529203,0.411539807,0.525969485,5.898943796,605.7377398,1.909639785,-2221.038379,-7.002012545,0.324836817,
200067668,317.2,161.0123107,16590.35393,52.30250292,12.85401281,6.543529203,0.411539807,0.525969485,5.898943796,605.7377398,1.909639785,-2221.038379,-7.002012545,0.324836817,
200067676,308.6,160.9455517,16135.41042,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,591.6673633,1.917263005,-2169.446999,-7.029964351,0.32486664,
200067684,551.1,158.7849925,29854.9833,51.04748299,11.66176542,7.732072025,0.470869802,0.651056917,3.458823593,580.6726225,0.992861913,-2129.132949,-3.64049368,0.302937329,
200067692,24.5,168.5083947,1327.249303,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,25.81469652,1.053661082,-94.65388724,-3.863423969,0.321488084,
200067700,111.4,168.5083947,6034.92132,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,117.3778446,1.053661082,-430.3854301,-3.863423969,0.321488084,
200067742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067759,28.6,168.5083947,1549.360411,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,30.13470696,1.053661082,-110.4939255,-3.863423969,0.321488084,
200067767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200067791,43.2,174.4933166,2237.623638,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,44.08832557,1.020563092,-161.6571938,-3.742064671,0.296841418,
200067817,74.6,143.1500131,3864.044522,42.49285281,14.72932885,11.57812313,0.184612517,0.6530486,2.966593208,76.13400666,0.837244789,-279.1580244,-3.069897558,0.243521377,
200067825,3.4,174.4933166,176.1092678,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,3.469914513,1.020563092,-12.72301988,-3.742064671,0.296841418,
200067825,3.4,174.4933166,176.1092678,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,3.469914513,1.020563092,-12.72301988,-3.742064671,0.296841418,
200067841,48.3,168.5083947,2616.577197,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,50.89183028,1.053661082,-186.6033777,-3.863423969,0.321488084,
200067866,147.4,160.9455517,7706.932908,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,282.6045669,1.917263005,-1036.216745,-7.029964351,0.32486664,
200067874,184.1,168.5083947,9973.330476,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,193.9790053,1.053661082,-711.2563527,-3.863423969,0.321488084,
200067882,115.9,168.5083947,6278.701805,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,122.1193195,1.053661082,-447.770838,-3.863423969,0.321488084,
200067890,0.7,168.5083947,37.92140866,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,0.737562758,1.053661082,-2.704396778,-3.863423969,0.321488084,
200067908,56.5,168.5083947,3060.799413,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,59.53185116,1.053661082,-218.2834542,-3.863423969,0.321488084,
200067916,168.1,168.5083947,9106.555421,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,177.120428,1.053661082,-649.4415692,-3.863423969,0.321488084,
200067924,120.9,168.5083947,6549.569009,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,127.3876249,1.053661082,-467.0879578,-3.863423969,0.321488084,
200067932,94.2,160.9455517,4925.326187,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,180.6061751,1.917263005,-662.2226419,-7.029964351,0.32486664,
200067940,52.9,174.4933166,2740.053019,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,53.98778757,1.020563092,-197.9552211,-3.742064671,0.296841418,
200067957,74.9,168.5083947,4057.590726,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,78.91921507,1.053661082,-289.3704553,-3.863423969,0.321488084,
200067965,253.2,169.9933561,13490.77596,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,255.339901,1.008451426,-936.2463037,-3.697655228,0.313430518,
200067973,765.2,169.9933561,40770.70208,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,771.667031,1.008451426,-2829.44578,-3.697655228,0.313430518,
200067981,565.1,160.9455517,29546.72854,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,1083.445324,1.917263005,-3972.632855,-7.029964351,0.32486664,
200067999,926,169.9933561,49338.30388,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,933.8260202,1.008451426,-3424.028741,-3.697655228,0.313430518,
200068005,206.7,169.9933561,11013.20455,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,208.4469097,1.008451426,-764.3053356,-3.697655228,0.313430518,
200068047,6.2,169.9933561,330.3428553,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,6.25239884,1.008451426,-22.92546241,-3.697655228,0.313430518,
200068070,12.2,168.5083947,660.9159794,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,12.85466521,1.053661082,-47.13377242,-3.863423969,0.321488084,
200068088,97.2,168.4228069,5263.582099,54.1520792,12.38134761,8.186578902,0.498697487,0.689041812,3.696071219,103.3658193,1.063434355,-379.0080042,-3.899259302,0.321526319,
200068088,97.2,168.4228069,5263.582099,54.1520792,12.38134761,8.186578902,0.498697487,0.689041812,3.696071219,103.3658193,1.063434355,-379.0080042,-3.899259302,0.321526319,
200068096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200068104,12.5,174.4933166,647.4605433,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,12.75703865,1.020563092,-46.77580838,-3.742064671,0.296841418,
200068112,3.6,168.5083947,195.0243874,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,3.793179897,1.053661082,-13.90832629,-3.863423969,0.321488084,
200068120,82.4,160.9455517,4308.353267,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,157.9824716,1.917263005,-579.2690626,-7.029964351,0.32486664,
200068146,128,168.5083947,6934.20044,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,134.8686186,1.053661082,-494.518268,-3.863423969,0.321488084,
200068229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200068278,132.6,160.9455517,6933.102467,52.28584062,12.85827091,6.528727444,0.410754629,0.524500414,5.918788838,254.2290745,1.917263005,-932.173273,-7.029964351,0.32486664,
200068294,11.6,168.5083947,628.4119149,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,12.22246856,1.053661082,-44.81571804,-3.863423969,0.321488084,
200068369,22.3,168.5083947,1208.067733,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,23.49664214,1.053661082,-86.15435451,-3.863423969,0.321488084,
200068377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200068435,150.9,169.9933561,8040.11885,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,152.1753201,1.008451426,-557.9761739,-3.697655228,0.313430518,
200068443,77.9,169.9933561,4150.598134,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,78.55836607,1.008451426,-288.0473422,-3.697655228,0.313430518,
200068450,199.2,153.8644684,10613.59626,48.22582007,10.60190072,7.489625889,0.731160528,0.686778668,2.3811143,200.883524,0.91277004,-736.5729214,-3.346823482,0.283692382,
200068468,168.7,169.9933561,8988.522532,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,170.1257555,1.008451426,-623.7944369,-3.697655228,0.313430518,
200068484,4.9,174.4933166,253.804533,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,5.000759151,1.020563092,-18.33611689,-3.742064671,0.296841418,
200068500,345.4,169.9933561,18403.29391,53.2811057,11.71324805,8.274728103,0.807804644,0.758770441,2.630715299,348.3191225,1.008451426,-1277.170116,-3.697655228,0.313430518,
200068534,72.9,161.5986224,3884.192606,50.64993999,11.13481604,7.866099555,0.767913056,0.721300296,2.500803433,73.51610894,0.958651355,-269.5590661,-3.51505497,0.297952468,
200068542,995.7,174.4933166,51574.11704,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,1016.174671,1.020563092,-3725.973793,-3.742064671,0.296841418,
200068559,36.9,168.5083947,1998.999971,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,38.88009394,1.053661082,-142.5603445,-3.863423969,0.321488084,
200068559,36.9,168.5083947,1998.999971,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,38.88009394,1.053661082,-142.5603445,-3.863423969,0.321488084,
200068567,252.6,174.4933166,13083.88266,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,257.794237,1.020563092,-945.2455358,-3.742064671,0.296841418,
200068625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200068641,87.9,174.4933166,4552.94254,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,89.70749579,1.020563092,-328.9274846,-3.742064671,0.296841418,
200068658,59.1,168.5083947,3201.650359,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,62.27136997,1.053661082,-228.3283566,-3.863423969,0.321488084,
200068666,1226.7,168.5083947,66454.56,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,1292.52605,1.053661082,-4739.262183,-3.863423969,0.321488084,
200068666,1226.7,168.5083947,66454.56,54.17344094,12.37588855,8.20555535,0.499704117,0.690925221,3.670629082,1292.52605,1.053661082,-4739.262183,-3.863423969,0.321488084,
200068674,695.5,174.4933166,36024.70463,51.79684346,17.95437798,14.11320237,0.225034212,0.796036365,3.616141394,709.8016305,1.020563092,-2602.605978,-3.742064671,0.296841418,
