code,Commune,Nom unique,nom,nature,nombreCommunes,populationTotale
200068989,,,CA Dinan Agglomération,CA,64,98952
200068997,,,CA Arlysère,CA,39,62593
200069003,,,CC du Barséquanais en Champagne,CC,53,19695
200069029,,,CA des Deux Baies en Montreuillois,CA,46,68567
200069037,,,CA du Pays de Saint-Omer,CA,53,108082
200069052,,,CA Grand Belfort,CA,53,107869
200069060,,,CC des Vosges du Sud,CC,22,15867
200069086,,,CC Leff Armor Communauté,CC,28,31865
200069094,,,CC Isle et Crempse-en-Périgord,CC,28,14571
200069102,,,CC Randon - Margeride,CC,20,5482
200069110,,,CA Chambéry Métropole-Coeur des Bauges,CA,38,137552
200069128,,,CC Mont Lozère,CC,21,5657
200069136,,,CC des Cévennes Au Mont Lozère,CC,19,5340
200069144,,,CC des Hautes Terres de l'Aubrac,CC,17,5307
200069151,,,CC Gorges Causses Cévennes,CC,17,7388
200069169,,,CC Dômes Sancy Artense,CC,26,12605
200069177,,,CC Mond'Arverne Communauté,CC,28,40712
200069185,,,CC des Terres d'Apcher-Margeride-Aubrac,CC,20,11469
200069193,,,CC de la Dombes,CC,36,38857
200069227,,,CC Pays Fort Sancerrois Val de Loire,CC,36,19271
200069235,,,CC du Haut Pays du Montreuillois,CC,49,16538
200069250,,,CA Troyes Champagne Métropole,CA,81,174221
200069268,,,CC Aubrac Lot Causses Tarn,CC,15,8088
200069300,,,CA Tarbes-Lourdes-Pyrénées,CA,86,126391
200069383,,,CC du Grand Villefranchois,CC,29,28733
200069391,,,CC Lamballe Terre et Mer,CC,40,68937
200069409,,,CA Saint-Brieuc Armor Agglomération,CA,32,156532
200069417,,,CC Pays d'Orthe et Arrigans,CC,24,24170
200069425,,,CA Mont-Saint-Michel-Normandie,CA,97,91560
200069433,,,CC de Vezouze en Piémont,CC,51,12105
200069441,,,CC du Pays de Bitche,CC,46,35537
200069458,,,CC des Vallées d'Auge et du Merlerault,CC,46,15545
200069482,,,CC des Campagnes de l'Artois,CC,96,34744
200069516,,,CC Seulles Terre et Mer,CC,28,17188
200069524,,,CC Pré-Bocage Intercom,CC,27,25188
200069532,,,CA Lisieux Normandie,CA,54,77871
200069540,,,CC Norge et Tille,CC,14,16099
200069565,,,CC des Lacs et Montagnes du Haut-Doubs,CC,32,15852
200069581,,,CC Convergence Garonne,CC,27,32670
200069599,,,CC Rurales de l'Entre-deux-Mers,CC,51,16843
200069615,,,CC Bresse Haute Seille,CC,56,19444
200069623,,,CC Champagnole Nozeroy Jura,CC,63,23020
200069631,,,CC Terres de Chalosse,CC,34,18703
200069649,,,CC Chalosse Tursan,CC,50,26700
200069656,,,CC Coeur Haute Lande,CC,26,15879
200069664,,,CC Meuse Rognon,CC,60,11480
200069672,,,CC du Ternois,CC,104,39235
200069698,,,CC Mâconnais - Tournugeois,CC,24,16535
200069722,,,CC Interrégionale Aumale - Blangy-sur-Bresle,CC,44,22503
200069730,,,CC des Quatre Rivières,CC,53,30860
200069748,,,CC Val de Gâtine,CC,33,21948
200069755,,,CC Mellois-en-Poitou,CC,78,49691
200069763,,,CC du Haut-Poitou,CC,31,42229
200069821,,,CA Fécamp Caux Littoral Agglomération,CA,33,40358
200069839,,,CC de la Côte d'Albâtre,CC,63,28791
200069847,,,CC Plateau de Caux-Doudeville-Yerville,CC,40,21332
200069854,,,CU du Grand-Poitiers,CU,40,196155
200069912,,,CC des Forêts du Perche,CC,15,8077
200069953,,,CC des Portes Euréliennes d'Ile-de-France,CC,39,49335
200069961,,,CC du Grand Châteaudun,CC,24,41994
200069995,,,CC Médoc Coeur de Presqu'ile,CC,19,30257
200070035,,,CC du Civraisien en Poitou,CC,40,28315
200070043,,,CC Vienne et Gartempe,CC,55,40970
200070068,,,CC Communauté Bray-Eawy,CC,46,26288
200070092,,,CA du Libournais,CA,45,92267
200070100,,,CC du Val de Sully,CC,19,25163
200070118,,,CC Val de Saône Centre,CC,15,20613
200070126,,,CC Seine et Aube,CC,25,10386
200070142,,,CC Lyons Andelle,CC,30,21287
200070159,,,CC Coeur de Beauce,CC,51,25436
200070167,,,CC Terres de Perche,CC,24,15459
200070183,,,CC des Terres du Val de Loire,CC,25,49360
200070233,,,"CC Terres de Montaigu, Cc Montaigu-Rocheservière",CC,14,48817
200070282,,,CC Lavalette Tude Dronne,CC,50,18652
200070290,,,CC Pays de l'Audunois et du Bassin de Landres,CC,25,23861
200070308,,,CA Mâconnais Beaujolais Agglomération,CA,39,78852
200070316,,,"CC Entre Arroux, Loire et Somme",CC,30,23873
200070324,,,CC du Territoire de Lunéville à Baccarat,CC,43,43464
200070332,,,"CC du Pays de Chalindrey, de Vannier Amance et de la Région de Bourbonne-Les-Bains",CC,63,16171
200070340,,,CC Haute-Maurienne Vanoise,CC,10,9012
200070365,,,CC Corbières Salanque Méditerranée,CC,21,21658
200070373,,,CC Loir-Lucé-Bercé,CC,24,24915
200070407,,,CA Pays d'Issoire,CA,90,57188
200070431,,,CC Saint-Marcellin Vercors Isère Communauté,CC,47,45534
200070449,,,CC Inter-Caux-Vexin,CC,64,54922
200070464,,,CC Coeur de Maurienne Arvan,CC,16,15440
200070506,,,CC Pays de Nexon Monts de Chalus,CC,15,13396
200070514,,,CA du Grand Cognac,CA,58,71935
200070530,,,CC du Grand Autunois Morvan,CC,55,38342
200070548,,,CC La Clayette Chauffailles en Brionnais,CC,29,15724
200070555,,,CC de la Veyle,CC,18,22335
200070563,,,CC Terres Touloises,CC,42,45901
200070571,,,CC Coeur de Berry,CC,15,18568
200070589,,,CC de Seille et Grand Couronné,CC,42,18806
200070647,,,CA Bergeracoise,CA,38,62615
200070662,,,CC Bretagne Porte de Loire Communauté,CC,20,32373
200070670,,,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,CC,19,24107
200070688,,,CC Couesnon Marches de Bretagne,CC,19,22400
200070712,,,CC Thiers Dore et Montagne,CC,30,38683
200070720,,,CC Médoc Atlantique,CC,14,26008
200070738,,,CC Mad et Moselle,CC,49,20660
200070746,,,CA Sarreguemines Confluences,CA,38,67024
200070753,,,CA Riom Limagne et Volcans,CA,31,68136
200070761,,,CC Ambert Livradois Forez,CC,58,28552
200070779,,,CC Brie des Rivières et Châteaux,CC,31,39081
200070787,,,CC du Plateau de Lannemezan,CC,57,18451
200070795,,,CC du Pays de Trie et du Magnoac,CC,50,7342
200070803,,,CC des Coteaux du Val-d'Arros,CC,53,11575
200070811,,,CC Pyrénées Vallées des Gaves,CC,46,16122
200070829,,,CC Neste Barousse,CC,43,7435
200070845,,,CC Orne Lorraine Confluences,CC,41,54196
200070852,,,CC Usses et Rhône,CC,26,20396
200070894,,,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,CC,56,30510
200070902,,,CC Auxonne Pontailler Val de Saône,CC,35,23745
200070910,,,CC Tille et Venelle,CC,18,5089
200070928,,,CC Terre de Picardie,CC,44,18586
200070936,,,CC Ponthieu-Marquenterre,CC,71,33879
200070944,,,CC du Vimeu,CC,25,23654
200070951,,,CC du Territoire Nord Picardie,CC,65,32444
200070969,,,CC Avre Luce Noye,CC,49,23354
200070977,,,CC du Grand Roye,CC,62,25217
200070985,,,CC de l'Est de la Somme,CC,42,21076
200070993,,,CA de la Baie de Somme,CA,43,51060
200071017,,,CC des Terres d'Auxois,CC,77,16568
200071025,,,CC Haute-Provence-Pays de Banon,CC,21,9828
200071033,,,CC Jabron-Lure-Vançon-Durance,CC,14,5440
200071041,,,CC du Chaourçois et du Val d'Armance,CC,42,10864
200071058,,,CC Les Avant-Monts,CC,25,26662
200071066,,,CA de Saint-Dié-Des-Vosges,CA,77,78694
200071074,,,CC Les Portes de l'Ile de France,CC,19,22782
200071082,,,CA Montluçon Communauté,CA,21,65212
200071116,,,CA Ecla (Espace Communautaire Lons Agglomération),CA,31,36041
200071140,,,CA Moulins Communauté,CA,44,67879
200071157,,,CC des Hautes-Vosges,CC,22,38276
200071165,,,CA Les Sables d'Olonne Agglomération,CA,7,52900
200071173,,,CC du Pays Arnay Liernais,CC,34,7521
200071181,,,CC Somme Sud-Ouest,CC,121,39317
200071199,,,CC Plaine Limagne,CC,25,21387
200071207,,,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,CC,47,8966
200071215,,,CC Chavanon Combrailles et Volcans,CC,36,13280
200071223,,,CC Nièvre et Somme,CC,36,28717
200071298,,,CC des Terres du Lauragais,CC,58,39279
200071314,,,CC Save Garonne et Côteaux de Cadours,CC,29,33189
200071363,,,CA Vichy Communauté,CA,39,85699
200071371,,,CC Bresse et Saône,CC,20,25739
200071389,,,CC Saint-Pourçain Sioule Limagne,CC,60,34750
200071405,,,CC Ardèche Rhône Coiron,CC,15,22887
200071413,,,CA Privas Centre Ardèche,CA,42,44942
200071454,,,CA Evreux Portes de Normandie,CA,74,116341
200071470,,,CC Entr'Allier Besbre et Loire,CC,44,25917
200071496,,,CC du Bocage Bourbonnais,CC,25,14204
200071504,,,CC des Collines du Perche Normand,CC,16,13158
200071512,,,CC Commentry Montmarault Néris Communauté,CC,33,27133
200071520,,,CC Domfront Tinchebray Interco,CC,15,16667
200071538,,,CC Terres de Bresse,CC,25,22504
200071546,,,CC Sud Retz Atlantique,CC,9,29724
200071553,,,CC Loire Layon Aubance,CC,19,57421
200071579,,,CC Bresse Louhannaise Intercom',CC,30,29293
200071587,,,CC Loches Sud Touraine,CC,67,54212
200071595,,,"CC Arbois, Poligny, Salins, Coeur du Jura",CC,66,23317
200071629,,,CC Challans-Gois Communauté,CC,11,46820
200071645,,,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,CC,18,8127
200071652,,,CC du Pays Fertois et du Bocage Carrougien,CC,19,5146
200071678,,,CA du Choletais,CA,26,106468
200071751,,,CA du Bassin de Bourg-en-Bresse,CA,75,135121
200071769,,,CC Picardie des Châteaux,CC,39,18067
200071777,,,"CC d'Arcis, Mailly, Ramerupt",CC,39,11835
200071785,,,CA Chauny Tergnier la Fère,CA,48,57194
200071819,,,CC du Périgord Nontronnais,CC,28,15839
200071827,,,CA du Grand Angoulême,CA,38,147878
200071843,,,CC du Vexin Normand,CC,41,34133
200071850,,,CC du Pithiverais-Gâtinais,CC,32,26564
200071868,,,CC des Vallées du Haut-Anjou,CC,17,36569
200071876,,,CA Saumur Val de Loire,CA,47,103956
200071884,,,CC Le Grand Charolais,CC,44,42063
200071892,,,CA du Saint-Quentinois,CA,39,84934
200071900,,,CC Vendée Grand Littoral,CC,20,33761
200071918,,,CC du Pays de Saint-Fulgent - les Essarts,CC,10,27974
200071926,,,CC du Limouxin,CC,78,29584
200071934,,,CC Pays de Fontenay-Vendée,CC,26,36629
200071942,,,CC Haut Limousin en Marche,CC,43,24626
200071967,,,CC Pays d'Évian Vallée d'Abondance,CC,22,40661
200071983,,,CC Thiérache Sambre et Oise,CC,36,17576
200071991,,,CC Retz-en-Valois,CC,54,30987
200072007,,,CC de la Montagne d'Ardèche,CC,29,5104
200072015,,,CA Annonay Rhône Agglo,CA,29,49675
200072023,,,CC Coeur de Charente,CC,52,22629
200072031,,,CA de la Région de Château-Thierry,CA,87,55228
200072049,,,CC de Charente Limousine,CC,62,36961
200072056,,,CC Porte du Jura,CC,24,10909
200072064,,,CC Val-de-Cher-Controis,CC,37,49268
200072072,,,CA Territoires Vendômois,CA,66,56782
200072080,,,CC du Pays de Saint-Éloy,CC,34,16693
200072098,,,CC Combrailles Sioule et Morge,CC,29,19021
200072106,,,CC Adour Madiran,CC,72,25368
200072122,,,CC Pays de Coulommiers,CC,24,45667
200072130,,,CA du Pays de Meaux,CA,22,97586
200072304,,,CC Vallée de l'Ubaye - Serre-Ponçon,CC,13,8276
200072312,,,CA Seine Normandie Agglomération,CA,64,87544
200072320,,,CC Val de Gers,CC,45,10838
200072346,,,CA du Pays de Fontainebleau,CA,26,70362
200072452,,,CA Fougères Agglomération,CA,33,57089
200072460,,,"CA de Béthune-Bruay, Artois-Lys Romane",CA,100,281249
200072478,,,CC Pays d'Opale,CC,27,28044
200072544,,,CC des Deux Morin,CC,31,26817
200072635,,,CC Pyrénées Haut Garonnaises,CC,77,16230
200072643,,,CC Coeur et Coteaux du Comminges,CC,104,45478
200072650,,,CC Touraine Vallée de l'Indre,CC,22,52276
200072668,,,CC Touraine Val de Vienne,CC,40,25997
200072676,,,CC Maine Saosnois,CC,52,28939
200072684,,,CC Le Gesnois Bilurien,CC,23,31266
200072692,,,CC des Vallées de la Braye et de l'Anille,CC,20,16151
200072700,,,CC Haute Sarthe Alpes Mancelles,CC,40,23641
200072718,,,CC de la Champagne Conlinoise et du Pays de Sillé,CC,25,19186
200072726,,,CC Châteaubriant-Derval,CC,26,45983
200072734,,,CC Estuaire et Sillon,CC,11,38633
200072825,,,CC Mirebellois et Fontenois,CC,32,12733
200072874,,,CC Val Briard,CC,21,27668
200072882,,,CC de Vie et Boulogne,CC,15,43645
200072981,,,CC Touraine Ouest Val de Loire,CC,28,34039
200072999,,,CC du Grand Langres,CC,54,22123
200073013,,,CC Carnelle Pays-De-France,CC,19,32096
200073096,,,CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien,CA,41,58376
200073104,,,CC de l'Ile-Rousse - Balagne,CC,22,10665
200073112,,,CC Sud Sarthe,CC,19,24083
200073120,,,CC Nebbiu - Conca d'Oro,CC,15,7191
200073138,,,CC Pasquale Paoli,CC,42,6339
200073146,,,CC Cagire Garonne Salat,CC,55,18319
200073161,,,CC Touraine-Est Vallées,CC,10,39668
200073237,,,CC de Gâtine et Choisilles - Pays de Racan,CC,19,21760
200073245,,,CC du Bassin d'Aubenas,CC,29,40997
200073252,,,CC de la Castagniccia-Casinca,CC,42,12489
200073260,,,CC Sud Vendée Littoral,CC,44,56233
200073344,,,CA Rambouillet Territoires,CA,36,79700
200073393,,,CC des Rives du Haut-Allier,CC,59,17823
200073401,,,CC Mézenc-Loire-Meygal,CC,22,11324
200073419,,,CA du Puy-en-Velay,CA,73,85350
200073427,,,CC Marches du Velay-Rochebaron,CC,14,31219
240100578,,,CC du Plateau d'Hauteville,CC,9,6428
240100610,,,CC de la Côtière à Montluel,CC,9,25100
240100750,,,CC du Pays de Gex,CC,27,92344
240100800,,,CC de Miribel et du Plateau,CC,6,23669
240100883,,,CC de la Plaine de l'Ain,CC,53,78706
240100891,,,CC du Pays Bellegardien (Ccpb),CC,15,22168
240200444,,,CC de la Thiérache du Centre,CC,68,27808
240200469,,,CC du Pays de la Serre,CC,42,14951
240200477,,,CA du Soissonnais,CA,28,53472
240200493,,,CC du Pays du Vermandois,CC,54,32107
240200501,,,CC du Val de l'Aisne,CC,58,20773
240200519,,,CC du Canton d'Oulchy-le-Château,CC,26,5839
240200576,,,CC de la Champagne Picarde,CC,47,21501
240200584,,,CC du Canton de Charly-sur-Marne,CC,21,15998
240200592,,,CC du Chemin des Dames,CC,30,5498
240200600,,,CC des Trois Rivières,CC,26,22293
240200634,,,CC des Portes de la Thiérache,CC,30,7269
240300491,,,CC du Pays de Lapalisse,CC,14,8702
240300558,,,CC du Pays de Tronçais,CC,15,7667
240300566,,,CC du Val de Cher,CC,7,5689
240300657,,,CC du Pays d'Huriel,CC,14,7827
240400440,,,CC Pays Forcalquier et Montagne de Lure,CC,13,9827
240500439,,,CC du Briançonnais,CC,13,21625
240500462,,,CC du Pays des Ecrins,CC,8,6913
240600551,,,CA de la Riviera Française,CA,15,72738
240600585,,,CA de Sophia Antipolis,CA,24,179170
240600593,,,CC du Pays des Paillons,CC,13,26801
240700302,,,CC du Pays Beaume-Drobie,CC,19,8858
240700617,,,CC Val de Ligne,CC,11,6417
240700716,,,CC du Val d'Ay,CC,8,6015
240700815,,,CC Berg et Coiron,CC,13,7802
240700864,,,CC du Rhône aux Gorges de l'Ardèche,CC,9,19440
240800821,,,"CC Ardenne, Rives de Meuse",CC,19,28030
240800847,,,CC des Portes du Luxembourg,CC,50,20874
240800862,,,CC des Crêtes Préardennaises,CC,94,22573
240800920,,,CC de l'Argonne Ardennaise,CC,95,18086
240900431,,,CC du Pays de Tarascon,CC,20,8766
240900464,,,CC du Pays d'Olmes,CC,24,15647
241000223,,,"CC Forêts, Lacs, Terres en Champagne",CC,15,7046
241000405,,,CC de la Région de Bar-sur-Aube,CC,27,11926
241000447,,,CC du Pays d'Othe,CC,14,8043
241000488,,,CC de l'Orvin et de l'Ardusson,CC,25,8703
241100593,,,CA Le Grand Narbonne,CA,37,129725
241200187,,,CA Rodez Agglomération,CA,8,58582
241200542,,,CC du Réquistanais,CC,11,5616
241200567,,,CC de Millau Grands Causses,CC,15,30872
241200625,,,CC du Pays Rignacois,CC,8,5719
241200641,,,CC Conques-Marcillac,CC,12,12200
241200658,,,CC du Pays de Salars,CC,9,8046
241200674,,,CC du Plateau de Montbazens,CC,13,6386
241200765,,,CC de Lévézou Pareloup,CC,10,5626
241200807,,,CC Aveyron Bas Ségala Viaur,CC,7,5806
241200906,,,CC Larzac et Vallées,CC,16,5464
241200914,,,CC de la Muse et des Raspes du Tarn,CC,13,5540
241300375,,,CC Vallée des Baux-Alpilles (Cc Vba),CC,10,28346
241300417,,,CA d'Arles-Crau-Camargue-Montagnette,CA,6,87365
241400415,,,CC Coeur Côte Fleurie,CC,12,21759
241400514,,,CC du Pays de Falaise,CC,58,28962
241400555,,,CC de Bayeux Intercom,CC,36,30884
241400761,,,CC de Cambremer,CC,22,5731
241400860,,,CC Coeur de Nacre,CC,12,24533
241400878,,,CC Blangy-Pont-l'Evêque Intercom,CC,45,19916
241500230,,,CA du Bassin d'Aurillac,CA,25,55891
241500255,,,CC du Pays Gentiane,CC,13,5687
241500271,,,CC du Pays de Mauriac,CC,11,7133
241501055,,,CC Sumène - Artense,CC,16,8802
241501089,,,CC Cère et Goul en Carladès,CC,11,5088
241501139,,,CC du Pays de Salers,CC,27,8906
241600303,,,CC du Rouillacais,CC,17,10337
241700434,,,CA de la Rochelle,CA,28,172851
241700459,,,CC de l'Ile de Ré,CC,10,17920
241700517,,,CC Charente-Arnoult-Coeur de Saintonge,CC,18,17660
241700624,,,CC de l'Ile d'Oléron,CC,8,22643
241700632,,,CC de Gémozac et de la Saintonge Viticole,CC,16,14346
241700640,,,CA Royan Atlantique,CA,33,84156
241700699,,,CC du Bassin de Marennes,CC,7,15743
241800325,,,CC Les Villages de la Forêt,CC,5,5444
241800374,,,CC La Septaine,CC,17,11028
241800424,,,CC Le Dunois,CC,17,7963
241800432,,,CC Les Trois Provinces,CC,11,5356
241800457,,,CC Fercher Pays Florentais,CC,9,12074
241800507,,,CA Bourges Plus,CA,16,100383
241900133,,,CC de Ventadour - Egletons - Monédières,CC,20,11218
241927201,,,CA Tulle Agglo,CA,45,46092
241927243,,,CC du Pays d'Uzerche,CC,12,9977
242000354,,,CA de Bastia,CA,5,59150
242000495,,,CC de l'Alta Rocca,CC,18,8656
242000503,,,CC Celavu-Prunelli,CC,10,8651
242010056,,,CA du Pays Ajaccien,CA,10,85235
242010130,,,CC du Sartenais Valinco,CC,18,11740
242020071,,,CC du Centre Corse,CC,10,9862
242020105,,,CC de Calvi Balagne,CC,14,11986
242100154,,,CC des Vallées de la Tille et de l'Ignon,CC,23,13648
242100410,,,Dijon Métropole,ME,24,257843
242101434,,,CC du Pays Châtillonnais,CC,107,21212
242101442,,,CC de Saulieu,CC,12,5672
242101459,,,CC du Pays d'Alésia et de la Seine,CC,24,7817
242101491,,,CC du Montbardois,CC,33,11300
242101509,,,CC Rives de Saône,CC,38,21204
242200715,,,CC du Kreiz-Breizh (Cckb),CC,23,19486
242400752,,,CC Périgord-Limousin,CC,22,14705
242400935,,,CC du Pays de Saint-Aulaye,CC,6,6791
242401024,,,CC Isle-Loue-Auvézère en Périgord,CC,28,14213
242500320,,,CC de Montbenoît,CC,16,7642
242500338,,,CC du Grand Pontarlier,CC,10,27650
242500361,,,CA du Grand Besançon,CA,69,198248
242504116,,,CC du Val de Morteau,CC,8,20895
242504181,,,CC des Portes du Haut-Doubs,CC,47,26070
242504355,,,CC du Plateau de Russey,CC,17,6790
242504371,,,CC du Pays de Sancey-Belleherbe,CC,27,5555
242504447,,,CC du Doubs Baumois,CC,58,16600
242504488,,,CC Altitude 800,CC,11,6566
242504496,,,CC du Plateau de Frasne et du Val de Drugeon (Cfd),CC,10,6066
242600252,,,CC du Val de Drôme,CC,30,31134
242600492,,,CC Dieulefit-Bourdeaux,CC,21,9682
242600534,,,CC du Diois,CC,51,11828
242700276,,,CC du Pays de Conches,CC,25,19263
242700607,,,CC du Pays du Neubourg,CC,36,19476
242700623,,,CC Eure-Madrie-Seine,CC,16,27705
242852465,,,CC du Bonnevalais,CC,19,12830
242900074,,,CC du Pays d'Iroise,CC,19,48810
242900314,,,Brest Métropole,ME,8,213462
242900553,,,CC du Pays des Abers,CC,13,41372
242900561,,,CC de Haute-Cornouaille,CC,11,15332
242900629,,,CC Cap Sizun - Pointe du Raz,CC,10,15878
242900645,,,CC Douarnenez Communauté,CC,5,19113
242900660,,,CC du Pays Fouesnantais,CC,7,28405
242900694,,,CA Quimperlé Communauté,CA,16,57064
242900702,,,CC du Pays Bigouden Sud,CC,12,38688
242900710,,,CC du Haut Pays Bigouden,CC,10,18439
242900744,,,CC Poher Communauté,CC,11,16251
242900751,,,CC du Pays de Landivisiau,CC,19,33987
242900769,,,CA Concarneau Cornouaille Agglomération,CA,9,51688
242900793,,,CC Communauté Lesneven Côte des Légendes,CC,14,28135
242900801,,,CC du Pays de Landerneau-Daoulas,CC,22,49384
242900835,,,CA Morlaix Communauté,CA,27,66726
243000270,,,CC du Pays Viganais,CC,22,10545
243000296,,,CC du Pays de Sommières,CC,18,22962
243000569,,,"CC Rhony, Vistre, Vidourle",CC,10,26621
243000585,,,CC Beaucaire Terre d'Argence,CC,5,31272
243000593,,,CC de Petite Camargue,CC,5,26747
243000643,,,CA de Nîmes Métropole,CA,39,261754
243000650,,,CC Terre de Camargue,CC,3,20482
243000684,,,CC du Pont du Gard,CC,17,26424
243100518,,,Toulouse Métropole,ME,37,768494
243100567,,,CC Lauragais Revel Sorezois,CC,28,22075
243100633,,,CA du Sicoval,CA,36,77596
243100732,,,CC des Coteaux du Girou,CC,18,21376
243100773,,,CC Val'Aïgo,CC,8,14574
243100781,,,CC de la Save au Touch,CC,7,39918
243100815,,,CC des Coteaux Bellevue,CC,7,20219
243200391,,,CC de la Lomagne Gersoise,CC,43,20249
243200409,,,CC du Bas Armagnac,CC,26,8905
243200417,,,CC de la Tenarèze,CC,26,15324
243200425,,,CC Coeur d'Astarac en Gascogne,CC,19,8293
243200458,,,CC du Grand Armagnac,CC,25,13485
243200508,,,CC Bastides et Vallons du Gers,CC,30,7542
243200599,,,CC du Saves,CC,32,9845
243200607,,,CC Artagnan de Fezensac,CC,25,7289
243300316,,,Bordeaux Métropole,ME,28,787107
243300563,,,CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas),CA,4,66816
243300811,,,CC de l'Estuaire - Canton de Saint-Ciers-sur-Gironde,CC,15,15959
243301165,,,CC Jalle-Eau-Bourde,CC,3,30140
243301181,,,CC Latitude Nord Gironde,CC,11,19583
243301215,,,CC du Créonnais,CC,15,16999
243301223,,,CC Grand Cubzaguais,CC,16,34431
243301249,,,CC du Secteur de Saint-Loubès,CC,6,26692
243301264,,,CC de Montesquieu,CC,13,42981
243301355,,,CC des Coteaux Bordelais,CC,8,19135
243301371,,,CC du Pays Foyen,CC,20,16932
243301389,,,CC Médullienne,CC,10,20443
243301397,,,CC du Fronsadais,CC,18,17198
243301405,,,CC du Val de l'Eyre,CC,5,19582
243301439,,,CC des Portes de l'Entre-deux-Mers,CC,11,20908
243301447,,,CC Médoc Estuaire,CC,10,27766
243301454,,,CC Castillon/Pujols,CC,31,19434
243301504,,,CA du Bassin Nord,CA,8,65369
243400017,,,Montpellier Méditerranée Métropole,ME,31,465407
243400355,,,CC du Clermontais,CC,21,27794
243400470,,,CA du Pays de l'Or,CA,8,45322
243400488,,,CC La Domitienne,CC,8,27784
243400520,,,CC du Pays de Lunel,CC,15,49190
243400694,,,CC Vallée de l'Hérault,CC,28,37773
243400736,,,CC des Cévennes Gangeoises et Suménoises,CC,13,13453
243400769,,,CA de Béziers-Méditerranée,CA,17,124756
243400819,,,CA Hérault-Méditerranée,CA,20,77773
243500139,,,Rennes Métropole,ME,43,450593
243500550,,,CC Montfort Communauté,CC,8,25637
243500618,,,CC de Brocéliande,CC,8,18131
243500634,,,CC Au Pays de la Roche aux Fées,CC,16,26791
243500659,,,CC Pays de Châteaugiron Communauté,CC,6,25573
243500667,,,CC du Val d'Ille-Aubigné,CC,19,35594
243500725,,,CC Côte d'Émeraude,CC,9,31423
243500733,,,CC Bretagne Romantique,CC,27,35306
243500741,,,CA Redon Agglomération,CA,31,68311
243500774,,,CC Liffré-Cormier Communauté,CC,9,25772
243500782,,,CA du Pays de Saint-Malo - Saint-Malo Agglomération,CA,18,84407
243600202,,,CC Chabris - Pays de Bazelle,CC,10,6462
243600236,,,CC du Pays d'Issoudun,CC,12,20874
243600293,,,CC de la Région de Levroux,CC,11,6504
243600301,,,CC Val de l'Indre - Brenne,CC,12,13991
243600319,,,CC Brenne - Val de Creuse,CC,28,18870
243600327,,,CA Châteauroux Métropole,CA,14,75845
243600343,,,CC Coeur de Brenne,CC,11,4997
243600350,,,CC de la Châtre et Sainte-Sévère,CC,30,17221
243700499,,,CC du Castelrenaudais,CC,16,17211
243700754,,,Tours Métropole Val de Loire,ME,22,299177
243700820,,,CC de Bléré Val de Cher,CC,15,21879
243800455,,,CA Viennagglo,CA,18,69224
243800604,,,CA Porte de l'Isère (C.A.P.I),CA,22,107169
243800745,,,CC de l'Oisans,CC,19,10940
243800778,,,CC du Pays Roussillonnais,CC,22,53098
243800844,,,CC du Territoire de Beaurepaire,CC,15,15687
243800935,,,CC Lyon Saint-Éxupéry-en-Dauphiné,CC,6,26977
243800984,,,CA du Pays Voironnais,CA,31,95953
243801024,,,CC du Massif du Vercors,CC,6,12295
243801073,,,CC de Bièvre Est,CC,14,22343
243801255,,,CC des Collines du Nord Dauphiné,CC,10,24366
243900354,,,CC de la Station des Rousses-Haut Jura,CC,4,7095
243900412,,,CC Jura Sud,CC,17,7281
243900420,,,CC du Val d'Amour,CC,24,9717
243900479,,,CC du Haut-Jura (Arcade),CC,4,9887
243900560,,,CC Jura Nord,CC,33,11751
243900610,,,CC La Grandvallière,CC,10,5339
243900719,,,CC du Pays des Lacs,CC,30,6303
243901071,,,CC de la Région d'Orgelet,CC,25,6017
243901089,,,CC de la Plaine Jurassienne,CC,21,9511
244000543,,,CC de Mimizan,CC,6,12305
244000659,,,CC du Seignanx,CC,8,27241
244000675,,,CA du Grand Dax,CA,20,57080
244000691,,,CC du Pays Morcenais,CC,9,9808
244000766,,,CC du Pays Tarusate,CC,17,17891
244000774,,,CC du Pays de Villeneuve en Armagnac Landais,CC,12,6398
244000808,,,CA Mont-de-Marsan Agglomération,CA,18,56396
244000824,,,CC du Pays Grenadois,CC,11,7920
244000857,,,CC Côte Landes Nature,CC,10,11565
244000865,,,CC Maremne Adour Côte Sud,CC,23,65319
244000873,,,CC des Grands Lacs,CC,7,29620
244000881,,,CC Coteaux et Vallées des Luys,CC,16,7823
244100293,,,CC des Collines du Perche,CC,12,6374
244100780,,,CC de la Sologne des Étangs,CC,11,8123
244100798,,,CC du Grand Chambord,CC,17,21566
244100806,,,CC de la Sologne des Rivières,CC,8,12092
244200614,,,CC des Vals d'Aix et Isable,CC,14,6189
244200622,,,CC des Monts du Pilat,CC,16,15570
244200630,,,CC du Pays entre Loire et Rhône,CC,16,14063
244200770,,,Saint-Etienne Métropole,ME,53,409382
244200820,,,CC du Pays d'Urfé,CC,11,5346
244200895,,,CC du Pilat Rhodanien,CC,14,17135
