Département,siren,Commune,Nom unique,EPCI_nom (==> données : tC.ha-1),nature,nb_com,poptot,cultures,prairies,forêts,zones humides,vergers,vignes,sols artificialisés,sols artificiels imperméabilisés,sols artificiels enherbés,sols artificiels arborés et buissonants,f_cult_for_%zpc,f_for_cult_%zpc,f_cult_prai_%zpc,f_prai_cult_%zpc,f_prai_for_%zpc,f_for_prai_%zpc,f_cult_zh_%zpc,f_zh_cult_%zpc,f_prai_zh_%zpc,f_zh_prai_%zpc,f_for_zh_%zpc,f_zh_for_%zpc,f_prai_verg_%zpc,f_verg_prai_%zpc,f_for_verg_%zpc,f_verg_for_%zpc,f_prairies_vign_%zpc,f_vign_prai_%zpc,f_for_vign_%zpc,f_vign_for_%zpc,f_for_art_ imp_%zpc,f_prai_art_imp_%zpc,f_cult_art_imp_%zpc,f_for_art_enh_%zpc,f_prai_art_enh_%zpc,f_cult_art_enh_%zpc,f_for_art_arb_%zpc,f_ prai_art_arb_%zpc,f_cult_art_arb_%zpc,
,200041614,,,CC Aunis Sud,CC,25,31943,48.56815479,80.15446051,77.00498843,125,46,39,40.07723025,30,80.15446051,77.00498843,0.41707356,-0.710920841,0.619091592,-1.200279617,-0.063556346,0.063556346,76.43184521,-76.43184521,44.84553949,-44.84553949,47.99501157,-47.99501157,-1.297869499,0.669427426,-0.775124711,0.45473983,-1.563869499,0.806627426,-0.950124711,0.557406497,-47.00498843,-50.15446051,-18.56815479,3.149472074,0,31.58630572,0,-3.149472074,28.43683364,
,200041622,,,CC Ardennes Thiérache,CC,37,10217,52,91.9592954,80.26826946,125,46,39,45.9796477,30,91.9592954,80.26826946,0.414601285,-0.706706736,0.78320219,-1.518453225,-0.235924904,0.235924904,73,-73,33.0407046,-33.0407046,44.73173054,-44.73173054,-1.746453225,0.90080219,-0.856706736,0.502601285,-2.012453225,1.03800219,-1.031706736,0.605267952,-50.26826946,-61.9592954,-22,11.69102594,0,39.9592954,0,-11.69102594,28.26826946,
,200041630,,,CA Ardenne Métropole,CA,61,129082,53.40259119,87.62997775,80.43516013,125,46,39,43.81498887,30,87.62997775,80.43516013,0.396477678,-0.675814223,0.670856777,-1.300640689,-0.14519142,0.14519142,71.59740881,-71.59740881,37.37002225,-37.37002225,44.56483987,-44.56483987,-1.581939154,0.815947564,-0.860879003,0.505049015,-1.847939154,0.953147564,-1.035879003,0.607715682,-50.43516013,-57.62997775,-23.40259119,7.194817622,0,34.22738656,0,-7.194817622,27.03256894,
,200041689,,,CC Vals de Saintonge,CC,111,54457,49.14943684,77.47203331,72.49437769,125,46,39,38.73601665,30,77.47203331,72.49437769,0.342392466,-0.583623521,0.555122891,-1.076258666,-0.10044909,0.10044909,75.85056316,-75.85056316,47.52796669,-47.52796669,52.50562231,-52.50562231,-1.195937266,0.616851853,-0.662359442,0.388584206,-1.461937266,0.754051853,-0.837359442,0.491250873,-42.49437769,-47.47203331,-19.14943684,4.977655619,0,28.32259647,0,-4.977655619,23.34494085,
,200041721,,,CC de la Haute Comté,CC,38,18634,53.44710678,91.20587967,82.75736056,125,46,39,45.60293983,30,91.20587967,82.75736056,0.429883722,-0.732756345,0.740071949,-1.43483337,-0.170491116,0.170491116,71.55289322,-71.55289322,33.79412033,-33.79412033,42.24263944,-42.24263944,-1.717823427,0.886035241,-0.918934014,0.539107955,-1.983823427,1.023235241,-1.093934014,0.641774622,-52.75736056,-61.20587967,-23.44710678,8.448519104,0,37.75877289,0,-8.448519104,29.31025378,
,200041762,,,CA Rochefort Océan,CA,25,64952,49.00395921,78.4404113,74.0083094,125,46,39,39.22020565,30,78.4404113,74.0083094,0.366730469,-0.625108755,0.576954461,-1.11858518,-0.089439817,0.089439817,75.99604079,-75.99604079,46.5595887,-46.5595887,50.9916906,-50.9916906,-1.23273563,0.635832062,-0.700207735,0.410788538,-1.49873563,0.773032062,-0.875207735,0.513455204,-44.0083094,-48.4404113,-19.00395921,4.432101909,0,29.4364521,0,-4.432101909,25.00435019,
,200041853,,,CC du Pays de Montbozon et du Chanois,CC,27,6774,51.98987975,88.89028448,78.89640874,125,46,39,44.44514224,30,88.89028448,78.89640874,0.394629092,-0.672663225,0.723247933,-1.40221538,-0.201676413,0.201676413,73.01012025,-73.01012025,36.10971552,-36.10971552,46.10359126,-46.10359126,-1.62983081,0.840649576,-0.822410218,0.482480661,-1.89583081,0.977849576,-0.997410218,0.585147328,-48.89640874,-58.89028448,-21.98987975,9.993875746,0,36.90040473,0,-9.993875746,26.90652898,
,200041861,,,CC du Triangle Vert,CC,42,11331,53.06533688,88.29305457,80.32482886,125,46,39,44.14652728,30,88.29305457,80.32482886,0.399805882,-0.681487299,0.690463267,-1.338653272,-0.160798795,0.160798795,71.93466312,-71.93466312,36.70694543,-36.70694543,44.67517114,-44.67517114,-1.607136073,0.828943869,-0.858120721,0.503430823,-1.873136073,0.966143869,-1.033120721,0.60609749,-50.32482886,-58.29305457,-23.06533688,7.968225709,0,35.22771768,0,-7.968225709,27.25949197,
,200041879,,,CC Terres de Saône,CC,38,13707,53.60643546,88.24816072,81.59543999,125,46,39,44.12408036,30,88.24816072,81.59543999,0.4105054,-0.699725113,0.678977815,-1.31638556,-0.134251904,0.134251904,71.39356454,-71.39356454,36.75183928,-36.75183928,43.40456001,-43.40456001,-1.605430107,0.82806395,-0.889886,0.522066453,-1.871430107,0.96526395,-1.064886,0.62473312,-51.59543999,-58.24816072,-23.60643546,6.65272073,0,34.64172526,0,-6.65272073,27.98900453,
,200041887,,,CC du Val Marnaysien,CC,45,14301,50.29196487,71.96483984,63.32426226,125,46,39,35.98241992,30,71.96483984,63.32426226,0.191140362,-0.325807435,0.42478835,-0.823569249,-0.174366856,0.174366856,74.70803513,-74.70803513,53.03516016,-53.03516016,61.67573774,-61.67573774,-0.986663914,0.508910861,-0.433106556,0.25408918,-1.252663914,0.646110861,-0.608106556,0.356755846,-33.32426226,-41.96483984,-20.29196487,8.640577588,0,21.67287498,0,-8.640577588,13.03229739,
,200041960,,,CC Pévèle-Carembault,CC,38,95891,49.92120245,69.59098162,60.90617181,125,46,39,34.79549081,30,69.59098162,60.90617181,0.161112884,-0.274624234,0.385527672,-0.747451608,-0.175259462,0.175259462,75.07879755,-75.07879755,55.40901838,-55.40901838,64.09382819,-64.09382819,-0.896457301,0.46238324,-0.372654295,0.218623853,-1.162457301,0.59958324,-0.547654295,0.32129052,-30.90617181,-39.59098162,-19.92120245,8.684809805,0,19.66977916,0,-8.684809805,10.98496936,
,200041994,,,CC Haut Val de Sèvre,CC,19,30608,50.50024782,72.00148692,63.00148692,125,46,39,36.00074346,30,72.00148692,63.00148692,0.183351507,-0.312530978,0.421424286,-0.817047086,-0.18162,0.18162,74.49975218,-74.49975218,52.99851308,-52.99851308,61.99851308,-61.99851308,-0.988056503,0.509629144,-0.425037173,0.249355142,-1.254056503,0.646829144,-0.600037173,0.352021808,-33.00148692,-42.00148692,-20.50024782,9,0,21.5012391,0,-9,12.5012391,
,200042000,,,CC Bruyères-Vallons des Vosges,CC,34,15827,52.24364287,94.52003309,81.71378971,125,46,39,47.26001654,30,94.52003309,81.71378971,0.43222882,-0.736753671,0.828617248,-1.606502828,-0.258429991,0.258429991,72.75635713,-72.75635713,30.47996691,-30.47996691,43.28621029,-43.28621029,-1.843761257,0.950992649,-0.892844743,0.523802249,-2.109761257,1.088192649,-1.067844743,0.626468916,-51.71378971,-64.52003309,-22.24364287,12.80624337,0,42.27639021,0,-12.80624337,29.47014684,
,200042174,,,CA Lorient Agglomération,CA,25,207293,50.01040876,69.7883838,60.88307048,125,46,39,34.8941919,30,69.7883838,60.88307048,0.159465705,-0.271816543,0.387648311,-0.751563051,-0.179709223,0.179709223,74.98959124,-74.98959124,55.2116162,-55.2116162,64.11692952,-64.11692952,-0.903958584,0.466252322,-0.372076762,0.218285034,-1.169958584,0.603452322,-0.547076762,0.3209517,-30.88307048,-39.7883838,-20.01040876,8.905313321,0,19.77797503,0,-8.905313321,10.87266171,
,200042182,,,CC du Mont des Avaloirs,CC,26,16950,51.82900472,83.9525336,74.99850637,125,46,39,41.9762668,30,83.9525336,74.99850637,0.339819358,-0.579237541,0.629621166,-1.220694097,-0.180692269,0.180692269,73.17099528,-73.17099528,41.0474664,-41.0474664,50.00149363,-50.00149363,-1.442196277,0.743869659,-0.724962659,0.425311427,-1.708196277,0.881069659,-0.899962659,0.527978093,-44.99850637,-53.9525336,-21.82900472,8.954027228,0,32.12352888,0,-8.954027228,23.16950165,
,200042190,,,CA de la Porte du Hainaut,CA,46,159883,50.22727812,70.45729448,61.53397957,125,46,39,35.22864724,30,70.45729448,61.53397957,0.165831621,-0.282667536,0.396508321,-0.768740622,-0.180072495,0.180072495,74.77272188,-74.77272188,54.54270552,-54.54270552,63.46602043,-63.46602043,-0.92937719,0.479362972,-0.388349489,0.2278317,-1.19537719,0.616562972,-0.563349489,0.330498367,-31.53397957,-40.45729448,-20.22727812,8.923314909,0,20.23001636,0,-8.923314909,11.30670145,
,200042372,,,CC des Coteaux Arrats Gimone,CC,30,10735,44.66244066,59.01616267,79.14245524,125,46,39,29.50808133,30,59.01616267,79.14245524,0.505706881,-0.862000365,0.281332951,-0.545441436,0.406148584,-0.406148584,80.33755934,-80.33755934,65.98383733,-65.98383733,45.85754476,-45.85754476,-0.494614181,0.255116788,-0.828561381,0.486089344,-0.760614181,0.392316788,-1.003561381,0.58875601,-49.14245524,-29.01616267,-14.66244066,-20.12629257,0,14.35372201,0,20.12629257,34.48001458,
,200042414,,,CC Bresse Revermont 71,CC,17,10043,50.00360248,69.02161486,60.02161486,125,46,39,34.51080743,30,69.02161486,60.02161486,0.146930848,-0.25045031,0.372753043,-0.722684471,-0.18162,0.18162,74.99639752,-74.99639752,55.97838514,-55.97838514,64.97838514,-64.97838514,-0.874821365,0.451223651,-0.350540372,0.205650351,-1.140821365,0.588423651,-0.525540372,0.308317018,-30.02161486,-39.02161486,-20.00360248,9,0,19.01801239,0,-9,10.01801239,
,200042463,,,CC de la Montagne Noire,CC,23,6058,47.9560967,69.24379786,65.66913187,125,46,39,34.62189893,30,69.24379786,65.66913187,0.259791183,-0.442825879,0.417238943,-0.808932644,-0.07213676,0.07213676,77.0439033,-77.0439033,55.75620214,-55.75620214,59.33086813,-59.33086813,-0.883264319,0.455578438,-0.491728297,0.288480601,-1.149264319,0.592778438,-0.666728297,0.391147267,-35.66913187,-39.24379786,-17.9560967,3.574665989,0,21.28770116,0,-3.574665989,17.71303517,
,200042497,,,CC Dombes Saône Vallée,CC,19,38120,50.49482451,71.96894707,62.96894707,125,46,39,35.98447353,30,71.96894707,62.96894707,0.182953797,-0.311853064,0.420892802,-0.816016657,-0.18162,0.18162,74.50517549,-74.50517549,53.03105293,-53.03105293,62.03105293,-62.03105293,-0.986819988,0.508991362,-0.424223677,0.24887789,-1.252819988,0.646191362,-0.599223677,0.351544557,-32.96894707,-41.96894707,-20.49482451,9,0,21.47412255,0,-9,12.47412255,
,200042604,,,"CC de Granville, Terre et Mer",CC,32,46379,50.36554329,71.46871484,62.50464376,125,46,39,35.73435742,30,71.46871484,62.50464376,0.17804014,-0.303477512,0.413622162,-0.801920519,-0.180894954,0.180894954,74.63445671,-74.63445671,53.53128516,-53.53128516,62.49535624,-62.49535624,-0.967811164,0.499186811,-0.412616094,0.242068108,-1.233811164,0.636386811,-0.587616094,0.344734775,-32.50464376,-41.46871484,-20.36554329,8.964071075,0,21.10317154,0,-8.964071075,12.13910047,
,200042620,,,CC de la Région de Suippes,CC,16,8005,52,89,79,125,46,39,44.5,30,89,79,0.396,-0.675,0.7252,-1.406,-0.2018,0.2018,73,-73,36,-36,46,-46,-1.634,0.8428,-0.825,0.484,-1.9,0.98,-1,0.586666667,-49,-59,-22,10,0,37,0,-10,27,
,200042646,,,CC Grand Orb CC en Languedoc,CC,24,21015,42.81399746,59.14193515,68.44436712,125,46,39,29.57096757,30,59.14193515,68.44436712,0.375912088,-0.640759241,0.320027579,-0.620461632,0.187723077,-0.187723077,82.18600254,-82.18600254,65.85806485,-65.85806485,56.55563288,-56.55563288,-0.499393536,0.257581929,-0.561109178,0.329184051,-0.765393536,0.394781929,-0.736109178,0.431850718,-38.44436712,-29.14193515,-12.81399746,-9.30243197,0,16.32793769,0,9.30243197,25.63036966,
,200042653,,,CC Sud-Hérault,CC,17,17874,42.05083671,54.89694197,78.46496266,125,46,39,27.44847099,30,54.89694197,78.46496266,0.534073847,-0.910353149,0.251783663,-0.488152,0.475602657,-0.475602657,82.94916329,-82.94916329,70.10305803,-70.10305803,46.53503734,-46.53503734,-0.338083795,0.174380063,-0.811624066,0.476152786,-0.604083795,0.311580063,-0.986624066,0.578819452,-48.46496266,-24.89694197,-12.05083671,-23.56802069,0,12.84610526,0,23.56802069,36.41412595,
,200042703,,,CC de l'Argonne Champenoise,CC,60,12546,51.98496443,90.61969193,79.61575391,125,46,39,45.30984596,30,90.61969193,79.61575391,0.405251579,-0.690769737,0.757240659,-1.468119645,-0.222059469,0.222059469,73.01503557,-73.01503557,34.38030807,-34.38030807,45.38424609,-45.38424609,-1.695548293,0.874545962,-0.840393848,0.493031057,-1.961548293,1.011745962,-1.015393848,0.595697724,-49.61575391,-60.61969193,-21.98496443,11.00393802,0,38.6347275,0,-11.00393802,27.63078948,
,200042729,,,CC de la Baie du Cotentin,CC,30,24174,50.32694695,72.25452877,63.63759457,125,46,39,36.12726439,30,72.25452877,63.63759457,0.195222832,-0.332766191,0.429780604,-0.833248109,-0.173889732,0.173889732,74.67305305,-74.67305305,52.74547123,-52.74547123,61.36240543,-61.36240543,-0.997672093,0.514588764,-0.440939864,0.25868472,-1.263672093,0.651788764,-0.615939864,0.361351387,-33.63759457,-42.25452877,-20.32694695,8.6169342,0,21.92758182,0,-8.6169342,13.31064762,
,200042901,,,CC Drôme Sud Provence,CC,14,42670,46.76097338,63.37553051,72.62404976,125,46,39,31.68776525,30,63.37553051,72.62404976,0.37932512,-0.646576909,0.32564532,-0.631353171,0.186635118,-0.186635118,78.23902662,-78.23902662,61.62446949,-61.62446949,52.37595024,-52.37595024,-0.660270159,0.340560398,-0.665601244,0.390486063,-0.926270159,0.477760398,-0.840601244,0.49315273,-42.62404976,-33.37553051,-16.76097338,-9.248519248,0,16.61455713,0,9.248519248,25.86307638,
,200042935,,,CA Haut - Bugey Agglomération,CA,36,58985,53.77106231,93.72283282,87.26495743,125,46,39,46.86141641,30,93.72283282,87.26495743,0.491243795,-0.837347378,0.783054702,-1.518167279,-0.130319925,0.130319925,71.22893769,-71.22893769,31.27716718,-31.27716718,37.73504257,-37.73504257,-1.813467647,0.935367523,-1.031623936,0.605219376,-2.079467647,1.072567523,-1.206623936,0.707886042,-57.26495743,-63.72283282,-23.77106231,6.457875386,0,39.95177051,0,-6.457875386,33.49389513,
,200042943,,,CC du Cap Corse,CC,18,6935,42.60175949,54.65865099,80.95190593,125,46,39,27.32932549,30,54.65865099,80.95190593,0.562468815,-0.958753661,0.236315073,-0.458161877,0.530597885,-0.530597885,82.39824051,-82.39824051,70.34134901,-70.34134901,44.04809407,-44.04809407,-0.329028738,0.169709559,-0.873797648,0.512627954,-0.595028738,0.306909559,-1.048797648,0.61529462,-50.95190593,-24.65865099,-12.60175949,-26.29325494,0,12.0568915,0,26.29325494,38.35014644,
,200042992,,,CC Perthois-Bocage et Der,CC,25,5792,47.06331978,63.12663955,69.64909216,125,46,39,31.56331978,30,63.12663955,69.64909216,0.331257995,-0.56464431,0.314841068,-0.610406152,0.131623094,-0.131623094,77.93668022,-77.93668022,61.87336045,-61.87336045,55.35090784,-55.35090784,-0.650812303,0.335682135,-0.591227304,0.346853352,-0.916812303,0.472882135,-0.766227304,0.449520018,-39.64909216,-33.12663955,-17.06331978,-6.522452605,0,16.06331978,0,6.522452605,22.58577238,
,200043016,,,CC Val de Charente,CC,34,14778,49.33827446,76.77728532,71.25806712,125,46,39,38.38864266,30,76.77728532,71.25806712,0.321490292,-0.547994816,0.537804613,-1.042682413,-0.111377823,0.111377823,75.66172554,-75.66172554,48.22271468,-48.22271468,53.74193288,-53.74193288,-1.169536842,0.603234792,-0.631451678,0.370451651,-1.435536842,0.740434792,-0.806451678,0.473118318,-41.25806712,-46.77728532,-19.33827446,5.519218202,0,27.43901086,0,-5.519218202,21.91979266,
,200043065,,,CC du Val d'Amboise,CC,14,29057,43,55,83,125,46,39,27.5,30,55,83,0.586666667,-1,0.2352,-0.456,0.56504,-0.56504,82,-82,70,-70,42,-42,-0.342,0.1764,-0.925,0.542666667,-0.608,0.3136,-1.1,0.645333333,-53,-25,-13,-28,0,12,0,28,40,
,200043081,,,"CC Chinon, Vienne et Loire",CC,19,24375,42.37575113,56.24849773,80.65906675,125,46,39,28.12424887,30,56.24849773,80.65906675,0.561488629,-0.95708289,0.271905833,-0.527164371,0.492605283,-0.492605283,82.62424887,-82.62424887,68.75150227,-68.75150227,44.34093325,-44.34093325,-0.389442914,0.200870556,-0.866476669,0.508332979,-0.655442914,0.338070556,-1.041476669,0.610999646,-50.65906675,-26.24849773,-12.37575113,-24.41056902,0,13.8727466,0,24.41056902,38.28331562,
,200043123,,,CC Auray Quiberon Terre Atlantique,CC,24,88373,49.79811772,69.46115124,60.67929623,125,46,39,34.73057562,30,69.46115124,60.67929623,0.159590618,-0.272029463,0.385395457,-0.747195274,-0.177217834,0.177217834,75.20188228,-75.20188228,55.53884876,-55.53884876,64.32070377,-64.32070377,-0.891523747,0.459838564,-0.366982406,0.215296345,-1.157523747,0.597038564,-0.541982406,0.317963011,-30.67929623,-39.46115124,-19.79811772,8.781855012,0,19.66303352,0,-8.781855012,10.88117851,
,200043156,,,CC du Pays Rethélois,CC,65,30681,52.29048544,89.72567521,80.58078081,125,46,39,44.8628376,30,89.72567521,80.58078081,0.414924332,-0.707257384,0.733729719,-1.422537211,-0.184543969,0.184543969,72.70951456,-72.70951456,35.27432479,-35.27432479,44.41921919,-44.41921919,-1.661575658,0.857023234,-0.86451952,0.507184785,-1.927575658,0.994223234,-1.03951952,0.609851452,-50.58078081,-59.72567521,-22.29048544,9.144894399,0,37.43518977,0,-9.144894399,28.29029537,
,200043172,,,CA du Bassin de Brive,CA,48,110812,48.81695349,72.3841818,65.2936248,125,46,39,36.1920909,30,72.3841818,65.2936248,0.241657846,-0.411916783,0.461917675,-0.895554676,-0.14308744,0.14308744,76.18304651,-76.18304651,52.6158182,-52.6158182,59.7063752,-59.7063752,-1.002598908,0.517129963,-0.48234062,0.282973164,-1.268598908,0.654329963,-0.65734062,0.38563983,-35.2936248,-42.3841818,-18.81695349,7.090557002,0,23.56722831,0,-7.090557002,16.47667131,
,200043263,,,CC Coeur de l'Avesnois,CC,43,31083,52,89.03585906,79.01536817,125,46,39,44.51792953,30,89.03585906,79.01536817,0.3962254,-0.675384204,0.725902838,-1.407362644,-0.202213506,0.202213506,73,-73,35.96414094,-35.96414094,45.98463183,-45.98463183,-1.635362644,0.843502838,-0.825384204,0.4842254,-1.901362644,0.980702838,-1.000384204,0.586892066,-49.01536817,-59.03585906,-22,10.02049089,0,37.03585906,0,-10.02049089,27.01536817,
,200043321,,,CC du Pays de Mormal,CC,53,49315,53.7810499,93.69940477,87.27842375,125,46,39,46.84970239,30,93.69940477,87.27842375,0.491294817,-0.837434346,0.782399756,-1.516897485,-0.129575397,0.129575397,71.2189501,-71.2189501,31.30059523,-31.30059523,37.72157625,-37.72157625,-1.812577381,0.934908334,-1.031960594,0.605416882,-2.078577381,1.072108334,-1.206960594,0.708083548,-57.27842375,-63.69940477,-23.7810499,6.420981026,0,39.91835488,0,-6.420981026,33.49737385,
,200043354,,,CC de Villedieu Intercom,CC,27,16168,50.42848707,71.5709224,62.5709224,125,46,39,35.7854612,30,71.5709224,62.5709224,0.178089052,-0.303560883,0.414391733,-0.803412543,-0.18162,0.18162,74.57151293,-74.57151293,53.4290776,-53.4290776,62.4290776,-62.4290776,-0.971695051,0.501190079,-0.41427306,0.243040195,-1.237695051,0.638390079,-0.58927306,0.345706862,-32.5709224,-41.5709224,-20.42848707,9,0,21.14243533,0,-9,12.14243533,
,200043396,,,CA Maubeuge Val de Sambre,CA,43,127897,52.49163224,90.3110193,81.29428377,125,46,39,45.15550965,30,90.3110193,81.29428377,0.422438889,-0.720066288,0.741259986,-1.437136708,-0.181957723,0.181957723,72.50836776,-72.50836776,34.6889807,-34.6889807,43.70571623,-43.70571623,-1.683818733,0.868495978,-0.882357094,0.517649495,-1.949818733,1.005695978,-1.057357094,0.620316162,-51.29428377,-60.3110193,-22.49163224,9.016735527,0,37.81938706,0,-9.016735527,28.80265153,
,200043404,,,CC du Sud Avesnois,CC,12,26653,52,92.12558661,80.33953712,125,46,39,46.06279331,30,92.12558661,80.33953712,0.415646544,-0.708488428,0.786461498,-1.524772291,-0.237842479,0.237842479,73,-73,32.87441339,-32.87441339,44.66046288,-44.66046288,-1.752772291,0.904061498,-0.858488428,0.503646544,-2.018772291,1.041261498,-1.033488428,0.606313211,-50.33953712,-62.12558661,-22,11.78604949,0,40.12558661,0,-11.78604949,28.33953712,
,200043438,,,CC de la Moivre à la Coole,CC,28,10079,46.74033466,69.13015316,81.33762904,125,46,39,34.56507658,30,69.13015316,81.33762904,0.507426984,-0.864932359,0.438840443,-0.850813103,0.246346863,-0.246346863,78.25966534,-78.25966534,55.86984684,-55.86984684,43.66237096,-43.66237096,-0.87894582,0.453351002,-0.883440726,0.518285226,-1.14494582,0.590551002,-1.058440726,0.620951893,-51.33762904,-39.13015316,-16.74033466,-12.20747588,0,22.3898185,0,12.20747588,34.59729438,
,200043495,,,CA du Pays de Laon,CA,38,44421,52.12911651,91.54899437,80.54740815,125,46,39,45.77449719,30,91.54899437,80.54740815,0.416801611,-0.710457291,0.772629606,-1.497955359,-0.22201201,0.22201201,72.87088349,-72.87088349,33.45100563,-33.45100563,44.45259185,-44.45259185,-1.730861786,0.89276029,-0.863685204,0.506695319,-1.996861786,1.02996029,-1.038685204,0.609361986,-50.54740815,-61.54899437,-22.12911651,11.00158622,0,39.41987786,0,-11.00158622,28.41829164,
,200043602,,,"CC des Albères, de la Côte Vermeille et de l'Illibéris",CC,15,55960,39.47820118,52.45313164,64.62249507,125,46,39,26.22656582,30,52.45313164,64.62249507,0.368782977,-0.628607347,0.254308637,-0.493047357,0.245577754,-0.245577754,85.52179882,-85.52179882,72.54686836,-72.54686836,60.37750493,-60.37750493,-0.245219002,0.12648138,-0.465562377,0.273129928,-0.511219002,0.26368138,-0.640562377,0.375796594,-34.62249507,-22.45313164,-9.478201176,-12.16936344,0,12.97493046,0,12.16936344,25.1442939,
,200043628,,,CC des Vallées du Clain,CC,16,26486,47.29775785,73.55609798,67.26516984,125,46,39,36.77804899,30,73.55609798,67.26516984,0.292855376,-0.4991853,0.514663467,-0.997816925,-0.12695093,0.12695093,77.70224215,-77.70224215,51.44390202,-51.44390202,57.73483016,-57.73483016,-1.047131723,0.54009952,-0.531629246,0.311889158,-1.313131723,0.67729952,-0.706629246,0.414555824,-37.26516984,-43.55609798,-17.29775785,6.290928147,0,26.25834013,0,-6.290928147,19.96741199,
,200043693,,,CC Terre Lorraine du Longuyonnais,CC,27,15870,52.53860524,88.46139476,79.53860524,125,46,39,44.23069738,30,88.46139476,79.53860524,0.396,-0.675,0.704086675,-1.365066002,-0.180061893,0.180061893,72.46139476,-72.46139476,36.53860524,-36.53860524,45.46139476,-45.46139476,-1.613533001,0.832243337,-0.838465131,0.491899543,-1.879533001,0.969443337,-1.013465131,0.59456621,-49.53860524,-58.46139476,-22.53860524,8.922789528,0,35.92278953,0,-8.922789528,27,
,200043776,,,CC Pyrénées Audoises,CC,62,14603,50.37943548,78.41622805,69.09871462,125,46,39,39.20811403,30,78.41622805,69.09871462,0.274549427,-0.467981979,0.549521134,-1.065398118,-0.188027421,0.188027421,74.62056452,-74.62056452,46.58377195,-46.58377195,55.90128538,-55.90128538,-1.231816666,0.63535807,-0.577467866,0.338781148,-1.497816666,0.77255807,-0.752467866,0.441447814,-39.09871462,-48.41622805,-20.37943548,9.317513431,0,28.03679257,0,-9.317513431,18.71927914,
,200043974,,,CC du Sud Gironde,CC,37,39148,47.88330667,73.70701105,67.08761317,125,46,39,36.85350552,30,73.70701105,67.08761317,0.281663162,-0.480107662,0.506144606,-0.981300766,-0.133579449,0.133579449,77.11669333,-77.11669333,51.29298895,-51.29298895,57.91238683,-57.91238683,-1.05286642,0.543057417,-0.527190329,0.309284993,-1.31886642,0.680257417,-0.702190329,0.41195166,-37.08761317,-43.70701105,-17.88330667,6.619397879,0,25.82370437,0,-6.619397879,19.20430649,
,200043982,,,CC du Bazadais,CC,31,16234,48.46723001,72.39956388,65.04254437,125,46,39,36.19978194,30,72.39956388,65.04254437,0.243104611,-0.414382859,0.469073744,-0.909428687,-0.148464654,0.148464654,76.53276999,-76.53276999,52.60043612,-52.60043612,59.95745563,-59.95745563,-1.003183427,0.517431452,-0.476063609,0.279290651,-1.269183427,0.654631452,-0.651063609,0.381957317,-35.04254437,-42.39956388,-18.46723001,7.357019506,0,23.93233386,0,-7.357019506,16.57531436,
,200043990,,,CC Vallons de Haute-Bretagne Communauté,CC,18,43843,50.40031231,72.56582985,63.71765019,125,46,39,36.28291493,30,72.56582985,63.71765019,0.195320956,-0.332933447,0.434444144,-0.842289666,-0.178556265,0.178556265,74.59968769,-74.59968769,52.43417015,-52.43417015,61.28234981,-61.28234981,-1.009501534,0.520690265,-0.442941255,0.25985887,-1.275501534,0.657890265,-0.617941255,0.362525536,-33.71765019,-42.56582985,-20.40031231,8.848179657,0,22.16551754,0,-8.848179657,13.31733788,
,200044014,,,CC Creuse Grand Sud,CC,26,12887,52,91.5960014,80.11257203,125,46,39,45.7980007,30,91.5960014,80.11257203,0.412317723,-0.702814301,0.776081627,-1.504648053,-0.231735605,0.231735605,73,-73,33.4039986,-33.4039986,44.88742797,-44.88742797,-1.732648053,0.893681627,-0.852814301,0.500317723,-1.998648053,1.030881627,-1.027814301,0.60298439,-50.11257203,-61.5960014,-22,11.48342937,0,39.5960014,0,-11.48342937,28.11257203,
,200044030,,,CC des Sept Vallées,CC,69,30451,50.68640954,73.53398764,64.48204634,125,46,39,36.76699382,30,73.53398764,64.48204634,0.202336006,-0.34489092,0.447812531,-0.868207968,-0.182668175,0.182668175,74.31359046,-74.31359046,51.46601236,-51.46601236,60.51795366,-60.51795366,-1.04629153,0.539666158,-0.462051159,0.271070013,-1.31229153,0.676866158,-0.637051159,0.37373668,-34.48204634,-43.53398764,-20.68640954,9.0519413,0,22.8475781,0,-9.0519413,13.7956368,
,200044048,,,CC Osartis Marquion,CC,49,42317,51.0972113,78.59852707,70.409692,125,46,39,39.29926353,30,78.59852707,70.409692,0.283249717,-0.482812018,0.539025789,-1.045049999,-0.165250692,0.165250692,73.9027887,-73.9027887,46.40147293,-46.40147293,54.590308,-54.590308,-1.238744029,0.638931131,-0.6102423,0.358008816,-1.504744029,0.776131131,-0.7852423,0.460675483,-40.409692,-48.59852707,-21.0972113,8.188835064,0,27.50131576,0,-8.188835064,19.3124807,
,200044253,,,CC du Bassin de Joinville en Champagne,CC,59,13371,52.46212126,88.53787874,79.46212126,125,46,39,44.26893937,30,88.53787874,79.46212126,0.396,-0.675,0.707084847,-1.370878784,-0.183148786,0.183148786,72.53787874,-72.53787874,36.46212126,-36.46212126,45.53787874,-45.53787874,-1.616439392,0.833742423,-0.836553031,0.490777778,-1.882439392,0.970942423,-1.011553031,0.593444445,-49.46212126,-58.53787874,-22.46212126,9.075757486,0,36.07575749,0,-9.075757486,27,
