Département,siren,Commune,Nom unique,EPCI_nom (==> données : tC.ha-1),nature,nb_com,poptot,cultures,prairies,forêts,zones humides,vergers,vignes,sols artificialisés,sols artificiels imperméabilisés,sols artificiels enherbés,sols artificiels arborés et buissonants,f_cult_for_%zpc,f_for_cult_%zpc,f_cult_prai_%zpc,f_prai_cult_%zpc,f_prai_for_%zpc,f_for_prai_%zpc,f_cult_zh_%zpc,f_zh_cult_%zpc,f_prai_zh_%zpc,f_zh_prai_%zpc,f_for_zh_%zpc,f_zh_for_%zpc,f_prai_verg_%zpc,f_verg_prai_%zpc,f_for_verg_%zpc,f_verg_for_%zpc,f_prairies_vign_%zpc,f_vign_prai_%zpc,f_for_vign_%zpc,f_vign_for_%zpc,f_for_art_ imp_%zpc,f_prai_art_imp_%zpc,f_cult_art_imp_%zpc,f_for_art_enh_%zpc,f_prai_art_enh_%zpc,f_cult_art_enh_%zpc,f_for_art_arb_%zpc,f_ prai_art_arb_%zpc,f_cult_art_arb_%zpc,
,200069144,,,CC des Hautes Terres de l'Aubrac,CC,17,5307,52,90.63870638,79.70230274,125,46,39,45.31935319,30,90.63870638,79.70230274,0.40630044,-0.692557568,0.757318645,-1.468270843,-0.220696626,0.220696626,73,-73,34.36129362,-34.36129362,45.29769726,-45.29769726,-1.696270843,0.874918645,-0.842557568,0.49430044,-1.962270843,1.012118645,-1.017557568,0.596967107,-49.70230274,-60.63870638,-22,10.93640365,0,38.63870638,0,-10.93640365,27.70230274,
,200069151,,,CC Gorges Causses Cévennes,CC,17,7388,51.84610044,92.70136742,80.27971277,125,46,39,46.35068371,30,92.70136742,80.27971277,0.417026314,-0.710840308,0.800763233,-1.552500145,-0.250668991,0.250668991,73.15389956,-73.15389956,32.29863258,-32.29863258,44.72028723,-44.72028723,-1.774651962,0.915346801,-0.856992819,0.502769121,-2.040651962,1.052546801,-1.031992819,0.605435787,-50.27971277,-62.70136742,-21.84610044,12.42165465,0,40.85526697,0,-12.42165465,28.43361233,
,200069169,,,CC Dômes Sancy Artense,CC,26,12605,52,93.10792433,80.760539,125,46,39,46.55396217,30,93.10792433,80.760539,0.421821239,-0.719013475,0.805715317,-1.562101125,-0.249170236,0.249170236,73,-73,31.89207567,-31.89207567,44.239461,-44.239461,-1.790101125,0.923315317,-0.869013475,0.509821239,-2.056101125,1.060515317,-1.044013475,0.612487905,-50.760539,-63.10792433,-22,12.34738533,0,41.10792433,0,-12.34738533,28.760539,
,200069177,,,CC Mond'Arverne Communauté,CC,28,40712,52.41297409,89.34150467,79.73632213,125,46,39,44.67075234,30,89.34150467,79.73632213,0.400742438,-0.683083701,0.7237992,-1.403284162,-0.193832584,0.193832584,72.58702591,-72.58702591,35.65849533,-35.65849533,45.26367787,-45.26367787,-1.646977178,0.849493492,-0.843408053,0.494799391,-1.912977178,0.986693492,-1.018408053,0.597466058,-49.73632213,-59.34150467,-22.41297409,9.605182547,0,36.92853059,0,-9.605182547,27.32334804,
,200069185,,,CC des Terres d'Apcher-Margeride-Aubrac,CC,20,11469,52,89.37084594,79.15893398,125,46,39,44.68542297,30,89.37084594,79.15893398,0.398331032,-0.678973349,0.732468581,-1.420092146,-0.206076384,0.206076384,73,-73,35.62915406,-35.62915406,45.84106602,-45.84106602,-1.648092146,0.850068581,-0.828973349,0.486331032,-1.914092146,0.987268581,-1.003973349,0.588997698,-49.15893398,-59.37084594,-22,10.21191197,0,37.37084594,0,-10.21191197,27.15893398,
,200069193,,,CC de la Dombes,CC,36,38857,49.97188414,69.33558337,60.40135883,125,46,39,34.66779169,30,69.33558337,60.40135883,0.152965629,-0.260736867,0.379528505,-0.735820571,-0.180292651,0.180292651,75.02811586,-75.02811586,55.66441663,-55.66441663,64.59864117,-64.59864117,-0.886752168,0.457377434,-0.360033971,0.21121993,-1.152752168,0.594577434,-0.535033971,0.313886596,-30.40135883,-39.33558337,-19.97188414,8.934224538,0,19.36369923,0,-8.934224538,10.4294747,
,200069227,,,CC Pays Fort Sancerrois Val de Loire,CC,36,19271,50.68526202,73.11157212,64.11157212,125,46,39,36.55578606,30,73.11157212,64.11157212,0.196919215,-0.335657752,0.439555678,-0.852199784,-0.18162,0.18162,74.31473798,-74.31473798,51.88842788,-51.88842788,60.88842788,-60.88842788,-1.03023974,0.531386814,-0.452789303,0.265636391,-1.29623974,0.668586814,-0.627789303,0.368303058,-34.11157212,-43.11157212,-20.68526202,9,0,22.4263101,0,-9,13.4263101,
,200069235,,,CC du Haut Pays du Montreuillois,CC,49,16538,53.08492781,87.4700288,80.95477129,125,46,39,43.7350144,30,87.4700288,80.95477129,0.408757704,-0.696746087,0.673947979,-1.306633838,-0.131477896,0.131477896,71.91507219,-71.91507219,37.5299712,-37.5299712,44.04522871,-44.04522871,-1.575861094,0.812812565,-0.873869282,0.512669979,-1.841861094,0.950012565,-1.048869282,0.615336646,-50.95477129,-57.4700288,-23.08492781,6.515257507,0,34.38510099,0,-6.515257507,27.86984348,
,200069250,,,CA Troyes Champagne Métropole,CA,81,174221,45.55613502,61.00700295,75.42531995,125,46,39,30.50350147,30,61.00700295,75.42531995,0.438081379,-0.746729623,0.302837011,-0.587132981,0.290961637,-0.290961637,79.44386498,-79.44386498,63.99299705,-63.99299705,49.57468005,-49.57468005,-0.570266112,0.294137258,-0.735632999,0.431571359,-0.836266112,0.431337258,-0.910632999,0.534238026,-45.42531995,-31.00700295,-15.55613502,-14.418317,0,15.45086793,0,14.418317,29.86918492,
,200069268,,,CC Aubrac Lot Causses Tarn,CC,15,8088,51.91359677,85.18064676,78.39320999,125,46,39,42.59032338,30,85.18064676,78.39320999,0.388367661,-0.66199033,0.65203418,-1.2641479,-0.136970474,0.136970474,73.08640323,-73.08640323,39.81935324,-39.81935324,46.60679001,-46.60679001,-1.488864577,0.767940676,-0.80983025,0.475100413,-1.754864577,0.905140676,-0.98483025,0.57776708,-48.39320999,-55.18064676,-21.91359677,6.787436771,0,33.26704999,0,-6.787436771,26.47961322,
,200069300,,,CA Tarbes-Lourdes-Pyrénées,CA,86,126391,50.11920521,78.20865566,71.33707775,125,46,39,39.10432783,30,78.20865566,71.33707775,0.311195464,-0.530446813,0.550553229,-1.067399117,-0.138668442,0.138668442,74.88079479,-74.88079479,46.79134434,-46.79134434,53.66292225,-53.66292225,-1.223928915,0.631289651,-0.633426944,0.371610474,-1.489928915,0.768489651,-0.808426944,0.47427714,-41.33707775,-48.20865566,-20.11920521,6.871577912,0,28.08945045,0,-6.871577912,21.21787254,
,200069383,,,CC du Grand Villefranchois,CC,29,28733,49.59692145,69.5961198,61.0876529,125,46,39,34.7980599,30,69.5961198,61.0876529,0.168530728,-0.287268286,0.391984288,-0.759969537,-0.171700862,0.171700862,75.40307855,-75.40307855,55.4038802,-55.4038802,63.9123471,-63.9123471,-0.896652552,0.462483948,-0.377191323,0.221285576,-1.162652552,0.599683948,-0.552191323,0.323952243,-31.0876529,-39.5961198,-19.59692145,8.508466894,0,19.99919835,0,-8.508466894,11.49073145,
,200069391,,,CC Lamballe Terre et Mer,CC,40,68937,50.66189992,73.09738866,64.11382202,125,46,39,36.54869433,30,73.09738866,64.11382202,0.197294857,-0.336298052,0.439735579,-0.852548572,-0.181288375,0.181288375,74.33810008,-74.33810008,51.90261134,-51.90261134,60.88617798,-60.88617798,-1.029700769,0.531108818,-0.452845551,0.26566939,-1.295700769,0.668308818,-0.627845551,0.368336056,-34.11382202,-43.09738866,-20.66189992,8.983566637,0,22.43548874,0,-8.983566637,13.4519221,
,200069409,,,CA Saint-Brieuc Armor Agglomération,CA,32,156532,50.29839879,71.62524298,62.73413649,125,46,39,35.81262149,30,71.62524298,62.73413649,0.18239082,-0.310893443,0.418006146,-0.810420079,-0.179422529,0.179422529,74.70160121,-74.70160121,53.37475702,-53.37475702,62.26586351,-62.26586351,-0.973759233,0.502254762,-0.418353412,0.245434002,-1.239759233,0.639454762,-0.593353412,0.348100669,-32.73413649,-41.62524298,-20.29839879,8.891106488,0,21.32684419,0,-8.891106488,12.4357377,
,200069417,,,CC Pays d'Orthe et Arrigans,CC,24,24170,50.21183281,70.27099688,61.27099688,125,46,39,35.13549844,30,70.27099688,61.27099688,0.162201073,-0.276479102,0.393159616,-0.762248235,-0.18162,0.18162,74.78816719,-74.78816719,54.72900312,-54.72900312,63.72900312,-63.72900312,-0.922297882,0.475711539,-0.381774922,0.223974621,-1.188297882,0.612911539,-0.556774922,0.326641288,-31.27099688,-40.27099688,-20.21183281,9,0,20.05916407,0,-9,11.05916407,
,200069425,,,CA Mont-Saint-Michel-Normandie,CA,97,91560,50.81502593,74.3928857,65.64458166,125,46,39,37.19644285,30,74.3928857,65.64458166,0.217500151,-0.370738893,0.462126051,-0.895958671,-0.176540775,0.176540775,74.18497407,-74.18497407,50.6071143,-50.6071143,59.35541834,-59.35541834,-1.078929656,0.55650056,-0.491114541,0.288120531,-1.344929656,0.69370056,-0.666114541,0.390787198,-35.64458166,-44.3928857,-20.81502593,8.748304038,0,23.57785977,0,-8.748304038,14.82955573,
,200069433,,,CC de Vezouze en Piémont,CC,51,12105,52,93.65261497,80.99397785,125,46,39,46.82630749,30,93.65261497,80.99397785,0.425245008,-0.724849446,0.816391253,-1.582799369,-0.255451297,0.255451297,73,-73,31.34738503,-31.34738503,44.00602215,-44.00602215,-1.810799369,0.933991253,-0.874849446,0.513245008,-2.076799369,1.071191253,-1.049849446,0.615911675,-50.99397785,-63.65261497,-22,12.65863713,0,41.65261497,0,-12.65863713,28.99397785,
,200069441,,,CC du Pays de Bitche,CC,46,35537,53.51853786,96.50617929,87.56797214,125,46,39,48.25308964,30,96.50617929,87.56797214,0.499391703,-0.851235857,0.842557772,-1.633530374,-0.18037302,0.18037302,71.48146214,-71.48146214,28.49382071,-28.49382071,37.43202786,-37.43202786,-1.919234813,0.989921114,-1.039199303,0.609663591,-2.185234813,1.127121114,-1.214199303,0.712330258,-57.56797214,-66.50617929,-23.51853786,8.93820715,0,42.98764143,0,-8.93820715,34.04943428,
,200069458,,,CC des Vallées d'Auge et du Merlerault,CC,46,15545,53.07206036,87.66332873,80.38463855,125,46,39,43.83166436,30,87.66332873,80.38463855,0.40058448,-0.682814455,0.67798886,-1.314468198,-0.146883968,0.146883968,71.92793964,-71.92793964,37.33667127,-37.33667127,44.61536145,-44.61536145,-1.583206492,0.816601243,-0.859615964,0.504308032,-1.849206492,0.953801243,-1.034615964,0.606974699,-50.38463855,-57.66332873,-23.07206036,7.278690178,0,34.59126837,0,-7.278690178,27.31257819,
,200069482,,,CC des Campagnes de l'Artois,CC,96,34744,54.37388741,95.33036641,90.07814123,125,46,39,47.66518321,30,95.33036641,90.07814123,0.523662389,-0.892606346,0.802746989,-1.556346202,-0.105989904,0.105989904,70.62611259,-70.62611259,29.66963359,-29.66963359,34.92185877,-34.92185877,-1.874553924,0.966875182,-1.101953531,0.646479405,-2.140553924,1.104075182,-1.276953531,0.749146071,-60.07814123,-65.33036641,-24.37388741,5.252225189,0,40.95647901,0,-5.252225189,35.70425382,
,200069516,,,CC Seulles Terre et Mer,CC,28,17188,49.5891192,72.63848597,65.44701065,125,46,39,36.31924298,30,72.63848597,65.44701065,0.232582408,-0.396447286,0.451767589,-0.875875937,-0.145123972,0.145123972,75.4108808,-75.4108808,52.36151403,-52.36151403,59.55298935,-59.55298935,-1.012262467,0.522114325,-0.486175266,0.285222823,-1.278262467,0.659314325,-0.661175266,0.387889489,-35.44701065,-42.63848597,-19.5891192,7.191475321,0,23.04936677,0,-7.191475321,15.85789145,
,200069524,,,CC Pré-Bocage Intercom,CC,27,25188,50.52403081,73.19886777,64.33643511,125,46,39,36.59943389,30,73.19886777,64.33643511,0.20258193,-0.345310108,0.444426805,-0.861643805,-0.178843891,0.178843891,74.47596919,-74.47596919,51.80113223,-51.80113223,60.66356489,-60.66356489,-1.033556975,0.533097808,-0.458410878,0.268934382,-1.299556975,0.670297808,-0.633410878,0.371601048,-34.33643511,-43.19886777,-20.52403081,8.862432661,0,22.67483697,0,-8.862432661,13.8124043,
,200069532,,,CA Lisieux Normandie,CA,54,77871,49.91302691,77.8699378,71.8144966,125,46,39,38.9349689,30,77.8699378,71.8144966,0.321221555,-0.547536742,0.547955453,-1.062362614,-0.122198804,0.122198804,75.08697309,-75.08697309,47.1300622,-47.1300622,53.1855034,-53.1855034,-1.211057637,0.624650781,-0.645362415,0.378612617,-1.477057637,0.761850781,-0.820362415,0.481279283,-41.8144966,-47.8699378,-19.91302691,6.055441205,0,27.95691089,0,-6.055441205,21.90146969,
,200069540,,,CC Norge et Tille,CC,14,16099,49.59899889,72.38139882,65.06018135,125,46,39,36.19069941,30,72.38139882,65.06018135,0.226764009,-0.386529561,0.446535038,-0.865731197,-0.147742169,0.147742169,75.40100111,-75.40100111,52.61860118,-52.61860118,59.93981865,-59.93981865,-1.002493155,0.517075417,-0.476504534,0.279549326,-1.268493155,0.654275417,-0.651504534,0.382215993,-35.06018135,-42.38139882,-19.59899889,7.321217471,0,22.78239992,0,-7.321217471,15.46118245,
,200069565,,,CC des Lacs et Montagnes du Haut-Doubs,CC,32,15852,54.41049561,95.42798829,90.24897951,125,46,39,47.71399415,30,95.42798829,90.24897951,0.525631097,-0.895962098,0.803942857,-1.558664722,-0.104512397,0.104512397,70.58950439,-70.58950439,29.57201171,-29.57201171,34.75102049,-34.75102049,-1.878263555,0.968788571,-1.106224488,0.648985033,-2.144263555,1.105988571,-1.281224488,0.7516517,-60.24897951,-65.42798829,-24.41049561,5.17900878,0,41.01749268,0,-5.17900878,35.8384839,
,200069581,,,CC Convergence Garonne,CC,27,32670,48.05618302,74.87096636,68.62212936,125,46,39,37.43548318,30,74.87096636,68.62212936,0.30163388,-0.514148659,0.525569753,-1.018961767,-0.126101531,0.126101531,76.94381698,-76.94381698,50.12903364,-50.12903364,56.37787064,-56.37787064,-1.097096722,0.565870941,-0.565553234,0.331791231,-1.363096722,0.703070941,-0.740553234,0.434457897,-38.62212936,-44.87096636,-18.05618302,6.248836995,0,26.81478334,0,-6.248836995,20.56594634,
,200069599,,,CC Rurales de l'Entre-deux-Mers,CC,51,16843,50.2317249,70.39034938,61.39034938,125,46,39,35.19517469,30,70.39034938,61.39034938,0.163659826,-0.278965612,0.39510904,-0.76602773,-0.18162,0.18162,74.7682751,-74.7682751,54.60965062,-54.60965062,63.60965062,-63.60965062,-0.926833276,0.478050848,-0.384758734,0.225725124,-1.192833276,0.615250848,-0.559758734,0.328391791,-31.39034938,-40.39034938,-20.2317249,9,0,20.15862448,0,-9,11.15862448,
,200069615,,,CC Bresse Haute Seille,CC,56,19444,51.37691599,76.79112386,68.96705413,125,46,39,38.39556193,30,76.79112386,68.96705413,0.257988693,-0.439753453,0.498118474,-0.965739899,-0.157889727,0.157889727,73.62308401,-73.62308401,48.20887614,-48.20887614,56.03294587,-56.03294587,-1.170062707,0.603506028,-0.574176353,0.336850127,-1.436062707,0.740706028,-0.749176353,0.439516794,-38.96705413,-46.79112386,-21.37691599,7.824069725,0,25.41420786,0,-7.824069725,17.59013814,
,200069623,,,CC Champagnole Nozeroy Jura,CC,63,23020,54.9831606,96.95509495,92.92141615,125,46,39,48.47754747,30,96.95509495,92.92141615,0.556427748,-0.948456389,0.822649913,-1.594933505,-0.081399638,0.081399638,70.0168394,-70.0168394,28.04490505,-28.04490505,32.07858385,-32.07858385,-1.936293608,0.998719861,-1.173035404,0.68818077,-2.202293608,1.135919861,-1.348035404,0.790847437,-62.92141615,-66.95509495,-24.9831606,4.033678791,0,41.97193434,0,-4.033678791,37.93825555,
,200069631,,,CC Terres de Chalosse,CC,34,18703,50.13181097,69.91185201,60.94769976,125,46,39,34.955926,30,69.91185201,60.94769976,0.158633036,-0.27039722,0.387688804,-0.751641559,-0.180896592,0.180896592,74.86818903,-74.86818903,55.08814799,-55.08814799,64.05230024,-64.05230024,-0.908650376,0.468672299,-0.373692494,0.21923293,-1.174650376,0.605872299,-0.548692494,0.321899596,-30.94769976,-39.91185201,-20.13181097,8.964152248,0,19.78004103,0,-8.964152248,10.81588879,
,200069649,,,CC Chalosse Tursan,CC,50,26700,49.87396738,71.73324769,63.76715685,125,46,39,35.86662385,30,71.73324769,63.76715685,0.203766779,-0.347329737,0.428441894,-0.830652652,-0.160755713,0.160755713,75.12603262,-75.12603262,53.26675231,-53.26675231,61.23284315,-61.23284315,-0.977863412,0.504371655,-0.444178921,0.260584967,-1.243863412,0.641571655,-0.619178921,0.363251634,-33.76715685,-41.73324769,-19.87396738,7.966090841,0,21.85928031,0,-7.966090841,13.89318947,
,200069656,,,CC Coeur Haute Lande,CC,26,15879,47.32602139,73.61220656,67.30647763,125,46,39,36.80610328,30,73.61220656,67.30647763,0.293046692,-0.499511406,0.515209229,-0.998875037,-0.12724961,0.12724961,77.67397861,-77.67397861,51.38779344,-51.38779344,57.69352237,-57.69352237,-1.049263849,0.541199249,-0.532661941,0.312495005,-1.315263849,0.678399249,-0.707661941,0.415161672,-37.30647763,-43.61220656,-17.32602139,6.305728924,0,26.28618517,0,-6.305728924,19.98045625,
,200069664,,,CC Meuse Rognon,CC,60,11480,52.68181559,88.84081345,80.20444463,125,46,39,44.42040672,30,88.84081345,80.20444463,0.403665226,-0.688065726,0.708716358,-1.374041919,-0.174281923,0.174281923,72.31818441,-72.31818441,36.15918655,-36.15918655,44.79555537,-44.79555537,-1.627950911,0.839679944,-0.855111116,0.501665188,-1.893950911,0.976879944,-1.030111116,0.604331855,-50.20444463,-58.84081345,-22.68181559,8.63636882,0,36.15899786,0,-8.63636882,27.52262904,
,200069672,,,CC du Ternois,CC,104,39235,53.72180251,91.51345736,85.56369088,125,46,39,45.75672868,30,91.51345736,85.56369088,0.467014363,-0.796047209,0.740716435,-1.436082885,-0.120066288,0.120066288,71.27819749,-71.27819749,33.48654264,-33.48654264,39.43630912,-39.43630912,-1.72951138,0.892063764,-0.989092272,0.580267466,-1.99551138,1.029263764,-1.164092272,0.682934133,-55.56369088,-61.51345736,-23.72180251,5.949766487,0,37.79165486,0,-5.949766487,31.84188837,
,200069698,,,CC Mâconnais - Tournugeois,CC,24,16535,49.84470839,73.26067487,65.78153446,125,46,39,36.63033744,30,73.26067487,65.78153446,0.233740116,-0.398420652,0.458952943,-0.889806726,-0.150929054,0.150929054,75.15529161,-75.15529161,51.73932513,-51.73932513,59.21846554,-59.21846554,-1.035905645,0.534309227,-0.494538361,0.290129172,-1.301905645,0.671509227,-0.669538361,0.392795839,-35.78153446,-43.26067487,-19.84470839,7.479140413,0,23.41596648,0,-7.479140413,15.93682606,
,200069722,,,CC Interrégionale Aumale - Blangy-sur-Bresle,CC,44,22503,53.33065024,88.47993354,82.34371044,125,46,39,44.23996677,30,88.47993354,82.34371044,0.425524883,-0.725326505,0.688925953,-1.335672766,-0.123828982,0.123828982,71.66934976,-71.66934976,36.52006646,-36.52006646,42.65628956,-42.65628956,-1.614237475,0.832606697,-0.908592761,0.533041086,-1.880237475,0.969806697,-1.083592761,0.635707753,-52.34371044,-58.47993354,-23.33065024,6.136223102,0,35.14928331,0,-6.136223102,29.01306021,
,200069730,,,CC des Quatre Rivières,CC,53,30860,50.44106248,76.48244099,67.47218761,125,46,39,38.24122049,30,76.48244099,67.47218761,0.249789835,-0.425778128,0.510411019,-0.989572383,-0.181826913,0.181826913,74.55893752,-74.55893752,48.51755901,-48.51755901,57.52781239,-57.52781239,-1.158332758,0.597455843,-0.53680469,0.314925418,-1.424332758,0.734655843,-0.71180469,0.417592085,-37.47218761,-46.48244099,-20.44106248,9.010253376,0,26.04137851,0,-9.010253376,17.03112513,
,200069748,,,CC Val de Gâtine,CC,33,21948,49.88844135,70.83891749,62.45843833,125,46,39,35.41945875,30,70.83891749,62.45843833,0.184359956,-0.314249924,0.410629332,-0.796118093,-0.16911807,0.16911807,75.11155865,-75.11155865,54.16108251,-54.16108251,62.54156167,-62.54156167,-0.943878865,0.486842783,-0.411460958,0.241390429,-1.209878865,0.624042783,-0.586460958,0.344057095,-32.45843833,-40.83891749,-19.88844135,8.380479165,0,20.95047614,0,-8.380479165,12.56999698,
,200069755,,,CC Mellois-en-Poitou,CC,78,49691,49.72240791,76.8972283,70.73064484,125,46,39,38.44861415,30,76.8972283,70.73064484,0.308120808,-0.525205923,0.53262648,-1.032643175,-0.124441654,0.124441654,75.27759209,-75.27759209,48.1027717,-48.1027717,54.26935516,-54.26935516,-1.174094675,0.605585675,-0.618266121,0.362716124,-1.440094675,0.742785675,-0.793266121,0.465382791,-40.73064484,-46.8972283,-19.72240791,6.166583462,0,27.17482039,0,-6.166583462,21.00823692,
,200069763,,,CC du Haut-Poitou,CC,31,42229,49.47437397,67.94874794,61.72705696,125,46,39,33.97437397,30,67.94874794,61.72705696,0.179706017,-0.306317075,0.36209773,-0.702026211,-0.125553724,0.125553724,75.52562603,-75.52562603,57.05125206,-57.05125206,63.27294304,-63.27294304,-0.834052422,0.43019546,-0.393176424,0.230663502,-1.100052422,0.56739546,-0.568176424,0.333330169,-31.72705696,-37.94874794,-19.47437397,6.221690974,0,18.47437397,0,-6.221690974,12.25268299,
,200069821,,,CA Fécamp Caux Littoral Agglomération,CA,33,40358,50.91184708,74.47108248,65.47108248,125,46,39,37.23554124,30,74.47108248,65.47108248,0.213535453,-0.363980885,0.461761014,-0.895250945,-0.18162,0.18162,74.08815292,-74.08815292,50.52891752,-50.52891752,59.52891752,-59.52891752,-1.081901134,0.558033217,-0.486777062,0.285575876,-1.347901134,0.695233217,-0.661777062,0.388242543,-35.47108248,-44.47108248,-20.91184708,9,0,23.5592354,0,-9,14.5592354,
,200069839,,,CC de la Côte d'Albâtre,CC,63,28791,50.91956995,74.51741969,65.51741969,125,46,39,37.25870984,30,74.51741969,65.51741969,0.214101796,-0.364946243,0.462517855,-0.89671829,-0.18162,0.18162,74.08043005,-74.08043005,50.48258031,-50.48258031,59.48258031,-59.48258031,-1.083661948,0.558941426,-0.487935492,0.286255489,-1.349661948,0.696141426,-0.662935492,0.388922155,-35.51741969,-44.51741969,-20.91956995,9,0,23.59784974,0,-9,14.59784974,
,200069847,,,CC Plateau de Caux-Doudeville-Yerville,CC,40,21332,50.98197962,74.89187775,65.89187775,125,46,39,37.44593887,30,74.89187775,65.89187775,0.218678506,-0.372747453,0.468634003,-0.908576129,-0.18162,0.18162,74.01802038,-74.01802038,50.10812225,-50.10812225,59.10812225,-59.10812225,-1.097891354,0.566280804,-0.497296944,0.29174754,-1.363891354,0.703480804,-0.672296944,0.394414207,-35.89187775,-44.89187775,-20.98197962,9,0,23.90989812,0,-9,14.90989812,
,200069854,,,CU du Grand-Poitiers,CU,40,196155,48.65403348,71.50291912,65.70456524,125,46,39,35.75145956,30,71.50291912,65.70456524,0.250074466,-0.426263294,0.447838159,-0.868257654,-0.117010781,0.117010781,76.34596652,-76.34596652,53.49708088,-53.49708088,59.29543476,-59.29543476,-0.969110927,0.499857215,-0.492614131,0.28900029,-1.235110927,0.637057215,-0.667614131,0.391666957,-35.70456524,-41.50291912,-18.65403348,5.798353879,0,22.84888564,0,-5.798353879,17.05053176,
,200069912,,,CC des Forêts du Perche,CC,15,8077,53.21112484,87.93258921,81.47508292,125,46,39,43.9662946,30,87.93258921,81.47508292,0.414538052,-0.706598952,0.680540702,-1.319415646,-0.130312477,0.130312477,71.78887516,-71.78887516,37.06741079,-37.06741079,43.52491708,-43.52491708,-1.59343839,0.821878748,-0.886877073,0.520301216,-1.85943839,0.959078748,-1.061877073,0.622967883,-51.47508292,-57.93258921,-23.21112484,6.45750629,0,34.72146436,0,-6.45750629,28.26395807,
,200069953,,,CC des Portes Euréliennes d'Ile-de-France,CC,39,49335,41.2887709,55.26052474,73.57675819,125,46,39,27.63026237,30,55.26052474,73.57675819,0.473557147,-0.807199682,0.273846375,-0.530926646,0.369621591,-0.369621591,83.7112291,-83.7112291,69.73947526,-69.73947526,51.42324181,-51.42324181,-0.35189994,0.181506285,-0.689418955,0.40445912,-0.61789994,0.318706285,-0.864418955,0.507125787,-43.57675819,-25.26052474,-11.2887709,-18.31623345,0,13.97175384,0,18.31623345,32.28798729,
,200069961,,,CC du Grand Châteaudun,CC,24,41994,43.96103557,57.74272181,80.71214789,125,46,39,28.8713609,30,57.74272181,80.71214789,0.539016314,-0.918777808,0.27012105,-0.523704077,0.463523018,-0.463523018,81.03896443,-81.03896443,67.25727819,-67.25727819,44.28785211,-44.28785211,-0.446223429,0.230157347,-0.867803697,0.509111502,-0.712223429,0.367357347,-1.042803697,0.611778169,-50.71214789,-27.74272181,-13.96103557,-22.96942608,0,13.78168624,0,22.96942608,36.75111232,
,200069995,,,CC Médoc Coeur de Presqu'ile,CC,19,30257,48.09838465,73.91277635,67.04179397,125,46,39,36.95638818,30,73.91277635,67.04179397,0.27783667,-0.473585233,0.505962077,-0.980946885,-0.138656424,0.138656424,76.90161535,-76.90161535,51.08722365,-51.08722365,57.95820603,-57.95820603,-1.060685501,0.547090417,-0.526044849,0.308612978,-1.326685501,0.684290417,-0.701044849,0.411279645,-37.04179397,-43.91277635,-18.09838465,6.870982378,0,25.8143917,0,-6.870982378,18.94340932,
,200070035,,,CC du Civraisien en Poitou,CC,40,28315,49.29101987,73.12066887,65.21300143,125,46,39,36.56033443,30,73.12066887,65.21300143,0.233522396,-0.398049539,0.46706112,-0.905526662,-0.159576729,0.159576729,75.70898013,-75.70898013,51.87933113,-51.87933113,59.78699857,-59.78699857,-1.030585417,0.53156511,-0.480325036,0.281790688,-1.296585417,0.66876511,-0.655325036,0.384457354,-35.21300143,-43.12066887,-19.29101987,7.907667434,0,23.829649,0,-7.907667434,15.92198157,
,200070043,,,CC Vienne et Gartempe,CC,55,40970,48.55479176,71.65792906,64.135648,125,46,39,35.82896453,30,71.65792906,64.135648,0.228519225,-0.389521406,0.452821491,-0.877919218,-0.151799632,0.151799632,76.44520824,-76.44520824,53.34207094,-53.34207094,60.864352,-60.864352,-0.975001304,0.50289541,-0.4533912,0.265989504,-1.241001304,0.64009541,-0.6283912,0.368656171,-34.135648,-41.65792906,-18.55479176,7.522281062,0,23.10313731,0,-7.522281062,15.58085624,
,200070068,,,CC Communauté Bray-Eawy,CC,46,26288,52.42878011,85.82873006,78.84416309,125,46,39,42.91436503,30,85.82873006,78.84416309,0.387425617,-0.660384575,0.654639019,-1.269198098,-0.140948561,0.140948561,72.57121989,-72.57121989,39.17126994,-39.17126994,46.15583691,-46.15583691,-1.513491742,0.780643109,-0.821104077,0.481714392,-1.779491742,0.917843109,-0.996104077,0.584381059,-48.84416309,-55.82873006,-22.42878011,6.98456697,0,33.39994995,0,-6.98456697,26.41538298,
,200070092,,,CA du Libournais,CA,45,92267,49.71177554,70.297109,61.6918641,125,46,39,35.1485545,30,70.297109,61.6918641,0.175707965,-0.299502214,0.403472536,-0.782242671,-0.173653842,0.173653842,75.28822446,-75.28822446,54.702891,-54.702891,63.3081359,-63.3081359,-0.923290142,0.476223336,-0.392296602,0.23014734,-1.189290142,0.613423336,-0.567296602,0.332814007,-31.6918641,-40.297109,-19.71177554,8.605244901,0,20.58533346,0,-8.605244901,11.98008856,
,200070100,,,CC du Val de Sully,CC,19,25163,41.97147173,54.40522345,75.5951351,125,46,39,27.20261173,30,54.40522345,75.5951351,0.493147063,-0.840591584,0.243701534,-0.472482565,0.427612417,-0.427612417,83.02852827,-83.02852827,70.59477655,-70.59477655,49.4048649,-49.4048649,-0.319398491,0.16474238,-0.739878378,0.434061981,-0.585398491,0.30194238,-0.914878378,0.536728648,-45.5951351,-24.40522345,-11.97147173,-21.18991165,0,12.43375172,0,21.18991165,33.62366337,
