commune,epci
Chavanoz,243800935
Maupertuis,200043354
Fauverney,200000925
Banize,200067189
Bougival,247800584
Bertaucourt-Epourdon,200071785
Campsegret,200069094
Conliège,200071116
Le Mont-Saint-Adrien,200067999
Sainte-Gemme,200034726
Vorey,200073419
Vézaponin,200071991
Saint-Brice-sous-Rânes,200068450
Charmoy,241000488
Montréjeau,200072643
Allemanche-Launay-et-Soyer,200066835
Montaut-les-Créneaux,200066926
Saint-Front-de-Pradoux,200069094
Liouc,200034411
Grandchamps-des-Fontaines,244400503
Grosbois-en-Montagne,200039055
Doville,200067031
Lisse-en-Champagne,200067379
Gathemo,200069425
Tourneville,200071454
Martigné-sur-Mayenne,200055887
La Petite-Verrière,200070530
Labroquère,200072635
Poiroux,200071900
Holtzheim,246700488
Saint-Euphraise-et-Clairizet,200067213
Marly,200039865
Collongues,200039857
Montreux-Jeune,200066033
Neufchâteau,200068559
Pouilly-les-Nonains,200035731
Étréaupont,240200444
Thodure,200059392
Magland,200033116
Roquevaire,200054807
Pouzauges,248500464
Omey,200043438
Saint-Germain-le-Vasson,200066710
Feuchy,200033579
Mairieux,200043396
Gouzon,200067544
Villers-Brûlin,200069482
Bréchaumont,200066033
Hengwiller,200068112
Briel-sur-Barse,200069003
Piazzali,200034205
Soulosse-sous-Saint-Élophe,200068559
Les Allues,200040798
Bourget-en-Huile,200041010
Soulières,200067684
Balléville,200068559
Don,245900410
Vallentigny,200040137
Soturac,244600433
Louhossoa,200067106
Saint-Marcel,200072312
Domqueur,200070936
Authon,200072072
Saint-Juéry,200067155
Sallertaine,200071629
Saint-Georges-sur-Erve,200033298
Foussais-Payré,200071934
Tamniès,200027217
La Ville-ès-Nonais,243500782
Les Granges,200071041
Bellocq,200039204
Pontaumur,200071215
La Rochelle,200070332
Berlou,200066348
Puiseux-en-Retz,200071991
Penne,200034064
Montjoire,243100732
Fougères-sur-Bièvre,200072064
Izeste,246400337
Seiches-sur-le-Loir,200068955
Bossus-lès-Rumigny,200041622
Chanousse,200068765
Talissieu,200040350
Frénois,200039063
Loucelles,200069516
Bolsenheim,200067924
Les Grandes-Loges,200066876
Saint-Siffret,200034379
Tivernon,244500542
Rosières,246000871
Saint-André-de-Bohon,200042729
Jouaignes,240200501
Brey-et-Maison-du-Bois,200069565
Aussevielle,200067254
Larbroye,246000756
Talmas,200070951
Pontvallain,200073112
Montner,200027183
Taillis,200039022
Ginals,248200107
Coussan,200070803
Marcigny,247100639
Barcy,200072130
Bœrsch,246700744
La Mézière,243500667
Villers-Cotterêts,200071991
Annoix,241800507
Muron,200041762
Durcet,200035814
Saint-Genès-de-Lombaud,243301215
Presle,200041010
Crévéchamps,200067643
Palaja,200035715
Saint-Jean-de-Buèges,200022986
Boulbon,241300417
Trégueux,200069409
Mandelieu-la-Napoule,200039915
Bourg-Beaudouin,200070142
Bourdeau,200068674
Liessies,200043263
Gravigny,200071454
Gaillac-d'Aveyron,200068484
Charcier,243900719
Wavrechain-sous-Denain,200042190
Lieuran-lès-Béziers,243400769
Chuignes,200070928
Saint-Méard-de-Gurçon,200034197
Le Planquay,200066017
Petit-Couronne,200023414
La Rochette,200041010
Fauch,200034049
Thorrenc,200072015
Bazus-Aure,246500573
Rovon,200070431
Puynormand,200070092
Foissy,200071173
Noidan,200071017
Milhavet,200040905
Ménéac,200066777
Puyrolland,200041689
Andillac,200066124
Vernais,200036135
Royer,200069698
Vaudrecourt,200069664
Villemandeur,244500203
Le Verdon-sur-Mer,200070720
Villy-le-Maréchal,200069250
Fressenneville,200070944
Saint-Paul-sur-Save,200071314
Crotenay,200069623
Villers-Guislain,200068500
Noisy-le-Sec,200054781
Memmelshoffen,200040178
Blanzy,247100290
Trémilly,200044253
Saint-Maurice-les-Brousses,200070506
Mouchamps,248500621
Erquinvillers,246000566
La Jarrie-Audouin,200041689
Fontaine-Notre-Dame,200071892
Dampierre-les-Bois,200065647
Chézeaux,200070332
Launay,200066413
Burdignin,247400047
Péas,200066835
Mulsanne,247200132
Vacognes-Neuilly,200066728
Orly-sur-Morin,200072544
Corravillers,247000854
Igney,200068757
Labastide-de-Lévis,200066124
Saint-Mandrier-sur-Mer,248300543
Athies-sous-Laon,200043495
Rouffilhac,244600482
Tauriac,200066124
Chaveignes,200072668
Courpiac,200069599
Lechâtelet,242101509
Eyrans,243300811
Millemont,247800618
Sorges et Ligueux en Périgord,200040392
Rai,200068468
Cutry,245400262
Beuvron-en-Auge,200065563
Nomdieu,200068948
Savigny-en-Septaine,241800374
Canaveilles,200049211
Renneval,240200634
Mansigné,200073112
Montégut-Bourjac,200068815
Courtivron,242100154
Sainte-Léocadie,246600399
Momas,200067239
Saint-Aubin-d'Écrosville,242700607
Montonvillers,200070951
Créancey,200071207
Massingy,242101434
Hibarette,200069300
Vendoire,200040400
Montestruc-sur-Gers,243200391
Vernou-en-Sologne,244100780
Bédouès-Cocurès,200069151
Le Compas,200067593
Élincourt-Sainte-Marguerite,246000855
Etzling,245700372
Saint-Genès-la-Tourette,200070407
Le Fidelaire,242700276
Boulay-les-Ifs,200042182
Bernolsheim,200067874
Vergt-de-Biron,200034833
Beaune-sur-Arzon,200073419
Blagny-sur-Vingeanne,200072825
Saint-Martin-des-Champs,242900835
Montagagne,200067940
Tourrette-Levens,200030195
Malbouhans,247000664
Busson,200044253
Irouléguy,200067106
Botmeur,200067197
Creil,200068047
Blan,243100567
Roussines,200072049
La Francheville,200041630
Fontannes,244301032
Fresnay-sur-Sarthe,200072700
Saint-Georges-le-Gaultier,200072700
Grandeyrolles,200070407
Dancourt,200069722
Saint-Sylvestre-Pragoulin,200071199
Vaumeilh,200068765
Champagny-sous-Uxelles,247103765
Ouffières,200066710
Hamel,200044618
Ambérieu-en-Bugey,240100883
Blavignac,200069185
Grandham,240800920
Rodès,246600415
Nouilhan,200072106
Philondenx,200069649
Tramolé,200059392
Obermorschwiller,200066041
Chavenon,200071512
Sainte-Eulalie-en-Born,244000873
Tourteron,240800862
Figeac,200067361
Nouvion-et-Catillon,240200469
Saint-Sébastien-sur-Loire,244400404
Assevent,200043396
Rennes-en-Grenouilles,200055887
Beuxes,248600447
Tarsul,242100154
Ormenans,200041853
Verquigneul,200072460
Vaïssac,200066884
Malintrat,200070753
Saint-Alban,243100518
Fontaine-sur-Somme,200070993
Cinqueux,246000921
Saint-Nicolas-de-la-Haie,200010700
Cloyes-les-Trois-Rivières,200069961
L'Hosmes,200066462
Sermaize-les-Bains,200067379
Cassagnoles,200034411
Rimont,200067940
Rancy,200071538
Brécy-Brières,240800920
Viane,200066553
Manigod,247400617
Montbenoît,242500320
Autreville-sur-Moselle,200041515
Liancourt-Saint-Pierre,246000707
Guenrouet,200000438
Lizy-sur-Ourcq,247700065
Cronat,200070316
La Ville-aux-Bois-lès-Pontavert,240200576
Cuves,200068658
Wolschwiller,200066041
Beauvilliers,200070159
Bécon-les-Granits,200071868
Tarare,200040566
Dercy,240200469
Thizay,200043081
Brasc,241200542
Binas,200070183
Saint-Bonnet,200029734
Mons-en-Barœul,245900410
Préaux,240700716
Aunay-sous-Auneau,200069953
Chiry-Ourscamp,246000772
Urepel,200067106
Arbéost,246401756
Aniche,245901152
Saint-Yrieix-sur-Charente,200071827
Castelnau-de-Médoc,243301389
Saint-Jean-d'Aulps,247400682
Beaurains-lès-Noyon,246000756
Lantic,200069409
Troissereux,200067999
Évans,243900560
Vieux-Berquin,200040947
Mélecey,247000714
Chapdes-Beaufort,200071215
Fleury,246000707
Nœux-les-Mines,200072460
Pont-de-Chéruy,243800935
Lantan,241800424
Bellevaux,247400682
Dompierre-sur-Mer,241700434
Ladoix-Serrigny,200006682
Froberville,200069821
Sotzeling,245701206
Saint-Chély-d'Apcher,200069185
Longuyon,200043693
Nérac,200068948
Flines-lès-Mortagne,200042190
Bonsmoulins,200068468
Calmels-et-le-Viala,200067155
Locarn,242200715
Ria-Sirach,200049211
Malange,200010650
Saint-Étienne-de-Puycorbier,200069094
Lizines,200040251
Clermont-Pouyguillès,200035756
Saint-Pierre-Brouck,200040954
Sormonne,200067759
Gandrange,200039949
Fumay,240800821
Saint-Laurent-la-Vernède,200034379
Le Bizot,242504355
Tigy,244500427
Saint-Nazaire,244400644
Saint-Marcel-lès-Annonay,200072015
Saint-Gilles-Vieux-Marché,200067460
Locmélar,242900751
Tichey,242101509
Saint-Nicolas-de-la-Grave,200066322
Chéu,200067304
Villefollet,200069755
Vault-de-Lugny,200039758
Patay,200035764
Hergugney,200068757
Chelun,243500634
Amfreville,200065563
Roézé-sur-Sarthe,247200629
Acy-en-Multien,246000871
Torchefelon,200068567
Saint-Julien-en-Beauchêne,200067445
Asnan,200067692
Sains-du-Nord,200043263
Dévoluy,200067445
Saint-Silvain-sous-Toulx,200067544
Dun,200044469
Lesquielles-Saint-Germain,200071983
Bannes,200072999
Châteauvieux-les-Fossés,200068070
Ozourt,200069631
Saint-Aubin-le-Monial,200071496
Le Sequestre,248100737
Roncq,245900410
Vaux-Champagne,240800862
Sacy-le-Petit,246000921
Sousmoulins,200041523
Quemper-Guézennec,200067981
Maninghen-Henne,246200380
Oslon,247100589
Audes,240300566
Rogna,200026573
Aulnay,248600447
Matougues,200066876
Fresnières,246000855
Foissy-lès-Vézelay,200039758
Villate,200068641
Louit,200070803
Bernay-Vilbert,200072874
Suèvres,200055481
Brezons,200066660
D'Huison-Longueville,249100546
Saint-Cricq-Chalosse,200069649
Francoulès,200023737
Tremblay-en-France,200054781
Chailles,200030385
Vésines,200071371
Lanas,200039808
Valojoulx,200041168
Ermont,200058485
Beuzec-Cap-Sizun,242900629
Saint-Aignan-sur-Roë,200048551
Sainte-Gemme,200069599
Villiers-les-Hauts,200039642
Fraissé-des-Corbières,200070365
Payrin-Augmontel,248100430
Pancy-Courtecon,240200592
Locmiquélic,200042174
Bellevigny,200072882
Margival,240200501
Giroussens,200066124
Notre-Dame-de-Bellecombe,200068997
Plussulien,200067460
Torsiac,244301032
Saint-Clément,200041465
Ruffieu,200040350
Thenon,200041150
Flagey,200027308
Châteauneuf-la-Forêt,248719338
Traitiéfontaine,247000706
Salperwick,200069037
Rouge-Perriers,200066413
Campuzan,200070795
Orpierre,200068765
Bonneville-Aptot,200065787
Champigneulles,245400601
Chennevières-sur-Marne,200054781
Piégut-Pluviers,200071819
Mâchecourt,240200576
Mours,249500489
Buré,200035103
Condren,200071785
Cubry-lès-Faverney,200041879
Pindray,200070043
Bretignolles-sur-Mer,200023778
Isles-lès-Villenoy,200072130
Lautrec,200034056
Saint-Sulpice-de-Faleyrens,200035533
Bedous,200067262
Gouesnou,242900314
Saint-Sandoux,200069177
Tribehou,200042729
Divatte-sur-Loire,200067866
Noyal,200069391
Fontiers-Cabardès,200042463
Laurabuc,200035855
Saint-Philibert,200070894
Tanneron,200004802
Chanay,240100891
Dannemarie-sur-Crète,242500361
Le Liège,200071587
Courléon,200071876
Sainte-Cérotte,200072692
Magneville,200067205
Les Abrets en Dauphiné,200068567
Marcilly-le-Châtel,200065886
Homblières,200071892
Sainte-Vaubourg,240800862
La Neuveville-sous-Châtenois,200068559
Saint-Germain-d'Arcé,200073112
Saint-Clair-de-la-Tour,200068567
Saint-Sulpice,200067361
Fressain,200044618
Saint-Marc-Jaumegarde,200054807
Jumilhac-le-Grand,242400752
Brissy-Hamégicourt,200040426
Prissac,200035137
Kergloff,242900744
Désaignes,200016905
Éclaibes,200043396
Vitry-le-François,200034718
Recanoz,200069615
Saint-Philippe-du-Seignal,243301371
Bartenheim,200066058
Noyellette,200069482
Aspres-sur-Buëch,200067445
Breuil-le-Sec,246000376
Stainville,200066108
Gauriaguet,243301223
Lécluse,200044618
Mourède,243200607
Bessoncourt,200069052
Montclar,200067437
Palavas-les-Flots,243400470
Dogneville,200068757
Pelleport,200071314
Brossainc,200072015
Perthes-lès-Brienne,200040137
Sacy-le-Grand,246000921
Champagnat-le-Jeune,200070407
Villebougis,248900748
Nieul,200066512
Sainte-Radegonde,200040889
Serriera,200067049
Le Neufbourg,200069425
Hambers,200033298
Chatenay-Vaudin,200072999
Roullens,200035715
Émancé,200073344
Baillestavy,200049211
Prades,200049211
Sainte-Marie-Cappel,200040947
Feuquières,246000848
Faÿ-lès-Nemours,200023240
La Coquille,242400752
Hennezis,200072312
Mondeville,249100157
Arfons,243100567
Moncey,242504447
Saint-Martin-de-Ré,241700459
Saint-Just-Ibarre,200067106
Boëseghem,200040947
Albas,200035863
Combertault,200006682
Tortebesse,200071215
Morainvilliers,200059889
Mortagne-sur-Gironde,241700640
Chemin,243901089
Fontaines,247100589
Mazuby,200043776
Caubous,200072635
Saint-Étienne-des-Sorts,200034692
Lées-Athas,200067262
Pontaix,242600534
Cusset,200071363
Dolomieu,200068567
La Champenoise,200068880
Moiré,200040574
Mignovillard,200069623
Éterpigny,200037059
Étercy,247400740
Goussainville,247800550
Barville,200066017
Dugny,200054781
Roches-sur-Marne,200068666
Saché,200072650
La Couvertoirade,241200906
Maylis,200069631
Boulzicourt,240800862
Viuz-en-Sallaz,247400666
Julos,200069300
Moncaup,200073146
Ersa,200042943
Hinacourt,200040426
Bairon et ses environs,240800920
Sermur,200067593
Saint-Vincent-Jalmoutiers,242400935
Chaudes-Aigues,200066660
Saint-Cyr-la-Rosière,200068435
Soueich,200073146
Nogent-sur-Vernisson,200067676
Chambéon,200065894
L'Albenc,200070431
Lichans-Sunhar,200067106
Souligny,200069250
Molinons,248900664
Bois-de-Gand,200069615
Quédillac,200038990
Biron,200041523
Pleumeur-Gautier,200065928
Stetten,200066058
Missillac,200000438
Neuvic,200040095
La Sure en Chartreuse,243800984
Aloxe-Corton,200006682
Damloup,245501242
Channay,242101434
Beaumont-les-Autels,200006971
Saint-Capraise-de-Lalinde,200034833
Monthyon,200072130
Ménesplet,200040384
Le Noyer,200069110
Lézignan-la-Cèbe,243400819
Émanville,242700607
Marcé,200068955
Cazalis,200069649
La Ferté-Loupière,248900524
Miradoux,243200391
Frontignan-Savès,200072643
Saint-Philbert-de-Bouaine,200070233
Sauvagnat,200071215
Monségur,200044394
Dalstein,200067486
La Bastide-du-Salat,200067940
Criquetot-sur-Ouville,200069847
Surville,200035665
La Genétouze,200072882
Saint-Martin-du-Fouilloux,200041333
Saint-André-d'Olérargues,200034692
Bellevigne-en-Layon,200071553
Sainte-Marie-de-Vatimesnil,200071843
Gurcy-le-Châtel,200040251
Fouesnant,242900660
Heuqueville,200072312
Saint-Brevin-les-Pins,244400586
Tocqueville,200066405
Saint-Sauveur-de-Carrouges,200071652
Alaincourt-la-Côte,245701206
Hondschoote,200040954
La Compôte,200069110
Santeuil,200035970
Maidières,200041515
Issy-les-Moulineaux,200054781
La Rue-Saint-Pierre,200067999
Roquefort-sur-Garonne,200073146
Gigny-Bussy,200042992
Mont-lès-Neufchâteau,200068559
Brucamps,200070936
Souleuvre en Bocage,200068799
La Forteresse,200059392
Freychenet,240900464
Ry,200070449
Génolhac,200066918
Saint-Denis-de-Palin,241800424
Clermont,200067940
Grandchamp,240800862
Ainhice-Mongelos,200067106
Saint-Maurice-en-Gourgois,244200770
Gueux,200067213
Fain-lès-Montbard,242101491
Izotges,243200508
Villebernier,200071876
Prats-du-Périgord,200041440
Crégols,244600532
Coux,200071413
Montazeau,200034197
Boursières,247000367
Longueil-Annel,246000772
Maisey-le-Duc,242101434
Mulsans,200055481
Évigny,240800862
Asnières-sur-Vègre,247200090
Cesse,200066132
Le Cannet-des-Maures,248300550
Froissy,200068005
Censeau,200069623
La Jonchère-Saint-Maurice,200066512
Cheuge,200072825
Secondigny,200041333
Mur-de-Barrez,200067171
Sardon,200071199
Charmois-devant-Bruyères,200042000
Pauvres,240800920
Saint-Léger,200035442
Helleville,200067205
Lierval,200043495
Saint-Martin-de-Fugères,200073401
Boulogne-sur-Gesse,200072643
Lavergne,244700464
Les Loges-Margueron,200071041
Saugnacq-et-Muret,200069656
Sorde-l'Abbaye,200069417
Broons,200068989
Lugarde,241500255
Grandvelle-et-le-Perrenot,247000706
Arandon-Passins,200068542
Saint-Simeux,200070514
Vernonvilliers,200066892
La Celette,200049484
Provenchère,242504371
Les Charmontois,200042703
Saint-Martin-d'Hardinghem,200069037
Bambecque,200040954
Bussière-Dunoise,200034825
Saint-Symphorien-de-Mahun,240700716
Foissac,200069383
Catheux,200068005
Carmaux,200040905
Chissay-en-Touraine,200072064
Lizac,200066322
Vicq-Exemplet,243600350
Annepont,200041689
Le Poët-Célard,242600252
Biville-la-Rivière,200068534
Brion,200059392
Molay,243901089
Gourvillette,200041689
Porcaro,200066785
Bossée,200071587
Arcueil,200054781
Saint-Martin-d'Ordon,248900938
Saint-Barnabé,200067460
Wœlfling-lès-Sarreguemines,200070746
Mont-Saint-Père,200072031
Saint-Manvieu-Norrey,200065597
Possesse,200067379
Glatens,248200065
Algajola,242020105
Varetz,200043172
La Chapelle-Vicomtesse,200040772
Espaon,243200599
Monteplain,243900560
Larressingle,243200417
Saint-Jacut-les-Pins,243500741
Lichères,200072023
Cuq,200035459
Mirambeau,200072643
Secenans,247000714
Saint-Étienne-de-Fougères,200023307
Civry-en-Montagne,200071207
Châteauneuf-du-Faou,242900561
Hugier,200041887
Albiès,200066363
Foncine-le-Bas,200069623
Pruniers-en-Sologne,200018406
La Richardais,243500725
Cromac,200071942
Chavigny,245400171
Beaulieu-en-Argonne,200066140
Boursin,200072478
Pino,200042943
Chaussenans,200071595
Monêtier-Allemont,200068765
Chérisey,200039907
Sissy,200040426
Dury,200071892
Andainville,200071181
Beaumont-lès-Randan,200071199
Gageac-et-Rouillac,200070647
Sérignac,248200065
Baron-sur-Odon,200066728
Bagneux-la-Fosse,200069003
Ecot-la-Combe,200069664
Francazal,200073146
Saint-Félix-de-Foncaude,200069599
Borville,200067643
Hallering,245700133
Magny-en-Vexin,249500513
Cavron-Saint-Martin,200044030
Lengelsheim,200069441
Roubion,200030195
Vroil,200067379
Fréjairolles,248100737
Givenchy-en-Gohelle,246200364
Évenos,248300394
Neuvy-Saint-Sépulchre,200018521
Lavallée,200066140
Cuqueron,200039204
Domfessel,200067841
Bellefontaine,243900479
Sans-Vallois,200068773
Farébersviller,245700398
Bézancourt,200069730
Magny-en-Bessin,241400555
Moutier-d'Ahun,200067189
Aguessac,241200567
Saint-Sylvestre-sur-Lot,200068930
Neuvy-sur-Loire,200067916
Bassuet,200067379
Grenay,246200364
Trans-en-Provence,248300493
Xeuilley,245400171
Puymirol,200036572
Beaucamps-Ligny,245900410
Saint-Vigor-des-Monts,200066389
Châtel-Guyon,200070753
Herran,200073146
Montboissier,242852465
Espanès,243100633
Rouvroy,246200299
Nonancourt,200040277
Exermont,240800920
Dambach-la-Ville,200034270
Rupt-sur-Saône,247000367
Ambert,200070761
Strenquels,200066371
Metzeresche,245701354
Conthil,245701206
Saint-Maime-de-Péreyrol,200040392
Le Bodéo,200069409
Brunembert,200018083
Saint-Firmin-des-Bois,200067668
Étables,200073096
Girefontaine,200041721
Richeval,200068146
Val-d'Auzon,241000223
Affracourt,200035772
La Postolle,248900664
Urbalacone,200038958
Salins-les-Bains,200071595
Courchaton,247000714
Bihorel,200023414
Raville,200067957
Saint-Étienne-de-Chomeil,241500255
Saint-Urbain,242900801
Bigorno,200036499
La Roche-Vineuse,200070308
Tuchan,200070365
Bucy-le-Long,240200501
Machilly,200011773
Lassigny,246000855
Frucourt,200070993
Étrun,200033579
Tomblaine,245400676
Boult-sur-Suippe,200067213
Bucey-lès-Traves,247000367
Osmoy-Saint-Valery,247600604
Léotoing,244301032
Calviac-en-Périgord,200040830
Tocane-Saint-Apre,200040400
Neung-sur-Beuvron,244100780
Villedieu-sur-Indre,243600301
Reigny,200049484
Vieux-Ferrette,200066041
Eymet,200040889
Sanzey,200070563
Corbreuse,249100595
Criquebeuf-en-Caux,200069821
Saint-Genès-Champanelle,246300701
Venas,200071512
Les Essards-Taignevaux,243901089
Belval-en-Argonne,200042703
Montanges,240100891
Ancinnes,200072700
Guengat,200068120
Langatte,200068146
Thénioux,200033207
Bayonvillers,200070928
Villequier-Aumont,200071785
Vahl-Ebersing,200067502
Gehée,200040558
Saint-Maurice,200054781
Monteils,200066918
Saint-Sernin,200035707
Bonvillers,200068005
Pomponne,247700594
Bréry,200069615
Willgottheim,200034635
Bourguignon-sous-Montbavin,200071769
Peyrat-le-Château,248719353
Le Ménil-Vicomte,200069458
Pauilhac,243200391
Perrancey-les-Vieux-Moulins,200072999
Lescousse,200066231
Enchastrayes,200072304
Le Vaumain,246000913
Villethierry,248900748
Meslay-du-Maine,245300223
Cadalen,200066124
Quillan,200043776
Bourran,200068922
Saint-Barthélemy,244000659
Vahl-lès-Faulquemont,245700133
Bruille-lez-Marchiennes,245901152
Veulettes-sur-Mer,200069839
Sainte-Cécile-d'Andorge,200066918
Biéville-Beuville,200065597
Saint-Romain,200070761
Arengosse,244000691
Saint-Christoly-de-Blaye,200023794
Hermelange,200068146
Bren,200073096
Saint-Médard-en-Jalles,243300316
Grand,200068559
Sauvagnas,200035459
Orthez,200039204
Saint-Jean-et-Saint-Paul,241200906
La Chapelle-Enchérie,200040772
Saint-Épain,200072668
La Nouaye,243500550
Thory,200070969
Lemud,200039907
Mougon-Thorigné,200069755
Berzé-la-Ville,200070308
Ambrines,200069482
Boissets,247800550
Plouezoc'h,242900835
Saint-Secondin,200070035
Livron,200067296
Villeneuve-sur-Conie,200035764
Meyenheim,246800445
His,200073146
Blénod-lès-Toul,245400510
Saint-Marcet,200072643
Neufgrange,200070746
Saint-Martin-Terressus,248719361
Sailly-Flibeaucourt,200070936
Coimères,200043974
Arzal,200027027
Saint-Mards-de-Blacarville,200065787
Frémicourt,200035442
La Madeleine-Bouvet,200068435
Saint-Ségal,200067247
Mauquenchy,200069730
Mareuil-la-Motte,246000855
Planès,246600464
Quévert,200068989
Houldizy,200041630
Dignac,200071827
Cussac-Fort-Médoc,243301447
Molezon,200069136
Le Bosc-Renoult,200069458
Valzin en Petite Montagne,200012060
Bunzac,200068914
Valorbiquet,200069532
Sommerance,240800920
Cazilhac,200035715
Mazerolles-le-Salin,242500361
Trenal,200071116
Croisy-sur-Eure,200072312
Prey,200071454
Tournemire,200067155
Jabreilles-les-Bordes,200066512
Framecourt,200069672
Hautaget,200070829
Menetou-Couture,200011781
Foulcrey,200068146
Saint-Amand,200044014
Chalifert,247700594
Cernay-lès-Reims,200067213
Caden,245614383
Pelousey,242500361
Loudéac,200067460
Lésigny,200023125
Amarens,200066124
Uzès,200034379
Chezelles,200072668
Esparron,200040202
Jœuf,200070845
Piano,200073252
Ungersheim,200066009
Saint-Pierre-sur-Dropt,244700449
Lalheue,247103765
Vennes,242504181
Les Salles-de-Castillon,243301454
Villers-sur-Bonnières,246000848
Semuy,240800862
Maninghem,200069235
Grèges,247600786
Noiron-sur-Bèze,200072825
Cuiry-Housse,240200519
Saint-Thomas,200068641
La Côte-Saint-André,200059392
Précey,200069425
Le Tâtre,200029734
Petit-Fayt,200043263
Saint-Pierre-de-Bat,200069599
Loison-sous-Lens,246200364
Jetterswiller,200068864
Armentières-en-Brie,247700065
Treffrin,242900744
La Plagne Tarentaise,247300817
Creys-Mépieu,200068542
Semur-en-Vallon,200072692
Dingy-en-Vuache,247400690
Fouquenies,200067999
Velles,200070332
Saint-Julien-du-Terroux,200055887
Saint-Priest-la-Plaine,200067510
Saint-Blaise-la-Roche,246700306
Commer,200055887
Lagraulière,241927201
Saint-Pierre-de-Chandieu,246900575
Andoins,200067296
Warcq,200041630
Thiel-sur-Acolin,200071140
Castex,200035756
Pontgouin,200058360
Villeneuve-Frouville,200055481
Sainghin-en-Mélantois,245900410
Saint-Dizant-du-Gua,200041523
La Condamine-Châtelard,200072304
Marly-Gomont,200071983
Colembert,200018083
Millas,246600415
Feliceto,200073104
Saint-Laurent-des-Combes,200035533
Villenave-près-Marsac,200072106
Mugron,200069631
Leynhac,200066678
La Chapelle-du-Châtelard,200069193
Reillanne,200071025
La Buisse,243800984
Souvigny,200071140
Villefloure,200035715
Socx,200040954
Bruay-la-Buissière,200072460
Saint-Goin,200067262
Saint-Léger-lès-Paray,200071884
Mévoisins,200069953
Betpouey,200070811
Louignac,200043172
Nuits,200039642
Saint-Didier-sur-Chalaronne,200070118
Combaillaux,200022986
Le Carlaret,200066231
Saint-Martin-d'Oydes,200066231
Walschbronn,200069441
Corzé,200068955
La Bourboule,246300966
Sougé,200072072
Laguépie,248200107
Poilly-sur-Serein,200067080
Angles-sur-l'Anglin,248600413
Verneuil-en-Bourbonnais,200071389
Loix,241700459
Frencq,200069029
Sinceny,200071785
Huêtre,200035764
Bohas-Meyriat-Rignat,200071751
Sainte-Hélène,245600440
Mas-d'Auvignon,243200391
Fourques,243000585
Saint-Genest-de-Contest,200034056
Bourg-Bruche,246700306
Campan,246500482
Liglet,200070043
Braud-et-Saint-Louis,243300811
La Trinité,200041010
Coulonges,200070043
Varangéville,245400189
Roaillan,200043974
Coignières,200058782
Chassy,200007177
Bagneux,245400510
Aumerval,200069672
Montgazin,200066819
Arné,200070787
Betpouy,200070795
Lantéfontaine,200070845
Chémery-Chéhéry,240800847
Arveyres,200070092
Sauret-Besserve,200072080
Servas,200071751
Beauvoir,200070779
Mougins,200039915
Veyssilieu,200068542
Rieux,243500741
Jonquières,200034056
Roman,200066462
Malherbe-sur-Ajon,200069524
Arches,200068757
Guitalens-L'Albarède,200034056
Traînel,200006716
Étais-la-Sauvin,200067130
Barlieu,200069227
Cobonne,242600252
Everly,200040251
Soulangis,200066330
Sainte-Livrade,243100781
Bourg-le-Roi,200072700
Pretz-en-Argonne,200066140
Romans,200041994
Beuvron,200067692
Saint-Martin-Longueau,246000921
Auvers-sur-Oise,249500430
Montarnaud,243400694
Irai,200068468
Cernay,200036465
Plainfaing,200071066
Flagy,200040293
Plaisir,200058782
Saint-Jean-de-Folleville,200010700
Sainte-Austreberthe,247600646
Bédéchan,200042372
Canteleux,200069672
Chapaize,247103765
La Neuville-sur-Essonne,200071850
Vayrac,200066371
Gouzens,200066819
Cunelières,200069052
Saint-Georges-d'Hurtières,247300676
Siévoz,200040657
Saint-Denis-de-Gastines,245300355
Hauteville-Lompnes,240100578
Champeix,200070407
Sainte-Sabine,200071207
Crest,200040509
Bourguignon-lès-Conflans,200041879
Vitry-en-Perthois,200067379
Nieppe,200040947
Les Bordes,248900334
Alan,200072643
Lasséran,200072320
Savières,200070126
Les Iffs,243500733
Dardez,200071454
Caissargues,243000643
Saint-Aubin-sur-Mer,241400860
La Charité-sur-Loire,200068088
Trizay,241700517
Bray,200040293
Neuville-en-Verdunois,200066140
Saint-Gérand-de-Vaux,200071470
Paulmy,200071587
Doudeville,200069847
Autricourt,242101434
Tétaigne,240800847
Grainville-la-Teinturière,200069839
Cieux,200071942
Fendeille,200035855
Arques-la-Bataille,247600786
Culhat,246301097
Mauries,200069649
Verdille,200072023
Saléchan,200070829
Goudex,200072643
Saint-Marcel,200069193
Montsalier,200071025
Illfurth,200066041
Troussey,200066157
Labeyrie,200039204
Suippes,200042620
Calce,200027183
Méteren,200040947
Le Héron,200069730
Le Pavillon-Sainte-Julie,200069250
Bernadets,200067296
Séné,200067932
Dampvitoux,200070738
Avrillé,244900015
Rueil-la-Gadelière,200040277
Loiré-sur-Nie,200041689
Les Monts d'Aunay,200069524
Longvilliers,200073344
Noisy-sur-École,200072346
Brignon,200066918
Couffy-sur-Sarsonne,200066744
Gourdon-Murat,200066645
Languidic,200042174
Tonnerre,200039642
Beauvais,200067999
Champier,200059392
Saulty,200069482
Monnet-la-Ville,200069623
Lamotte-Beuvron,200000800
Gours,200070092
La Salle,200070308
Champrond,247200686
Morières-lès-Avignon,248400251
Dampierre-en-Yvelines,200033173
Montaut,200066231
Montlebon,242504116
La Ferrière-au-Doyen,200068468
