commune,epci
Montlevicq,243600350
Nancuise,243901071
Aubencheul-au-Bac,200068500
Bornambusc,247600505
Vielle-Louron,246500573
Soudé,200066876
Marigny,245100979
Le Tanu,200043354
Mondreville,247800550
Rustiques,200035715
Courboin,200072031
Camoël,244400610
Allèves,200066793
Heimsbrunn,200066009
Beaussault,200069730
Boiry-Sainte-Rictrude,200033579
Ceyrat,246300701
Watten,200040954
Charentay,200067817
Guivry,200071785
Fécocourt,245400510
Écouflant,244900015
Pussigny,200072668
Audeux,242500361
Donnenheim,200067874
Gouy-sous-Bellonne,200044048
Sorbais,240200444
Les Martys,200042463
Villards-d'Héria,243900412
Prondines,200071215
Tréguier,200065928
Pronville-en-Artois,200044048
Escorailles,241501139
Mancenans-Lizerne,200023075
Aroffe,200068559
Les Sauvages,200040566
Chamblay,243900420
Guimiliau,242900751
Saint-Just-sur-Viaur,200068831
Malmerspach,246800205
Cany-Barville,200069839
Les Arsures,200071595
Coubron,200054781
Blicourt,246000848
Les Costes-Gozon,241200914
Jas,200065894
Claracq,200067239
Luchat,200036473
Les Églisottes-et-Chalaures,200070092
Contréglise,200041879
Saint-Marcel,200066785
Les Ableuvenettes,200068369
Soulomès,244600573
Hénaménil,245400759
Margencel,200067551
Parfondeval,240200634
Rouen,200023414
Saumos,243301389
Flavy-le-Martel,200071892
Roquecourbe,200066561
Villeneuve-Minervois,200035715
Mudaison,243400470
Issirac,200034692
Lizine,200068070
Béthonsart,200069482
Schweighouse-Thann,200036465
Équennes-Éramecourt,200071181
Chassors,200070514
Saint-Marc-à-Loubaud,200044014
Gonneville-Le Theil,200067205
La Neuville-sur-Ressons,246000855
La Chapelle-Gauthier,200066413
Gez,200070811
Notre-Dame-de-Commiers,200040715
Bastelicaccia,242000503
Manzac-sur-Vern,200040392
Baliros,246401756
Walscheid,200068146
Neaux,244200630
Perrigny,200071116
Sourdon,200070969
Marcenais,243301181
Montjardin,200043776
Quatremare,200035665
Olmeta-di-Capocorso,200042943
Sainte-Marie,200065647
Saint-Laurent-les-Tours,200066371
Parux,200069433
Crosey-le-Petit,242504371
Saint-Seine,200067882
Mialet,242400752
Châtillon-le-Roi,244500542
Heurteauville,200010700
Bouzonville-aux-Bois,200066280
Oullins,200046977
Lion-devant-Dun,200066132
Moutoux,200069623
Cry,200039642
Sainte-Colombe-de-la-Commanderie,246600449
Charrey-sur-Seine,242101434
Prunières,200069185
Épaumesnil,200071181
Cellettes,200072023
Thennelières,200069250
Cuisles,200067213
Moulin-Mage,200066553
Angicourt,246000921
Monfort,200034726
Les Menus,200068856
Landresse,242504181
Leuchey,200027308
Mirmande,242600252
Neuville-sur-Vanne,241000447
Méricourt,200059889
Le Cateau-Cambrésis,200030633
Angles,200068625
Entre-deux-Guiers,200040111
Alzing,200067486
Erstroff,200067502
Mattexey,200067643
Voujeaucourt,200065647
Gognies-Chaussée,200043396
Guéhébert,200067023
Romanswiller,200068864
Naucelle,200068831
Dury,248000531
Lamaronde,200071181
Salesches,200043321
Bornay,200071116
Trouvans,200068294
Val-Cenis,200070340
Vergoignan,200030435
Savigny-sur-Grosne,247103765
Auzainvilliers,200068682
La Neuville-en-Hez,200067999
Saint-Priest-Taurion,200066512
Congrier,200048551
Genneville,200066827
Pouant,248600447
Gassin,200036077
Feings,200072064
Bosmont-sur-Serre,240200469
Étrepigney,243900560
Arzillières-Neuville,200034718
Pleyben,200067247
Givenchy-lès-la-Bassée,200072460
Girolles,200039758
Morlet,200070530
Olmi-Cappella,200073104
Tourette-du-Château,200039931
Laneuville-à-Rémy,200068666
Roquessels,200071058
Cuiry-lès-Chaudardes,240200592
Lesquin,245900410
Calès,200066371
Crainvilliers,200068682
La Table,200041010
Cromary,247000706
Andelot-Morval,200012060
Pia,200070365
Fréchendets,200070787
Bieujac,200043974
Treffléan,200067932
Béard,200067700
Égliseneuve-près-Billom,200067627
Champcueil,249100546
Saint-Beauzile,200066124
Beaumetz-lès-Loges,200033579
Lonlay-le-Tesson,200035814
Bons-en-Chablais,200067551
Drouvin-le-Marais,200072460
Le Souich,200069482
Entraigues,200070753
Lédenon,243000643
Essoyes,200069003
Villequiers,241800374
Meaux,200072130
Lème,200067239
Filain,200041853
La Rouaudière,200048551
Beaumais,241400514
La Baffe,200068757
Aillon-le-Jeune,200069110
Chamblanc,242101509
Rohr,200034635
Allemagne-en-Provence,200034700
Beaurain,245901038
Lanrigan,243500733
Bretenières,243901089
Anquetierville,200010700
Courrensan,243200458
Courtillers,247200090
Bras,200068104
Baraize,200068872
Betz,246000871
Martignat,200042935
Condé-Northen,200067650
Argelos,244000881
Buire-sur-l'Ancre,248000747
Doux,200043156
Publy,200071116
Beuzeville-la-Bastille,200042729
Lalacelle,246100663
Allamont,200070845
Ruffey-lès-Echirey,200069540
Dangers,200033181
Maurens,200042372
Halloy,246000848
La Romagne,240800862
La Croix-en-Brie,247700701
Île-d'Arz,200067932
Savigny-le-Vieux,200069425
Barberey-Saint-Sulpice,200069250
Victot-Pontfol,200065563
Saint-Rémy-de-Sillé,200072718
Saint-André-en-Terre-Plaine,200039709
Sévry,200032514
Tarerach,200049211
Mayenne,200055887
Bérulle,241000447
Maransin,200070092
Singleyrac,200040889
Les Roises,200066108
Puyvalador,246600464
Les Noës,200035731
Macquigny,200071983
Saint-Michel-de-Fronsac,243301397
Sailhan,246500573
Leignes-sur-Fontaine,200070043
Ouerre,200040277
Marast,247000714
Vauxbuin,240200477
Saint-Marc-à-Frongier,200044014
Avançon,200067320
Fossoy,200072031
Cernoy,246000566
Duzey,200066173
Commune nouvelle d'Arrou,200069961
Locmaria-Berrien,200067197
Beaurepaire,247600497
Budelière,200067544
Saint-Germainmont,200043156
Champseru,200033181
Avesnes-le-Sec,200042190
Breux-sur-Avre,200066462
Morlaàs,200067296
Cérans-Foulletourte,247200629
Germolles-sur-Grosne,200071645
Réclonville,200069433
Barisey-au-Plain,245400510
Dampierre-sur-le-Doubs,200065647
Nédon,200069672
Bierné,245300447
Cluses,200033116
Isômes,200027308
Abbévillers,200065647
Lachapelle-sous-Chanéac,200041465
Parfondrupt,245501242
Ilhat,240900464
La Canourgue,200069268
Villefavard,200071942
La Grande-Paroisse,247700107
La Saussaye,200066405
Saignon,200040624
Nonville,247700032
Granzay-Gript,200041317
Saint-Préjet-Armandon,200073393
Aix-en-Provence,200054807
Noilhan,243200599
Zellwiller,200034270
Girauvoisin,200034874
Thonac,200041168
Prunières,200067742
Gellin,200069565
Chaumot,200067692
Les Pontets,200069565
Tillay-le-Péneux,200070159
Ménétrol,200070753
Sassangy,247104094
Trégrom,200065928
Alleyras,244301123
Douillet,200072700
Mérinville,200067668
Vaux-sur-Vienne,248600413
Creyssac,200040400
Braye,240200501
Saint-Étienne-du-Grès,241300375
Courgenay,248900664
Arudy,246400337
Treignac,200066645
Bourguignon,200065647
Fourneville,200066827
Rivas,200065894
Fontenille-Saint-Martin-d'Entraigues,200069755
Esclanèdes,200069268
Saint-Véran,200067452
Chépy,200070944
Punerot,200068559
Saint-Jeannet,200067437
Abbenans,200068294
Bouvron,200070563
Montredon-Labessonnié,200034049
Saint-Vivien-de-Blaye,200023794
Dammartin-en-Goële,200055655
Somme-Vesle,200043438
Mardeuil,200067684
Châlons-sur-Vesle,200067213
Brion,248900938
Loupeigne,200072031
Labroye,200044030
Barbaggio,200073120
Saint-Mury-Monteymond,200018166
Grambois,248400285
Limbrassac,200044469
Montauban-de-Luchon,200072635
Beaupouyet,200069094
Saulcy-sur-Meurthe,200071066
Barquet,200066413
Puisieux-et-Clanlieu,240200444
Échalot,242101434
Lanester,200042174
Cagny,200065589
Grand-Camp,200066413
Wingen-sur-Moder,200067783
Catillon-sur-Sambre,200030633
Saint-Juéry,200069144
Mary-sur-Marne,247700065
Saint-Michel,200066231
Vivoin,200072700
Vence,200030195
Limanton,200067882
Ault,247600588
Palluel,200044048
Sainte-Anne,200072072
Poilly-sur-Tholon,248900524
Évillers,242504488
Velotte-et-Tatignécourt,200068369
Rétonval,200069722
Valencin,243801255
Le Pont-de-Claix,200040715
Beaulieu-sur-Oudon,245300306
Catenoy,246000376
Contigny,200071389
Romagné,200072452
Saivres,200041994
Bourgvilain,200071645
Landécourt,200067643
Saint-Sernin-sur-Rance,200067163
Vermelles,200072460
Brillecourt,200071777
Saint-Priest-la-Marche,200049484
Castillon-Massas,200066926
Saleich,200073146
Beaumont-sur-Sarthe,200072700
Couëtron-au-Perche,244100293
Einville-au-Jard,245400759
Arcins,243301447
Moncaup,200067296
Moulin-sous-Touvent,246000749
Fougaron,200073146
Cléguérec,245614433
Miéry,200071595
Plailly,246000764
Losse,200035541
Gémil,243100732
Livry-Gargan,200054781
Monthenault,200043495
Saint-Georges-Blancaneix,200070647
Saint-Remimont,200035772
Homps,200034726
Saint-Jean-de-Bassel,200068146
Bioussac,200043016
Lignan-de-Bazas,200043982
Villenave-de-Rions,243301215
Bouglainval,200033181
Guinecourt,200069672
Saint-Romans-des-Champs,200041317
Claudon,200068773
Maine-de-Boixe,200072023
Valdoie,200069052
Vignevieille,200035863
Nanteuil,200041994
La Ferrière,200018166
La Machine,200067700
Avreuil,200071041
Laroque-des-Albères,200043602
Rapale,200073120
Moreilles,200073260
Montblainville,200066116
Neuf-Église,200072080
Saint-Offenge,200068674
Botsorhel,242900835
Forléans,200071017
Montier-en-l'Isle,241000405
Cheignieu-la-Balme,200040350
Vernois-lès-Belvoir,242504371
Esclavolles-Lurey,200066835
Angeac-Charente,200070514
Escarmain,245901038
Marigny-sur-Yonne,200067692
Lamure-sur-Azergues,200040566
Le Pradal,200042646
Happencourt,200071892
Pérols-sur-Vézère,200066744
Lahitte-Toupière,200072106
Malrevers,200073419
Montclar-de-Comminges,200068815
Montcourt-Fromonville,200023240
Ifs,200065597
Giey-sur-Aujon,245200597
Saint-Barthélemy-de-Bellegarde,200040384
Neuville-sur-Ornain,245501184
Sainte-Marie-d'Attez,200066462
Saint-Donat,200069169
Saugnac-et-Cambran,244000675
Le Vivier,246600423
Lennon,200067247
Ségalas,200072106
Lagarde,245701206
Saint-Pierre-d'Arthéglise,200067205
Varnéville,200034874
Mondelange,200039949
Montiéramey,200069250
Pezé-le-Robert,200072718
Terrebasse,200072643
Ébersviller,200067486
Vouhé,200069748
Palante,247000664
Monceau-sur-Oise,200071983
Saint-Hilaire-sous-Charlieu,200035202
Saint-André-de-Sangonis,243400694
Montliot-et-Courcelles,242101434
Saint-Nicolas-de-Redon,243500741
Le Touquet-Paris-Plage,200069029
Rayet,200036523
Chamarande,249100553
Belcastel,241200625
Chanac,200069268
Isle-Aubigny,200071777
Lans,247100589
Charmes-la-Grande,200044253
Plazac,200041168
Saint-Abraham,200066785
La Tour-du-Meix,243901071
Niedermodern,200067874
Cocheren,245700372
Saint-Saturnin-du-Bois,200041614
Sussargues,243400017
Caharet,200070803
Verdèse,200073252
Clémencey,200070894
Drosnay,200042992
Noueilles,243100633
Hirson,240200600
Préguillac,200036473
Molinet,200071884
Pintac,200072106
Séglien,245614433
Coudures,200069649
Lansac,246600423
Nourard-le-Franc,246000566
La Roque-Baignard,241400878
Attiches,200041960
Fouvent-Saint-Andoche,247000623
Craintilleux,200065886
Béru,200067080
Germenay,200067692
Sainte-Geneviève-des-Bois,200067676
Curel,200071033
Bazenville,200069516
Mailly-le-Château,200067080
Vouillé-les-Marais,200073260
Bouessay,247200090
Fresnes-sur-Escaut,245901160
Glageon,200043404
Bazinghen,246200380
Saint-Martial-Viveyrol,200040400
Zicavo,200038958
Sombacour,242504488
Farges-lès-Mâcon,200069698
Sevrier,200066793
Saint-Ferréol-des-Côtes,200070761
Clamanges,200067684
Mont-Laurent,200043156
Terjat,200071082
Plounévézel,242900744
Le Mazis,200071181
Presly,200000933
Regnière-Écluse,200070936
Alex,247400617
Douville-en-Auge,200065563
Ames,200072460
Lérouville,200066157
Aubaine,200071207
Katzenthal,246800551
Scrignac,200067197
Lucbardez-et-Bargues,244000808
Saint-Martin-sous-Vigouroux,200066660
Moinville-la-Jeulin,200033181
La Neuville-en-Tourne-à-Fuy,200043156
Klang,245701354
Avord,241800374
Limeux,200070993
Pont-Saint-Martin,244400438
Saint-Philbert-sur-Boissey,200066405
Reignat,200067627
Biol,200068567
La Tessoualle,200071678
Bois-d'Amont,243900354
Saint-Rémy,200041317
Crastatt,200068864
Semoutiers-Montsaon,200068658
Montreux-Vieux,200066033
Warhem,200040954
Meilleray,200072544
Plaudren,200067932
Senargent-Mignafans,247000714
Saint-Priest,200067593
Flesquières,200068500
Grasse,200039857
Isle-Saint-Georges,243301264
Griesheim-près-Molsheim,246700744
Sauveterre,200072106
Allègre,200073419
Ornon,243800745
Campitello,200036499
Xanton-Chassenon,248500563
Caixon,200072106
Rely,200072460
Loisy,200071538
Teillots,200041150
Mur-de-Sologne,200018406
Condat-sur-Trincou,200041572
Dombasle-sur-Meurthe,245400189
Chamberet,200066645
Esplantas-Vazeilles,200073393
Le Croisic,244400610
Rumilly-lès-Vaudes,200069003
Saint-Félix,200071470
Saint-Denis-du-Payré,200073260
Chânes,200070308
Murviel-lès-Béziers,200071058
Goldbach-Altenbach,246800205
La Livinière,200066348
Combray,200066710
Villeneuve-lès-Montréal,200035707
Nortkerque,246200844
Guindrecourt-sur-Blaise,200068658
Troncens,243200508
Deinvillers,200005957
Rignac,241200625
Kernouës,242900793
Mirepoix,200066926
Ranville,200065563
Rians,200040202
Noyelles-sur-Escaut,200068500
Saint-Gilles-des-Marais,200071520
Montayral,200068930
Marbéville,200068658
Verteillac,200040400
Achey,247000623
Vernajoul,200067791
Montpeyroux,200034197
Seppois-le-Haut,200066033
La Grève-sur-Mignon,200041499
Tauriac,243301223
Villars,244200770
Hangest-sur-Somme,200071223
Saint-Georges-du-Bois,200041614
Le Houlme,200023414
Saint-Sauvant,200036473
Graves-Saint-Amant,200070514
Le Vernois,200069615
Golfech,248200016
Champagnolles,200041523
Puy-l'Évêque,244600433
Charly,200046977
Gendrey,243900560
Bazougers,245300223
Oncieu,240100883
Saint-Jean-Brévelay,200067221
Écotay-l'Olme,200065886
Clermont,200070852
Valdoule,200068765
Saint-Jean-de-Laur,200067361
Gesnes-le-Gandelin,200072700
Sampolo,200038958
Roussas,200040681
Beaufort-en-Santerre,200070928
Vagney,200071157
Colombières,200066801
Savigny-en-Terre-Plaine,200039709
La Motte-Saint-Martin,200040657
Bosc-Guérard-Saint-Adrien,200070449
Trégourez,242900561
Golleville,200067205
Buigny-l'Abbé,200070936
Champ-Laurent,200041010
Champagnac-le-Vieux,244301099
Le Torpt,200066827
Saint-Martin-de-Sanzay,247900798
Cépie,200071926
Mécringes,245100888
Saint-Rémy-aux-Bois,200067643
Mons,200066348
Conteville,200066827
Le Fau,241501139
Étréjust,200071181
Lorgies,200072460
Berneuil,241700632
Saint-Arnoult,200072072
La Trinité,200030195
Tercis-les-Bains,244000675
Vif,200040715
Vieil-Hesdin,200044030
Brouqueyran,200044394
Coaraze,240600593
Castandet,244000824
Clans,247000367
Baron,243301215
Saint-Antonin-Noble-Val,248200107
Sévignacq,200067239
La Salle,200071066
Le Caire,200068765
Champenoux,200070589
Saint-Seurin-de-Bourg,200023794
Leménil-Mitry,200035772
Lesquerde,246600423
Fossieux,245701206
Quistinic,200042174
Thieulloy-l'Abbaye,200071181
Doussard,247400773
Magnac-Bourg,200040814
Saint-Jean-du-Gard,200066918
Périgueux,200040392
Biziat,200070555
Brenat,200070407
Groffliers,200069029
Sorel,200037059
Molompize,200066637
Lodes,200072643
Les Voivres,200068757
Brénaz,200040350
Mersuay,200041879
Fresnes,242101491
Quincey,200070894
Étivey,200039709
Reffannes,200041333
Gondrecourt-Aix,200070845
Fénery,200041333
Bazoilles-sur-Meuse,200068559
Watigny,240200600
Saint-Souplet-sur-Py,200067213
Vaux-lès-Mouron,240800920
Urrugne,200067106
La Rouquette,200069383
Chaponnay,246900765
Castillon-de-Saint-Martory,200073146
Ombrée d'Anjou,244900809
Œuf-en-Ternois,200069672
La Bâtie-Vieille,200067320
Ecquetot,242700607
Voiron,243800984
Le Mesnil-Lieubray,200069730
Ardres,200072478
Montauban,248200099
Saint-Clair-de-Halouze,200035814
Buire-au-Bois,200069672
Sainte-Marie-du-Mont,200042729
Puiseaux,200071850
Beaune-d'Allier,200071512
Ellon,241400555
Franqueville,240200444
Villard,200067510
Longueau,248000531
Sequehart,240200493
Lezennes,245900410
Yvoy-le-Marron,244100780
Réal,246600464
Chapelaine,200034718
Louvil,200041960
Antully,200070530
Bazeilles-sur-Othain,245501259
Bibiche,200067486
La Gaillarde,200069839
Ménil-Vin,246100390
Le Mesnil-Villement,241400514
Ambès,243300316
Saint-Clément-de-Valorgue,200070761
Vermandovillers,200070928
Larceveau-Arros-Cibits,200067106
Puy-d'Arnac,200066769
Merten,200067650
Beton-Bazoches,200037133
Assais-les-Jumeaux,200041416
Bourréac,200069300
Mornac,200071827
Le Fresne,200043438
Les Grangettes,200069565
Walbach,246800726
Grémévillers,246000848
Sassegnies,200043396
Bellefond,200069599
Ménil-de-Senones,200071066
Vendine,200071298
Broussey-Raulecourt,200034874
Berville-sur-Mer,200066827
Mortefontaine,200071991
Beaurepaire-sur-Sambre,200043263
Montfaucon-d'Argonne,200066116
Pauligne,200071926
Versonnex,240100750
Raynans,200065647
Cambrin,200072460
Jaméricourt,246000707
Saint-Avit-de-Soulège,243301371
Crédin,245614433
Clerques,246201016
Saint-Martin-lès-Langres,200072999
Méricourt-en-Vimeu,200071181
Épieds-en-Beauce,200070183
Mhère,200067692
Beaumont-Village,200071587
Cros-de-Montvert,200066678
Lambesc,200054807
Chaumes-en-Retz,200067346
Niederrœdern,200041283
Valdallière,200068799
Pommiers,243000270
Saint-Menoux,200071496
Buire-le-Sec,200044030
Château-Voué,245701206
Belmont-de-la-Loire,200035202
Penne-d'Agenais,200068930
Lemmes,200066165
Saint-Marcel-lès-Valence,200068781
Rodalbe,245701206
Lanthenans,200068294
Bretigny,200069540
Ranspach-le-Bas,200066058
Maureilhan,243400488
Fontenay-le-Pesnel,200069516
Bouafles,200072312
Marconne,200044030
Saint-Martin-en-Gâtinois,200040038
Néfiach,246600415
Porte-de-Seine,200035665
Voinsles,200072874
Corneville-sur-Risle,200065787
Vèbre,200066363
Pargny,200070985
Les Ternes,200066660
Firmi,200067064
Saint-Julien-du-Pinet,244301016
Auvillars-sur-Saône,242101509
Litteau,200066801
Mesland,200030385
Lys,246400337
Brussey,200041887
Eps,200069672
Chaînée-des-Coupis,243901089
Nousseviller-lès-Bitche,200069441
Escalans,200035541
Tremblecourt,200070563
Roisey,244200895
Le Châtelet-sur-Meuse,200070332
Bretagne,243600293
Vrigne aux Bois,200041630
Monteignet-sur-l'Andelot,200071389
Lamastre,200016905
Smermesnil,247600604
Dangeau,242852465
Érondelle,200070993
Graveson,200035087
Maizières-lès-Brienne,200040137
Oigney,200036150
Le Bouchage,200072049
Bouffémont,200056380
Frémestroff,200067502
Ars,200070514
Clansayes,200042901
Ascoux,200066280
Aubérive,200067213
Campsas,200066652
Rongères,200071470
Brunémont,200044618
Cerbère,200043602
Volesvres,200071884
Séby,200067239
Saint-Thomas-en-Argonne,200042703
Marlhes,244200622
Tromarey,200041887
Arconville,241000405
Videix,200059400
Épense,200042703
La Remuée,247600539
Wittersheim,200067874
Lascazères,200072106
Blandy,200070779
Origny-le-Roux,200072676
Barville,200035103
Dommartin-Dampierre,200042703
Fraisse-Cabardès,200042463
Solemont,200065647
Charny,200033090
Montesquieu-des-Albères,200043602
Mauléon-Barousse,200070829
Beaumont-Pied-de-Bœuf,245300223
Fréchède,200070795
Villers-Saint-Martin,242504447
La Ville-Dieu-du-Temple,200066322
Saint-Nazaire,200027183
Chalancon,242600534
Chalaux,200067890
Mézilles,200067130
Vauxbons,200027308
La Gravelle,245300306
Saint-Martin-du-Mont,200071579
Deycimont,200042000
La Clusaz,247400617
Paluel,200069839
Roffey,200039642
Quincié-en-Beaujolais,200067817
Saint-Pierre,243100732
Mortery,200037133
Cerny-en-Laonnois,200043495
Montlognon,200066975
Clarbec,241400878
Laniscourt,200043495
Larrivoire,200026573
Montjoie-en-Couserans,200067940
Lambres-lez-Douai,200044618
Dehéries,200030633
Bouillancourt-en-Séry,200069722
Jouet-sur-l'Aubois,200011781
Naives-en-Blois,200066157
Beuvry,200072460
Lemmecourt,200068559
Ferdrupt,200033868
Corbonod,200070852
Frasseto,200038958
La Godivelle,246300966
Ensigné,200069755
Niedersteinbach,200013050
Beaurecueil,200054807
La Selle-la-Forge,200035814
Montévrain,247700594
Montbazens,241200674
Beaurains,200033579
Chambord,244100798
Fontanès,244200770
Escoulis,200073146
Toulaud,200041366
Rochefort-du-Gard,248400251
Oulon,200068088
Le Favril,200058360
Élincourt,200030633
Soumont,200017341
Levergies,240200493
Anould,200071066
Grandpré,240800920
Montferrier,240900464
Merschweiller,200067486
Obersaasheim,200066025
Donjeux,245701206
Bar-sur-Seine,200069003
Les Aix-d'Angillon,200066330
Praz-sur-Arly,200034882
Tralaigues,200071215
Villautou,200035707
Domfront en Poiraie,200071520
Hesdigneul-lès-Boulogne,246200729
Le Mesnil-Guillaume,200069532
Chervey,200069003
Fauguernon,200069532
Plouégat-Moysan,242900835
Vaux-sur-Seulles,241400555
Lamorlaye,246000764
Cannes-Écluse,247700107
Vindecy,247100639
Plessis-Saint-Benoist,200017846
Le Mesnil-Herman,200066389
Vay,244400537
Plaimpied-Givaudins,241800507
Pavezin,244200770
Gueutteville,200068534
Wasigny,240800862
Mainzac,200068914
Auriac-sur-Vendinelle,200071298
Valvignères,200071405
Omerville,249500513
Bethmale,200067940
Montbolo,246600548
Dun-sur-Grandry,200067882
Ris,246500573
Fourneaux,200070340
Sulniac,200067932
Riche,245701206
Guignicourt-sur-Vence,240800862
Lézignan-Corbières,200035863
La Chapelle-Saint-Martin-en-Plaine,200055481
Saint Antoine l'Abbaye,200070431
Jaxu,200067106
Montagny-lès-Beaune,200006682
Lafrançaise,200067122
Saint-Paul,200035814
Bellebrune,200018083
Viviers-le-Gras,200068773
Lanouaille,242401024
Gaas,200069417
Savigny,247400690
Dampierre-au-Temple,200066876
Ségrie,200072700
Usson-du-Poitou,200070043
Volckerinckhove,200040954
Guipry-Messac,200043990
La Lande-de-Lougé,200068450
Chiatra,200015162
Mens,200030658
Villardonnel,200042463
Dreuilhe,240900464
La Chapelle-Craonnaise,200048551
Mesnil-Lettre,200071777
Combres-sous-les-Côtes,245501176
Avelanges,242100154
Saint-Michel,200067106
Vabres-l'Abbaye,200067155
Muirancourt,246000756
Gueschart,200070936
Durstel,200067841
Norroy-le-Veneur,200039949
Cisternes-la-Forêt,200071215
Villarzel-Cabardès,200035715
Dun-sur-Auron,241800424
Vimoutiers,200069458
Saint-Vaast-la-Hougue,200067205
Asnelles,200069516
Loussous-Débat,200035632
Recologne,247000623
Bouxières-aux-Dames,245400601
Chartuzac,200041523
Saint-Vérand,200070431
Lavau-sur-Loire,200072734
Avosnes,200071017
Tonneins,200030674
Toutainville,200065787
Saint-Denis-de-Pile,200070092
Recques-sur-Hem,246200844
Luzillat,200071199
Ramerupt,200071777
Viens,200040624
Creissels,241200567
Wattwiller,200036465
Saint-Georges,200068930
Arbourse,200068088
Le Noyer,200068096
Maurrin,244000824
Haut-Bocage,240300566
La Celle-sous-Chantemerle,200066835
Saint-Mathurin,200071165
Magny-Lormes,200067692
Saint-Martin-de-Villeréal,200036523
Injoux-Génissiat,240100891
Leuze,240200600
Hénonville,246000582
Corroy,245100979
Blainville-sur-Mer,200067023
Couvains,200066389
Arbas,200073146
Oradour-Fanais,200072049
Saint-Chabrais,200067593
Villiers-Saint-Frédéric,247800618
Oblinghem,200072460
Bazordan,200070795
Villefagnan,200043016
Pleumeur-Bodou,200065928
Saint-Baudel,200027076
Le Palais-sur-Vienne,248719312
Villedubert,200035715
Sublaines,243700820
Saint-Preuil,200070514
Moriez,200068625
Savigny,200068757
Bellaffaire,200068765
Onlay,200067890
Chenevières,200070324
Ranchal,200040566
Villotte-sur-Aire,200066140
Ossenx,200067288
Uhrwiller,200067874
Ambleny,200071991
Salignac-de-Mirambeau,200041523
Behren-lès-Forbach,245700372
Vaux-sur-Somme,248000499
Manot,200072049
Belfonds,200035111
Cuzy,200070316
Ostreville,200069672
Mozé-sur-Louet,200071553
Le Val,200068070
Burthecourt-aux-Chênes,245400189
Calacuccia,200073138
Bisten-en-Lorraine,245701164
Fluquières,240200493
La Grimaudière,248600447
Lalande-de-Pomerol,200070092
Saint-Clément,241501089
Le Leuy,244000766
Montagny,200035731
Valle-d'Alesani,200034205
La Vaupalière,200070449
Grimault,200039709
Mandres-les-Roses,200054781
La Réole,200044394
Arnayon,242600534
Aime-la-Plagne,247300817
Puycelsi,200066124
Sainte-Croix-de-Quintillargues,200022986
La Groutte,200036135
Suriauville,200068682
Chirols,200039824
Montamel,244600482
Ferrières-la-Verrerie,200035103
Capelle-Fermont,200069482
Auger-Saint-Vincent,246000871
Chantemerle-lès-Grignan,200040681
Neuville-sur-Authou,200066413
Juigné-des-Moutiers,200072726
Roches-Bettaincourt,200069664
Pargny-la-Dhuys,200072031
Comps-la-Grand-Ville,241200658
Failly,200067957
Goustranville,200065563
Doumy,200067239
Rogéville,200041515
Crocq,200067593
La Ferté-Gaucher,200072544
Mercin-et-Vaux,240200477
Le Gratteris,242500361
Gestiès,200066363
Almont-les-Junies,200067064
Coustaussa,200071926
Manoncourt-en-Vermois,245400189
Fontaine-la-Mallet,247600596
Estrée,200069029
Saint-Rémy-de-Blot,200072098
Vecquemont,248000499
Ambly-sur-Meuse,200066165
Saint-Jouan-des-Guérets,243500782
La Boissière-de-Montaigu,200070233
Barenton-Bugny,240200469
Maffliers,200073013
Colombe,243801073
Biches,200067882
Rumesnil,200065563
Colombiers,246100663
Sainte-Foy-de-Peyrolières,200068815
Clermont,246000376
Villers-Vicomte,200068005
Teigny,200067692
Trespoux-Rassiels,200023737
Saint-Christophe,241700434
Chappes,200069003
Val d'Arcomie,200066660
Chancey,200041887
Chaillon,200034874
Lettret,200067825
Sury-près-Léré,200069227
Loisail,200036069
Vouziers,240800920
Chapeau,200071140
Brognard,200065647
Lannux,200030435
Pointis-de-Rivière,200072635
Viry,247400690
La Selve,241200542
La Clisse,200036473
Saint-Bérain-sur-Dheune,247100589
Mouhet,200035137
Frontenaud,200071579
Autrécourt-sur-Aire,200066140
Bray,200066413
Venansault,248500589
La Chapelle-Marcousse,200070407
Singly,240800862
Charly-sur-Marne,240200584
Tilloy-lez-Marchiennes,245901152
Saint-Yan,200071884
Rouffange,243900560
Gorges,200067635
Journet,200070043
Croisy,200007177
Gez-ez-Angles,200069300
Gréasque,200054807
Pompaire,200041333
Forges-les-Bains,249100074
Hindlingen,200066033
Saint Aulaye-Puymangou,242400935
Mahéru,200068468
Saint-Paul-du-Vernay,200066801
Champ-Haut,200069458
Blauvac,200035723
Montceaux-lès-Vaudes,200069250
Le Monêtier-les-Bains,240500439
La Biolle,200068674
Campagne,200041168
Saint-Venant,200072460
Orbagna,200072056
Chay,200068070
Montaner,200072106
Munchhouse,200066025
Saint-Martin-des-Plains,200070407
Servanches,242400935
Bignicourt-sur-Saulx,200067379
Casteide-Doat,200072106
Domesmont,200070951
Abidos,200039204
Saint-Projet,244600482
Magnac-Laval,200071942
Saint-Rémy-de-Provence,241300375
Condé-lès-Herpy,200043156
Noviant-aux-Prés,200070563
Camarsac,243301355
Lailly,248900664
Tellancourt,200043693
Mimizan,244000543
Pradiers,200066637
Rocheservière,200070233
Novéant-sur-Moselle,200070738
Amblans-et-Velotte,247000664
Sor,200067940
Vercheny,200040509
La Chapelle-Montabourlet,200040400
Saint-Congard,200066785
Sana,200068815
Luc-sur-Mer,241400860
