siren,SUPERFICIE_EPCI,composition,PRELEVEMENT  Bois Fort Tige(m3/an),PRELEVEMENT VAT (m3/an),RECOLTE TOTALE (m3/an),recolteBo,recolteBi,RECOLTE TOTALE BE  (m3/an),RECOLTE TOTALE BE COMM  (m3/an),RECOLTE TOTALE BE AUTOCONSOM  (m3/an),PUITS PB (tco2/an),STOCKS PB (tCO2/m3),STOCKS BO,STOCKS BI,
200034130,9591,coniferes,431.268379442271,560.648893274952,452.831798414384,59.654488413871,124.732112138094,268.445197862419,268.445197862419,0,-9.20982241898563,1782.11158984964,890.131438264177,891.980151585466,
200034197,26520.2,coniferes,32251.3969471428,41926.8160312857,33863.9667945,17216.7926609371,12616.8459101162,4030.32822344672,875.363001089056,3154.96522235766,-1490.14360332635,347124.673648778,256899.50280443,90225.1708443481,
200034205,18508.2,coniferes,31.2376299125044,40.6089188862557,32.7995114081296,2.66362296040567,0,30.1358884477239,0.998858610152127,29.1370298375718,-0.133043802440273,39.7451155777255,39.7451155777255,0,
200034270,19087.9,coniferes,34005.5040383888,44207.1552499055,35705.7792403082,20822.9480212181,3936.56971888731,10946.2615002028,5281.02659009199,5665.23491011085,-1236.69920093695,338859.635089772,310708.568019791,28151.0670699809,
200034379,44958.8,coniferes,5793.92601479343,7532.10381923145,6083.6223155331,2759.39848677479,1293.46804067568,2030.75578808263,305.851297118104,1724.90449096453,-202.43434660617,50424.03109852,41174.2252609061,9249.80583761389,
200034411,45271.9,coniferes,13961.0354668265,18149.3461068745,14659.0872401678,6649.04247009853,3116.73865785869,4893.30611221063,736.978828472835,4156.3272837378,-487.785499065153,121501.669981525,99213.3516580827,22288.3183234418,
200034601,47817.1,coniferes,91181.323826634,118535.720974624,95740.3900179657,43462.6496422519,20384.8960454221,31892.8443302917,4824.81213905842,27068.0321912333,-3189.08508487757,794301.527035548,648525.733192509,145775.793843039,
200034635,13601.2,coniferes,8.29805077660417,10.7874660095854,8.71295331543438,5.08123272643142,0.960604947248916,2.67111564175404,1.28868040737491,1.38243523437913,-0.301780345710377,82.6888039930878,75.8193576911427,6.86944630194515,
200034692,62909.5,coniferes,7893.21904445226,10261.1847577879,8287.87999667487,3759.5758265969,1766.02751427122,2762.27665580675,417.753293931346,2344.52336187541,-275.995247891167,68727.4784638504,56098.320960771,12629.1575030794,
200034700,84344.5,coniferes,5182.7410797121,6737.56340362574,5441.87813369771,1380.37884366966,3397.85561518686,663.643674841184,663.643674841184,0,-238.66534070595,44895.8858552497,20597.2532517673,24298.6326034824,
200034700,84344.5,coniferes,5182.7410797121,6737.56340362574,5441.87813369771,1380.37884366966,3397.85561518686,663.643674841184,663.643674841184,0,-238.66534070595,44895.8858552497,20597.2532517673,24298.6326034824,
200034718,52626.3,coniferes,5494.34253393807,7142.64529411949,5769.05966063497,1728.98100371437,1412.82447732088,2627.25417959972,676.772564311052,1950.48161528867,-156.928271732932,35902.2464264042,25798.9027898503,10103.3436365539,
200034726,42843.1,coniferes,668.878454237873,869.541990509235,702.322376949767,413.386043832269,224.04892451978,64.8874085977179,64.8874085977179,0,-31.8388800737155,7770.53024336927,6168.31899054884,1602.21125282043,
200034825,44964.5,coniferes,12211.6698994181,15875.1708692435,12822.253394389,7836.47967576879,3031.09119534453,1954.68252327563,451.788660552708,1502.89386272292,-542.818174146485,138607.475020206,116931.635995693,21675.8390245127,
200034833,66783.4,coniferes,78550.0162050779,102115.021066601,82477.5170153318,41932.4268258056,30729.0084928986,9816.08169662767,2131.99378723229,7684.08790939538,-3629.32509190265,845440.859041904,625692.590663181,219748.268378723,
200034874,43062.2,coniferes,4686.16868921999,6092.01929598599,4920.47712368099,2815.37602442214,976.299750404452,1128.8013488544,864.398283995968,264.403064858435,-189.388276870375,48991.1737226336,42009.4912638736,6981.68245876001,
200034882,43516.2,coniferes,17269.1170112235,22449.8521145905,18132.5728617846,13082.9947583857,1100.21528132677,3949.36282207214,1060.35240881493,2889.01041325721,-708.429166793565,203085.069125082,195217.246023297,7867.82310178474,
200034957,16227.2,coniferes,3677.76855619558,4781.09912305426,3861.65698400536,2272.96631240529,1231.91303954791,356.777632052166,356.777632052166,0,-175.063243938712,42725.5678710606,33915.95211999,8809.61575107058,
200035087,25900.7,coniferes,782.601168489652,1017.38151903655,821.731226914134,208.485606650873,512.985254620471,100.26036564279,100.194465839183,0.065899803606825,-36.0363415394118,6779.35063053092,3110.90745792684,3668.44317260408,
200035103,27907.6,coniferes,723.337713241038,940.33902721335,759.50459890309,381.849938410268,210.364603786404,167.290056706417,167.290056706417,0,-29.5801904869714,7202.10697639213,5697.75458503783,1504.3523913543,
200035111,36595.5,coniferes,14804.1817420351,19245.4362646456,15544.3908291368,7813.58090665877,4304.09117739678,3426.71874508128,3426.71874508128,0,-605.258775266585,147369.227526867,116589.953168058,30779.2743588084,
200035129,32185.2,coniferes,15132.2055729347,19671.8672448151,15888.8158515814,7555.46898029022,3180.49240338287,5152.85446790835,809.477030910245,4343.37743699811,-536.244486013237,135482.781083105,112738.549084972,22744.2319981324,
200035129,32185.2,coniferes,15132.2055729347,19671.8672448151,15888.8158515814,7555.46898029022,3180.49240338287,5152.85446790835,809.477030910245,4343.37743699811,-536.244486013237,135482.781083105,112738.549084972,22744.2319981324,
200035137,51432,coniferes,2137.22007868125,2778.38610228563,2244.08108261532,862.439979710491,948.429702815041,433.211400089786,432.607760289943,0.603639799842103,-90.4501094442859,19651.233729158,12868.8546321977,6782.37909696033,
200035202,28013,coniferes,21128.0792201216,27466.5029861581,22184.4831811277,15983.4785015502,1363.10142545692,4837.90325412055,1300.4826358512,3537.42061826935,-866.434546904359,248244.433611163,238496.667817225,9747.76579393861,
200035319,35212.2,coniferes,3598.12451475817,4677.56186918562,3778.03074049608,958.329748808761,2358.96553552926,460.735456158058,460.735456158058,0,-165.693713038987,31169.0252364549,14299.6689824959,16869.3562539591,
200035327,24985.4,coniferes,14324.1976498434,18621.4569447965,15040.4075323356,8849.08800470503,4800.51889933926,1390.80062829131,1386.5291997479,4.27142854340983,-681.776524426892,166370.53192406,132041.220072266,34329.3118517937,
200035442,42395.5,coniferes,15.3332591199879,19.9332368559843,16.0999220759873,0.765168915132554,0.623981789680819,14.710771371174,3.86524407039595,10.845527300778,-0.069385905842623,15.8796272711601,11.41742935111,4.46219792005017,
200035459,48305.6,coniferes,3011.59373319152,3915.07185314897,3162.17341985109,1608.21604032266,1177.78792006097,376.169459467458,82.1835528859558,293.985906581502,-139.156542053026,32419.4724714696,23996.9144832876,8422.55798818201,
200035533,23791.1,coniferes,1439.30157122827,1871.09204259675,1511.26664978968,768.343671097737,563.059211733894,179.863766958051,39.0653262222239,140.798440735827,-66.5014924202647,15491.331709247,11464.801312023,4026.53039722404,
200035541,106929,coniferes,407015.292473582,529119.880215657,427366.057097261,217347.827912146,159178.557143885,50839.6720412308,11105.6402013762,39734.0318398546,-18806.9042546904,4381457.07412912,3243144.64522417,1138312.42890495,
200035632,29869,coniferes,1107.52480748224,1439.78224972692,1162.90104785635,684.429078605733,371.014209462878,107.457759787744,107.396210293519,0.061549494224919,-52.717742109914,12865.8584889324,10212.6739550999,2653.18453383257,
200035665,28553.3,coniferes,11497.0030796791,14946.1040035828,12071.853233663,4875.62227689691,3867.68113311534,3328.54982365078,3328.54982365078,0,-436.71433564301,100409.785040704,72751.3517450261,27658.4332956778,
200035707,48707.2,coniferes,12839.6016335234,16691.4821235805,13481.5817151996,6119.98919674147,2870.3532010922,4491.23931736594,679.351588137295,3811.88772922864,-449.053546852449,111845.484740174,91319.1099395973,20526.3748005765,
200035715,107861.3,coniferes,17288.7401051269,22475.3621366649,18153.1771103832,8234.33666804108,3859.9893569013,6058.85108544082,912.783313484359,5146.06777195646,-604.092676114196,150471.66714732,122868.2390271,27603.4281202201,
200035723,40432.4,coniferes,3741.12193670006,4863.45851771008,3928.17803353507,1130.95668040472,2290.61098925872,506.610363871624,460.793289426039,45.8170744455854,-170.901955661696,33256.0545155443,16875.5130302828,16380.5414852614,
200035723,40432.4,coniferes,3741.12193670006,4863.45851771008,3928.17803353507,1130.95668040472,2290.61098925872,506.610363871624,460.793289426039,45.8170744455854,-170.901955661696,33256.0545155443,16875.5130302828,16380.5414852614,
200035731,69476.9,coniferes,34271.2668293686,44552.6468781792,35984.8301708371,25961.8495577971,2192.8556106757,7830.12500236429,2104.23002774099,5725.89497462329,-1406.28350479,403069.904408882,387388.427951159,15681.4764577228,
200035756,38405.9,coniferes,812.46085192874,1056.19910750736,853.083894525177,502.124078327653,272.143584437125,78.8162317603997,78.8162317603997,0,-38.6734592290344,9438.56328674725,7492.41909389907,1946.14419284817,
200035764,40091.8,coniferes,1636.22269460437,2127.08950298568,1718.03382933459,659.219287996979,726.947297037764,331.867244299849,331.867244299849,0,-69.2368537251917,15035.0287848198,9836.50733680243,5198.52144801738,
200035772,35052.4,coniferes,3609.02142812121,4691.72785655757,3789.47249952727,2168.24298786595,751.890713534159,869.338798127166,665.710548693865,203.628249433301,-145.856112912125,37730.2243004025,32353.3283179839,5376.89598241861,
200035814,57258.4,coniferes,12520.156472126,16276.2034137638,13146.1642957323,6608.08258528824,3640.04549189607,2898.03621854802,2898.03621854802,0,-511.877975055397,124632.743637142,98602.1708040224,26030.5728331192,
200035848,27608.4,coniferes,2196.45563599102,2855.39232678833,2306.27841779057,884.932060440009,975.849737882476,445.496619468087,445.496619468087,0,-92.943141593421,20182.9334237963,13204.4690796877,6978.46434410864,
