siren,SUPERFICIE_EPCI,composition,PRELEVEMENT  Bois Fort Tige(m3/an),PRELEVEMENT VAT (m3/an),RECOLTE TOTALE (m3/an),recolteBo,recolteBi,RECOLTE TOTALE BE  (m3/an),RECOLTE TOTALE BE COMM  (m3/an),RECOLTE TOTALE BE AUTOCONSOM  (m3/an),PUITS PB (tco2/an),STOCKS PB (tCO2/m3),STOCKS BO,STOCKS BI,
200070662,46636.5,coniferes,4597.57155527981,5976.84302186375,4827.4501330438,3434.61050922124,1006.63780355739,386.201820265164,386.201820265164,0,-221.833409569169,58448.0023179382,51249.3673776856,7198.63494025257,
200070670,32625.6,coniferes,397.904841361704,517.276293770216,417.80008342979,297.309219783344,87.0589187669441,33.4319448795018,33.4319448795018,0,-19.1985875815665,5058.85737675512,4436.28451859144,622.572858163679,
200070688,40005.5,coniferes,1569.77471558183,2040.70713025638,1648.26345136093,1173.01490202034,343.423402102097,131.825147238492,131.825147238492,0,-75.7437224207588,19958.9607270664,17503.0826615536,2455.87806551278,
200070712,62500.9,coniferes,143552.446680147,186618.180684191,150730.069014154,125037.832106129,20071.2598265909,5620.97708143416,5584.80079485674,36.1762865774187,-7247.97227173767,2009278.63034127,1865745.70144471,143532.928896553,
200070720,124488.1,coniferes,317479.177037455,412722.930148692,333353.135889328,169480.198770213,124198.832779767,39674.1043393486,8616.97636385362,31057.1279754949,-14668.8084744679,3417056.81462497,2528890.23273478,888166.581890186,
200070738,47066.9,coniferes,13420.4061453068,17446.5279888988,14091.4264525721,8062.7677331422,2795.95977842834,3232.69894100157,2475.49262774469,757.206313256876,-542.376462163442,140302.556842541,120308.181823634,19994.3750189068,
200070738,47066.9,coniferes,13420.4061453068,17446.5279888988,14091.4264525721,8062.7677331422,2795.95977842834,3232.69894100157,2475.49262774469,757.206313256876,-542.376462163442,140302.556842541,120308.181823634,19994.3750189068,
200070746,34140.3,coniferes,2606.2096870358,3388.07259314654,2736.52017138759,1566.48131321901,537.266839334504,632.772018834077,478.938688023261,153.833330810816,-105.078931122365,27216.2566965215,23374.1718590511,3842.08483747046,
200070746,34140.3,coniferes,2606.2096870358,3388.07259314654,2736.52017138759,1566.48131321901,537.266839334504,632.772018834077,478.938688023261,153.833330810816,-105.078931122365,27216.2566965215,23374.1718590511,3842.08483747046,
200070753,40614.8,coniferes,16093.7735862415,20921.9056621139,16898.4622655535,14020.8401983599,2252.05205258631,625.570014607308,625.570014607308,0,-812.805526138354,225316.059518969,209211.259425306,16104.8000936625,
200070761,123012.8,coniferes,467883.72192025,608248.838496325,491277.908016262,407537.398023964,65417.8880380886,18322.6219542098,18202.9096932865,119.712260923326,-23623.3770985136,6548862.95283738,6081048.71728581,467814.235551572,
200070779,36624.8,coniferes,856.609975116867,1113.59296765193,899.440473872711,118.489164222752,247.750070647573,533.201239002385,533.201239002385,0,-18.2930771863234,3539.73218859865,1768.03008411676,1771.70210448189,
200070787,43207.7,coniferes,7881.51023341528,10245.9633034399,8275.58574508605,4870.99907938791,2640.00713463009,764.579531068046,764.579531068046,0,-375.163017333834,91561.4985714547,72682.366936716,18879.1316347387,
200070795,33276.9,coniferes,1986.23946452992,2582.11130388889,2085.55143775641,1227.55288220653,665.31492089056,192.683634659326,192.683634659326,0,-94.5457873671605,23074.6464203113,18316.868380515,4757.77803979631,
200070803,26565,coniferes,2408.3647713244,3130.87420272172,2528.78300989062,1488.4384130106,806.710895601163,233.633701278858,233.633701278858,0,-114.639119622007,27978.5829160315,22209.6586622089,5768.92425382262,
200070811,100342.1,coniferes,8758.4666650036,11386.0066645047,9196.38999825378,5412.47792693679,2934.09184602211,849.820225294883,849.233094539966,0.587130754917607,-416.898110744011,101744.196721816,80762.016233419,20982.1804883972,
200070829,30665.6,coniferes,5504.9429414631,7156.42582390203,5780.19008853626,3402.21241942488,1843.94718915394,534.030479957436,534.030479957436,0,-262.037470358641,63952.3150187294,50765.9409158346,13186.3741028948,
200070845,39613.1,coniferes,2107.66863187017,2739.96922143122,2213.05206346368,1266.25397571456,439.104201255855,507.693886493268,388.774982175034,118.918904318234,-85.1799747034016,22034.452223461,18894.3447941538,3140.10742930724,
200070852,27361.9,coniferes,4439.93820900246,5771.9196717032,4661.93511945259,3363.67448771027,282.868421269968,1015.39221047235,272.619565426853,742.772645045498,-182.13911712882,52213.7384036682,50190.899112662,2022.8392910062,
200070852,27361.9,coniferes,4439.93820900246,5771.9196717032,4661.93511945259,3363.67448771027,282.868421269968,1015.39221047235,272.619565426853,742.772645045498,-182.13911712882,52213.7384036682,50190.899112662,2022.8392910062,
200070894,49182.3,coniferes,19856.2624290362,25813.1411577471,20849.0755504881,10568.2500257953,4571.97878474432,5708.84673994846,1837.33726863557,3871.50947131289,-756.230758148732,190388.592757598,157693.609408428,32694.9833491699,
200070902,38550.5,coniferes,1018.87004388637,1324.53105705229,1069.81354608069,542.74932977193,234.385369273401,292.678847035362,94.1076709527833,198.571176082579,-38.8166632087902,9774.73562747407,8098.60673307644,1676.12889439763,
200070910,31385.8,coniferes,16012.1634364225,20815.8124673492,16812.7716082436,8500.65045157824,3689.53333078878,4622.5878258766,1484.68170249305,3137.90612338355,-608.880621229082,153226.495336521,126842.026708001,26384.4686285202,
200070928,29078.7,coniferes,25.4158063433497,33.0405482463546,26.6865966605172,6.1975050627132,1.51494568199656,18.9741459158074,16.7332636693256,2.24088224648178,-0.385224856694141,103.309388436809,92.4757590216747,10.8336294151339,
200070936,78364.6,coniferes,8817.90451432337,11463.2758686204,9258.79974003953,2147.17273360933,525.308907275292,6586.31809915491,5799.19663875981,787.121460395099,-133.486279680123,35795.5012519996,32038.9295824535,3756.5716695461,
200070944,19395.3,coniferes,65.1049255336232,84.6364031937102,68.3601718103044,15.8754792254613,3.88067269955721,48.6040198852859,42.8637939087455,5.74022597654034,-0.986788900968123,264.636500225085,236.8851620695,27.7513381555852,
200070951,58104.5,coniferes,966.750637547145,1256.77582881129,1015.0881694245,235.140316798158,57.5663929469089,722.381459679435,635.239786665992,87.1416730134439,-14.6202425204856,3920.30125394374,3508.6343701972,411.666883746534,
200070969,39952.4,coniferes,333.147172717474,433.091324532717,349.804531353348,81.2361119554006,19.8577162557646,248.710703142183,219.337502279581,29.3732008626013,-5.04947866435596,1354.16638795329,1212.16054477196,142.005843181329,
200070977,38345.1,coniferes,157.431508024779,204.660960432212,165.303083426018,38.3888102873209,9.38393140356734,117.530341735129,103.649787775767,13.8805539593628,-2.38617375733415,639.922754958357,572.816695321087,67.1060596372704,
200070985,26412.4,coniferes,24.4324119616926,31.7621355502004,25.6540325597773,5.95770973312067,1.45632904587394,18.2399937807826,16.0858162794258,2.15417750135683,-0.370319645557812,99.3121171801457,88.8976651129925,10.4144520671532,
200070993,41381.1,coniferes,711.681640606709,925.186132788722,747.265722637045,173.539667052673,42.4208075017645,531.305248082608,468.557101042217,62.7481470403907,-10.7868880613464,2892.8216582836,2589.46338384093,303.35827444267,
200071017,77290.5,coniferes,19028.2490090863,24736.7237118122,19979.6614595406,10127.5501268078,4381.32559394246,5470.78573879033,1760.71963121052,3710.06610757981,-724.695658400533,182449.318668525,151117.728106639,31331.5905618866,
200071025,48247.1,coniferes,4034.65418054354,5245.0504347066,4236.38688957072,1074.95773919624,2644.72242925651,516.706721117968,516.583430396309,0.123290721658759,-185.79220889328,34952.779148749,16039.927655158,18912.851493591,
200071033,30760.2,coniferes,9440.51214606997,12272.665789891,9912.53775337347,2748.04361780038,5907.77991637054,1256.71421920254,1177.14819805348,79.5660211490636,-432.344852614841,83252.3143420834,41004.7941565546,42247.5201855289,
200071033,30760.2,coniferes,9440.51214606997,12272.665789891,9912.53775337347,2748.04361780038,5907.77991637054,1256.71421920254,1177.14819805348,79.5660211490636,-432.344852614841,83252.3143420834,41004.7941565546,42247.5201855289,
200071041,58921.2,coniferes,10095.2183951643,13123.7839137136,10599.9793149225,3185.66440155185,2594.8061647293,4819.50874864137,1242.24296104297,3577.2657875984,-288.725467329277,66090.6225507187,47534.7305957448,18555.8919549738,
200071058,35483.8,coniferes,1554.03454594819,2020.24490973265,1631.7362732456,740.120009046763,346.93125424067,544.68500995817,82.0347861589918,462.650223799178,-54.296511054716,13524.6266647159,11043.6633631025,2480.96330161333,
200071066,93423.5,coniferes,420533.386699304,546693.402709095,441560.056034269,252661.885137074,87515.6784678913,101382.492429304,77540.0013902096,23842.4910390946,-16991.3374526473,4395920.79091734,3770081.56789937,625839.223017967,
200071066,93423.5,coniferes,420533.386699304,546693.402709095,441560.056034269,252661.885137074,87515.6784678913,101382.492429304,77540.0013902096,23842.4910390946,-16991.3374526473,4395920.79091734,3770081.56789937,625839.223017967,
200071074,14606.7,coniferes,2324.98219846051,3022.47685799867,2441.23130838354,327.434336240264,673.77349419929,1440.02347794399,1440.02347794399,0,-50.0087657955789,9704.06163272476,4885.79492346886,4818.2667092559,
200071082,37745.6,coniferes,5510.52959443933,7163.68847277113,5786.05607416129,4798.03281644543,772.389843026496,215.63341468937,214.173785401616,1.45962928775402,-278.23390278282,77117.093205339,71593.604526633,5523.488678706,
200071116,18675.7,coniferes,7746.33851750117,10070.2400727515,8133.65544337623,5318.23216417175,1239.3027314498,1576.12054775468,282.170648032139,1293.94989972254,-327.538615681325,88218.193511848,79355.7328406535,8862.4606711945,
200071140,134036.8,coniferes,10318.0797463458,13413.5036702495,10833.9837336631,8835.06654151945,1485.77733838169,513.139853761946,425.897872612839,87.2419811491067,-515.510015713836,142457.04123874,131831.999516968,10625.0417217717,
200071140,134036.8,coniferes,10318.0797463458,13413.5036702495,10833.9837336631,8835.06654151945,1485.77733838169,513.139853761946,425.897872612839,87.2419811491067,-515.510015713836,142457.04123874,131831.999516968,10625.0417217717,
200071157,50249.1,coniferes,203187.889135773,264144.255876505,213347.283592561,122074.663036993,42310.6704143129,48961.9501412555,37472.9577308338,11488.9924104217,-8210.79039821874,2124101.58947138,1821530.92372287,302570.665748515,
200071165,17316.7,coniferes,6735.75560433268,8756.48228563249,7072.54338454932,3819.43683709367,2186.29832743983,1066.80822001582,1066.80822001582,0,-299.977081822834,72626.1182387705,56991.5340078726,15634.5842308979,
200071173,47463.6,coniferes,19764.29897158,25693.588663054,20752.513920159,10519.3036132915,4550.80385426763,5682.40645259982,1828.82771713559,3853.57873546424,-752.728306697827,189506.815871701,156963.257984449,32543.5578872528,
200071181,89704.6,coniferes,3863.68747344671,5022.79371548073,4056.87184711905,942.499096595352,230.85366381561,2883.51908670808,2543.038382314,340.480704394084,-58.6071359082627,15714.3257836547,14063.4527044244,1650.87307923025,
200071199,35432.4,coniferes,1093.10823437193,1421.0407046835,1147.76364609052,952.312134348812,152.962052667426,42.4894590742849,42.4894590742849,0,-55.2067176044035,15303.7346198891,14209.8774520247,1093.85716786436,
200071207,49815.6,coniferes,6455.17167938475,8391.72318320018,6777.93026335399,3435.68526609577,1486.32745339184,1855.91754386638,597.309163512607,1258.60838035377,-245.846840034854,61894.3799941717,51265.4043081488,10628.975686023,
200071215,84377.5,coniferes,83002.7470945419,107903.571222904,87152.884449269,72258.4081066164,11639.9836589999,3254.49268365266,3225.90751671572,28.5851669369476,-4190.5934980457,1161439.65572228,1078200.18987317,83239.4658491169,
200071223,32201.2,coniferes,878.570000219023,1142.14100028473,922.498500229974,214.234478762861,52.3684281420327,655.895593325081,578.433092659724,77.4625006653567,-13.3163983805181,3571.18433290642,3196.68896301557,374.495369890854,
200071298,62173.9,coniferes,2945.81008468757,3829.55311009384,3093.10058892195,1820.13808282299,986.374639260157,286.587866838804,285.628353357938,0.95951348086611,-140.180922635565,34212.828215772,27159.0985453143,7053.72967045774,
200071314,37848.9,coniferes,6458.71185868721,8396.32541629337,6781.64745162157,3991.66892968234,2163.42361837745,626.554903561779,626.554903561779,0,-307.437249617694,75032.4898539616,59561.4864853387,15471.0033686229,
200071363,72982.5,coniferes,76445.4971503815,99379.146295496,80267.7720079006,66585.3912470839,10688.0899979237,2994.29076289306,2974.17025355444,20.1205093386243,-3859.68957523445,1069982.87051423,993550.555105728,76432.3154084992,
200071371,25880.3,coniferes,0,0,0,0,0,0,0,0,0,0,0,0,
200071389,93026.3,coniferes,19014.5167972183,24718.8718363838,19965.2426370792,16565.3816386943,2660.76078134469,739.100217040191,739.100217040191,0,-960.315754835903,266207.050537178,247179.506111016,19027.5444261612,
200071405,28346.5,coniferes,418.47896476469,544.022654194097,439.402913002924,317.037524208844,26.6612908841076,95.7040979099724,25.6953020839587,70.0087958260137,-17.1672184591839,4921.31875830105,4730.65941744148,190.659340859566,
200071413,60421.8,coniferes,44432.1146358754,57761.749026638,46653.7203676692,33661.5428864923,2830.76960288601,10161.4078782909,2728.20548683941,7433.2023914515,-1822.73395506626,522522.319255571,502279.013372237,20243.3058833343,
200071454,53072.2,coniferes,8171.94945735358,10623.5342945597,8580.54693022126,3465.2993732487,2750.33900310821,2364.90855386434,2364.90855386434,0,-310.461419080972,71375.422954009,51707.289713486,19668.133240523,
200071470,109436.8,coniferes,5875.44793346437,7638.08231350369,6169.22033013759,5115.53545067674,822.715372464394,230.969506996466,228.889112036568,2.08039495989788,-296.606344478443,82214.5789988073,76331.2040598018,5883.37493900549,
200071496,74026.3,coniferes,6178.58846749124,8032.16500773861,6487.5178908658,5382.7650233742,864.589200645598,240.163666845999,240.163666845999,0,-312.045576085703,86501.4783154776,80318.6566424412,6182.82167303644,
200071504,36368.1,coniferes,3657.85341404444,4755.20943825777,3840.74608474666,1930.44074078853,1064.75335128618,845.551992671957,845.551992671957,0,-149.605262073416,36419.203010963,28804.9740894652,7614.22892149776,
200071512,73100.1,coniferes,8401.24433765327,10921.6176389492,8821.30655453593,7319.13517326435,1175.61238534298,326.558995928605,326.558995928605,0,-424.29935946911,117619.106486893,109212.106110575,8407.0003763187,
200071520,36735.4,coniferes,10026.4678447608,13034.408198189,10527.7912369988,5291.92488164372,2915.04336700713,2320.82298834799,2320.82298834799,0,-409.925232864338,99809.1516878558,78963.1900520701,20845.9616357857,
200071538,41904.3,coniferes,2813.62619771962,3657.71405703551,2954.3075076056,1498.62888615292,647.026804743412,808.651816709272,260.196627011304,548.455189697968,-107.172147142395,26988.7119618726,22361.715292916,4626.99666895666,
200071546,42513.8,coniferes,3865.52913809667,5025.18787952567,4058.80559500151,2191.90618724476,1254.67733476769,612.222072989054,612.222072989054,0,-172.151458375583,41678.8245788253,32706.4175532961,8972.40702552924,
200071553,61313.7,coniferes,5244.21738483928,6817.48260029107,5506.42825408125,2973.67633833065,1702.17335228582,830.578563464769,830.578563464769,0,-233.551381605467,56544.0871423788,44371.5614088636,12172.5257335152,
200071579,49158.8,coniferes,5316.87489984483,6911.93736979827,5582.71864483707,2833.14363223319,1222.43729491033,1527.13771769354,491.009358834439,1036.1283588591,-202.569926627019,51016.4628468156,42274.6097271423,8741.85311967338,
200071587,181924,coniferes,37795.6477339855,49134.3420541811,39685.4301206847,15229.6296118791,16790.5259057371,7665.27460306855,7665.27460306855,0,-1599.3567063049,347320.002731505,227248.149654745,120071.85307676,
200071595,60164.9,coniferes,61930.1637974089,80509.2129366316,65026.6719872794,42523.5836935419,9905.40257101612,12597.6857227214,2253.8660146941,10343.8197080273,-2618.74589399967,705348.695019795,634513.508030993,70835.1869888014,
200071629,41419.3,coniferes,1902.99863737006,2473.89822858107,1998.14856923856,1079.07464632995,617.677211347488,301.396711561123,301.396711561123,0,-84.7501025102372,20518.470705344,16101.3578771844,4417.11282815963,
200071645,25755.8,coniferes,33485.5979886614,43531.2773852599,35159.8778880945,17855.4396015614,7685.6899741847,9618.74831234839,3093.90682849731,6524.84148385109,-1275.73949011892,321390.692638813,266429.040898143,54961.6517406705,
200071652,23257.8,coniferes,18460.3654493818,23998.4750841964,19383.3837218509,9747.55562137126,5370.74288033877,4265.08522014089,4265.08522014089,0,-755.13537350956,183854.73798091,145447.659271079,38407.0787098303,
200071678,78525.5,coniferes,8806.4407225119,11448.3729392655,9246.7627586375,4991.10716929756,2860.27383058155,1395.38175875839,1395.38175875839,0,-392.164205729829,94928.8492785832,74474.5537387669,20454.2955398163,
200071751,123948,coniferes,28003.5270245399,36404.5851319019,29403.7033757669,21208.001166203,1790.70045947112,6405.00175009274,1719.53679334908,4685.46495674366,-1148.7491889629,329259.716942174,316454.119090076,12805.597852098,
200071769,30335.4,coniferes,1136.59829105831,1477.5777783758,1193.42820561122,277.153263128643,67.7485754314461,848.526367051134,748.313810447336,100.212556603798,-17.2273076005046,4620.00979867712,4135.52842858586,484.481370091262,
200071777,61023.5,coniferes,6093.15838650237,7921.10590245308,6397.81630582749,1917.41869710743,1566.8049924935,2913.59261622655,750.532461439195,2163.06015478736,-174.031525898239,39815.1503216391,28610.6663218657,11204.4839997735,
200071785,38583.2,coniferes,2550.39182570304,3315.50937341395,2677.91141698819,621.899066988789,152.019771930593,1903.99257806881,1679.12748086973,224.865097199075,-38.6560360233243,10366.7543035304,9279.63554248105,1087.11876104939,
200071819,57508.9,coniferes,61483.3218812887,79928.3184456753,64557.4879753532,32825.4026465707,24038.1687740771,7693.91655470537,1688.52256581933,6005.39398888603,-2840.24648930973,661703.545833857,489802.588980021,171900.956853836,
200071827,64424.8,coniferes,3725.8161910033,4843.56104830429,3912.10700055347,1754.43496589016,1478.53591883486,679.13611582845,679.13611582845,0,-161.481841115005,36751.969923868,26178.7128018627,10573.2571220054,
200071843,30038.4,coniferes,1478.67251041716,1922.27426354231,1552.60613593802,613.070712900582,476.588842430693,462.946580606747,456.331031069235,6.61554953751174,-54.4267911643808,12556.0700570014,9147.90370249741,3408.166354504,
200071850,43383.8,coniferes,3655.9823161874,4752.77701104362,3838.78143199677,1468.48298247801,1621.66863860667,748.629810912096,748.629810912096,0,-154.348242186447,33508.7178024401,21911.8947126144,11596.8230898257,
200071868,65880.8,coniferes,7852.34563617157,10208.049327023,8244.96291798015,4452.5870506783,2548.72224280206,1243.6536244998,1243.6536244998,0,-349.704453036844,84665.3911043717,66439.0529664679,18226.3381379038,
200071876,124415.6,coniferes,53869.1140029441,70029.8482038273,56562.5697030913,30531.0153012138,17495.8737256066,8535.68067627093,8535.68067627093,0,-2398.86801941819,580682.917056518,455567.003997906,125115.913058612,
200071884,94517.3,coniferes,26001.5370044066,33801.9981057286,27301.6138546269,14541.184739859,5799.84280317716,6960.58631159078,2294.80560885098,4665.78070273981,-1016.00252366637,258451.198115348,216975.55424088,41475.6438744684,
200071884,94517.3,coniferes,26001.5370044066,33801.9981057286,27301.6138546269,14541.184739859,5799.84280317716,6960.58631159078,2294.80560885098,4665.78070273981,-1016.00252366637,258451.198115348,216975.55424088,41475.6438744684,
200071892,29555.1,coniferes,295.974356171345,384.766663022749,310.773073979913,72.1717243995746,17.6419770754516,220.959372504887,194.863655878851,26.0957166260353,-4.48605396976047,1203.06746581112,1076.90674331324,126.160722497881,
200071900,50674,coniferes,11734.0654312275,15254.2850605957,12320.7687027889,6653.67397357314,3808.65475728669,1858.43997192905,1858.43997192905,0,-522.576962815228,126518.786234113,99282.4604034394,27236.325830674,
200071918,32641.4,coniferes,3852.27647005492,5007.9594110714,4044.89029355767,2184.39140620433,1250.375770448,610.123116905347,610.123116905347,0,-171.561250399068,41535.9319484039,32594.2861272523,8941.64582115158,
200071926,82577.7,coniferes,51485.5429558625,66931.2058426213,54059.8201036557,24520.8190438508,11494.2817112857,18044.7193485192,2717.97683129524,15326.742517224,-1798.8979750359,448083.690765766,365886.163862287,82197.5269034783,
200071934,46446.8,coniferes,2968.52076053179,3859.07698869132,3116.94679855838,1683.26735862557,963.525453558083,470.153986374727,470.153986374727,0,-132.203162849619,32007.120271696,25116.7889417039,6890.33132999208,
200071942,126854.9,coniferes,9065.27966221664,11784.8635608816,9518.54364532747,5812.41419114546,2254.38200579352,1451.74744838849,339.436860907469,1112.31058748102,-402.923858032834,102851.106994004,86729.645016089,16121.4619779145,
200071967,32175.8,coniferes,30277.6707639029,39360.9719930738,31791.554302098,22938.2085744641,1928.99011777943,6924.35560985448,1859.09917148308,5065.2564383714,-1242.07769614284,356065.851892566,342271.321613476,13794.5302790899,
200071983,33192.4,coniferes,1430.05151386781,1859.06696802816,1501.5540895612,348.330753608047,85.2032736987243,1068.02006225443,940.722634359789,127.297427894643,-21.6543468567162,5806.90259121083,5197.59976063561,609.302830575218,
200071991,53848.3,coniferes,3312.65129630063,4306.44668519082,3478.28386111566,807.771860647598,197.455343713857,2473.05665675421,2180.98402374852,292.072633005693,-50.2095272389018,13465.1631705861,12053.1270525553,1412.03611803072,
200072007,69916.6,coniferes,190221.691316441,247288.198711374,199732.775882263,144083.220898029,12196.6632385329,43452.891745701,11667.6299972882,31785.2617484128,-7805.93587738365,2237150.88356465,2149930.50913293,87220.3744317173,
200072015,31927.9,coniferes,50836.1041273331,66086.935365533,53377.9093336997,38516.7539124622,3241.17067077241,11619.9847504652,3120.71074888071,8499.27400158444,-2085.74304665159,597903.952082045,574725.799666657,23178.1524153875,
200072023,60375.1,coniferes,729.514394247315,948.36871252151,765.990113959681,343.518170455698,289.497167843713,132.97477566027,132.97477566027,0,-31.6181264624414,7196.03160809346,5125.78904400611,2070.24256408735,
200072031,88935.8,coniferes,2014.78264914679,2619.21744389082,2115.52178160413,491.562724684835,121.785888797477,1502.17316812182,1322.96279905768,179.210369064133,-30.6358043056994,8205.73960527569,7334.8283885212,870.911216754484,
200072049,139363.9,coniferes,12694.9296278229,16503.4085161698,13329.676109214,5982.13253980877,5034.15159160797,2313.3919777973,2310.24783408259,3.14414371471071,-550.246168993414,125262.147017744,89262.0887904348,36000.0582273096,
200072056,20875.2,coniferes,8207.6107759033,10669.8940086743,8617.99131469847,5632.58413569108,1312.42085073307,1672.98632827432,301.205653907472,1371.78067436685,-346.892140928158,93431.6604647136,84046.3199191711,9385.34054554254,
200072064,81319.5,coniferes,27179.8492801816,35333.8040642361,28538.8417441907,10950.5148348274,12075.5677288166,5512.75918054668,5512.75918054668,0,-1150.11682400586,249751.954695508,163397.554464513,86354.4002309954,
200072072,103920.1,coniferes,4849.84594136928,6304.79972378007,5092.33823843775,1955.05481834197,2153.90902130117,983.374398794605,983.374398794605,0,-205.236319645047,44575.214702424,29172.2518054719,15402.962896952,
200072080,68653.2,coniferes,30051.4200346912,39066.8460450986,31553.9910364258,26173.3859290732,4208.63740760369,1171.96769974893,1168.04842491677,3.91927483215827,-1517.53456499901,420641.52575934,390544.857239477,30096.6685198631,
200072098,42863.9,coniferes,12767.8731998219,16598.2351597685,13406.266859813,11123.3272202031,1786.64841360775,496.291226002154,496.291226002154,0,-644.833098852652,178752.786747361,165976.165751515,12776.6209958459,
200072106,52834.5,coniferes,4423.36736717492,5750.37757732739,4644.53573553366,2674.72958646562,1521.09569046811,448.710458599927,380.117682400465,68.5927761994619,-209.574912634502,50788.4516901024,39910.8425379571,10877.6091521453,
200072106,52834.5,coniferes,4423.36736717492,5750.37757732739,4644.53573553366,2674.72958646562,1521.09569046811,448.710458599927,380.117682400465,68.5927761994619,-209.574912634502,50788.4516901024,39910.8425379571,10877.6091521453,
200072122,28701.7,coniferes,16.0939882104275,20.9221846735558,16.8986876209489,2.22814944726579,4.65043064125361,10.0201075324295,10.0184572841411,0.001650248288377,-0.34357432112959,66.5032251972165,33.2472195285989,33.2560056686176,
200072130,17696,coniferes,181.022554900622,235.329321370809,190.073682645653,25.039646815595,52.3556251598805,112.678410670178,112.678410670178,0,-3.86577283180803,748.031639903188,373.627826274511,374.403813628677,
200072304,102298,coniferes,57136.9968426093,74278.095895392,59993.8466847397,15217.9513541779,37459.5725641302,7316.32276643168,7316.32276643168,0,-2631.15996122917,494953.548499483,227073.893121828,267879.655377655,
200072312,71840,coniferes,7996.18003887315,10395.0340505351,8395.9890408168,3385.82125228519,2689.12936524362,2321.03842328799,2321.03842328799,0,-303.434285485293,69751.773846894,50521.3609425784,19230.4129043156,
200072320,51926.1,coniferes,2987.02526852057,3883.13284907674,3136.37653194659,1846.06717522046,1000.54022473781,289.769131988326,289.769131988326,0,-142.183589109543,34701.0283253837,27545.9981889508,7155.03013643287,
200072346,43793,coniferes,43374.6241634813,56387.0114125257,45543.3553716554,5999.72346213424,12544.876329917,26998.7555796041,26998.7555796041,0,-926.273766123351,179235.075214828,89524.5708501473,89710.5043646809,
200072452,54545.3,coniferes,957.965224056124,1245.35479127296,1005.86348525893,715.489220999804,209.754675412749,80.6195888463764,80.6195888463764,0,-46.2144860564769,12176.1269940679,10676.1363023102,1499.99069175775,
200072460,64709.9,coniferes,165.467277821638,215.10746116813,173.74064171272,8.05692141070165,6.71410117558471,158.969619126434,41.291722229846,117.677896896588,-0.737789484481462,168.234604302904,120.220946218386,48.0136580845181,
200072478,23500.8,coniferes,403.057755740169,523.975082462219,423.210643527177,19.6256607634096,16.3547173028413,387.230265460926,100.581511412474,286.648754048452,-1.79716363101313,409.798619647664,292.843306626306,116.955313021358,
200072544,39596.6,coniferes,0,0,0,0,0,0,0,0,0,0,0,0,
200072635,65844.3,coniferes,17715.7066236238,23030.418610711,18601.491954805,10948.8141357123,5934.09010408832,1718.58771500445,1718.58771500445,0,-843.27467126052,205807.846297543,163372.177568496,42435.6687290472,
200072643,99384,coniferes,19628.6601083354,25517.258140836,20610.0931137521,12131.0741832138,6574.85700006247,1904.16193047584,1904.16193047584,0,-934.332016882042,228031.110947391,181013.21120177,47017.8997456213,
200072650,48786.3,coniferes,8928.20505107727,11606.6665664004,9374.61530363113,3597.09286289131,3966.65719811987,1810.86524261994,1810.86524261994,0,-377.79749002896,82040.0672734695,53673.8396179212,28366.2276555483,
200072668,68579.8,coniferes,15683.0206285938,20387.926817172,16467.1716600235,6321.07732766469,6965.94673692658,3180.14759543224,3180.14759543224,0,-663.666078475084,144134.284063274,94319.6363367848,49814.6477264889,
200072676,60794.4,coniferes,6235.90189377059,8106.67246190176,6547.69698845912,3523.09359378973,2012.92379091197,1011.67960375741,1011.67960375741,0,-276.515413098854,66964.4172426893,52569.6632585683,14394.753984121,
200072676,60794.4,coniferes,6235.90189377059,8106.67246190176,6547.69698845912,3523.09359378973,2012.92379091197,1011.67960375741,1011.67960375741,0,-276.515413098854,66964.4172426893,52569.6632585683,14394.753984121,
200072684,40298.4,coniferes,18404.905584647,23926.3772600411,19325.1508638793,10436.301211406,5973.882762391,2914.96689008235,2914.96689008235,0,-819.663033046484,198444.974503555,155724.741833624,42720.2326699313,
200072692,41673.3,coniferes,5242.59166728375,6815.36916746887,5504.72125064793,2969.30372306216,1704.16210240237,831.25542518341,831.25542518341,0,-233.432311268172,56493.0632683283,44306.315650809,12186.7476175194,
200072700,49200.5,coniferes,3311.59463704793,4305.07302816231,3477.17436890033,1877.63228214655,1074.73290762052,524.809179133258,524.809179133258,0,-147.466025363847,35702.5897333658,28016.9953389414,7685.59439442431,
200072718,43075.5,coniferes,11584.6450960727,15060.0386248945,12163.8773508763,6568.94680028704,3760.15575464706,1834.77479594224,1834.77479594224,0,-515.922523619736,124907.709531561,98018.208163206,26889.5013683547,
200072726,88413.6,coniferes,16524.6046743667,21481.9860766767,17350.834908085,9377.42614453933,5359.27204070227,2614.13672284344,2614.13672284344,0,-736.07503431364,178249.839783098,139924.790961982,38325.048821116,
200072734,31342.6,coniferes,244.956468620268,318.443409206349,257.204292051282,138.899897010934,79.5082169097072,38.7961781306403,38.7961781306403,0,-10.9091438209351,2641.16433231692,2072.58780334021,568.576528976707,
200072825,42474.1,coniferes,6295.6394734186,8184.33131544418,6610.42144708953,3353.98892286483,1448.13160099059,1808.30092323411,581.379245457395,1226.92167777672,-239.85841230806,60402.2072162711,50046.3764456255,10355.8307706456,
200072874,37693.9,coniferes,188.04450695457,244.457859040941,197.446732302299,26.0109467703627,54.3865250653039,117.049260466632,117.049260466632,0,-4.01572802104572,777.048147338519,388.121029530651,388.927117807867,
